time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.034,0.890,0.076,0.175371
1000,0.037,0.810,0.153,0.248608
1500,0.067,0.700,0.232,0.347813
2000,0.052,0.688,0.260,0.329969
2500,0.055,0.709,0.235,0.328775
3000,0.080,0.648,0.272,0.422300
3500,0.061,0.606,0.333,0.397072
4000,0.089,0.520,0.391,0.433107
4500,0.119,0.465,0.416,0.458557
5000,0.122,0.450,0.428,0.454624
5500,0.138,0.422,0.440,0.472118
6000,0.174,0.376,0.450,0.489259
6500,0.223,0.361,0.416,0.505525
7000,0.217,0.275,0.508,0.456809
7500,0.226,0.321,0.453,0.480490
8000,0.235,0.312,0.453,0.485230
8500,0.229,0.275,0.495,0.468155
9000,0.180,0.309,0.511,0.442175
9500,0.171,0.401,0.428,0.458502
10000,0.135,0.425,0.440,0.466437
10500,0.165,0.502,0.333,0.451679
11000,0.205,0.401,0.394,0.476177
11500,0.229,0.370,0.401,0.476336
12000,0.275,0.284,0.440,0.489700
12500,0.339,0.226,0.434,0.492072
13000,0.367,0.202,0.431,0.464601
13500,0.394,0.190,0.416,0.488508
14000,0.410,0.156,0.434,0.473095
14500,0.437,0.122,0.440,0.456222
15000,0.502,0.083,0.416,0.427503
15500,0.523,0.101,0.376,0.435153
16000,0.526,0.067,0.407,0.407182
16500,0.563,0.101,0.336,0.436184
17000,0.514,0.080,0.407,0.424516
17500,0.572,0.049,0.379,0.399413
18000,0.599,0.037,0.364,0.375194
18500,0.609,0.058,0.333,0.374631
19000,0.651,0.034,0.315,0.352970
19500,0.673,0.043,0.284,0.349250
20000,0.664,0.043,0.294,0.354783
20500,0.673,0.028,0.300,0.339939
21000,0.654,0.037,0.309,0.364568
21500,0.725,0.024,0.251,0.303939
22000,0.758,0.018,0.223,0.275467
22500,0.746,0.028,0.226,0.283402
23000,0.667,0.031,0.303,0.338569
23500,0.670,0.034,0.297,0.344873
24000,0.752,0.021,0.226,0.283457
24500,0.798,0.012,0.190,0.234089
25000,0.823,0.018,0.159,0.211208
25500,0.786,0.021,0.193,0.248445
26000,0.829,0.006,0.165,0.215320
26500,0.853,0.003,0.144,0.184022
27000,0.865,0.003,0.131,0.176038
27500,0.862,0.003,0.135,0.189028
28000,0.887,0.000,0.113,0.158586
28500,0.930,0.000,0.070,0.093412
29000,0.957,0.000,0.043,0.051288
29500,0.976,0.000,0.024,0.037238
30000,0.985,0.000,0.015,0.028737
30500,0.994,0.000,0.006,0.011826
31000,1.000,0.000,0.000,0.000000
