time,n_A+p,n_B,n_AB
100,0.276,0.329,0.395
200,0.184,0.342,0.474
300,0.092,0.487,0.421
400,0.066,0.526,0.408
500,0.079,0.566,0.355
600,0.039,0.776,0.184
700,0.026,0.763,0.211
800,0.013,0.789,0.197
900,0.013,0.855,0.132
1000,0.013,0.882,0.105
1100,0.013,0.908,0.079
1200,0.013,0.974,0.013
1300,0.013,0.961,0.026
1400,0.013,0.947,0.039
1500,0.000,0.855,0.145
1600,0.013,0.816,0.171
1700,0.000,0.750,0.250
1800,0.000,0.697,0.303
1900,0.000,0.829,0.171
2000,0.000,0.776,0.224
2100,0.000,0.842,0.158
2200,0.000,0.882,0.118
2300,0.000,0.961,0.039
2400,0.000,0.961,0.039
2500,0.000,0.974,0.026
2600,0.000,0.974,0.026
2700,0.000,1.000,0.000
