time,n_A+p,n_B,n_AB
1000,0.245,0.262,0.493
2000,0.364,0.192,0.444
3000,0.482,0.120,0.398
4000,0.382,0.174,0.444
5000,0.313,0.247,0.440
6000,0.302,0.221,0.477
7000,0.231,0.275,0.494
8000,0.337,0.239,0.424
9000,0.246,0.306,0.448
10000,0.264,0.283,0.453
11000,0.221,0.322,0.457
12000,0.257,0.268,0.475
13000,0.274,0.289,0.437
14000,0.296,0.269,0.435
15000,0.303,0.211,0.486
16000,0.253,0.266,0.481
17000,0.254,0.293,0.453
18000,0.347,0.220,0.433
19000,0.260,0.222,0.518
20000,0.179,0.350,0.471
21000,0.190,0.401,0.409
22000,0.173,0.411,0.416
23000,0.319,0.185,0.496
24000,0.289,0.238,0.473
25000,0.375,0.211,0.414
26000,0.256,0.293,0.451
27000,0.260,0.292,0.448
28000,0.228,0.349,0.423
29000,0.185,0.384,0.431
30000,0.286,0.242,0.472
31000,0.252,0.333,0.415
32000,0.224,0.293,0.483
33000,0.214,0.333,0.453
34000,0.277,0.280,0.443
35000,0.339,0.221,0.440
36000,0.214,0.315,0.471
37000,0.241,0.302,0.457
38000,0.295,0.272,0.433
39000,0.289,0.237,0.474
40000,0.308,0.276,0.416
41000,0.268,0.265,0.467
42000,0.255,0.284,0.461
43000,0.316,0.206,0.478
44000,0.284,0.258,0.458
45000,0.263,0.288,0.449
46000,0.217,0.315,0.468
47000,0.339,0.221,0.440
48000,0.272,0.296,0.432
49000,0.304,0.232,0.464
50000,0.284,0.243,0.473
51000,0.271,0.235,0.494
52000,0.273,0.255,0.472
53000,0.312,0.238,0.450
54000,0.327,0.230,0.443
55000,0.319,0.230,0.451
56000,0.234,0.353,0.413
57000,0.252,0.300,0.448
58000,0.260,0.267,0.473
59000,0.274,0.311,0.415
60000,0.261,0.280,0.459
61000,0.232,0.329,0.439
62000,0.304,0.270,0.426
63000,0.263,0.278,0.459
64000,0.350,0.226,0.424
65000,0.325,0.255,0.420
66000,0.341,0.193,0.466
67000,0.375,0.176,0.449
68000,0.275,0.235,0.490
69000,0.233,0.323,0.444
70000,0.254,0.281,0.465
71000,0.203,0.283,0.514
72000,0.248,0.258,0.494
73000,0.343,0.199,0.458
74000,0.315,0.273,0.412
75000,0.228,0.310,0.462
76000,0.280,0.226,0.494
77000,0.313,0.198,0.489
78000,0.335,0.222,0.443
79000,0.240,0.272,0.488
80000,0.293,0.253,0.454
81000,0.207,0.367,0.426
82000,0.190,0.356,0.454
83000,0.265,0.314,0.421
84000,0.196,0.366,0.438
85000,0.220,0.323,0.457
86000,0.264,0.325,0.411
87000,0.327,0.222,0.451
88000,0.339,0.210,0.451
89000,0.299,0.281,0.420
90000,0.252,0.259,0.489
91000,0.256,0.289,0.455
92000,0.262,0.309,0.429
93000,0.331,0.204,0.465
94000,0.256,0.315,0.429
95000,0.259,0.338,0.403
96000,0.217,0.300,0.483
97000,0.252,0.275,0.473
98000,0.294,0.251,0.455
99000,0.314,0.269,0.417
100000,0.223,0.290,0.487
101000,0.316,0.240,0.444
102000,0.267,0.299,0.434
103000,0.278,0.307,0.415
104000,0.268,0.293,0.439
105000,0.235,0.285,0.480
106000,0.311,0.261,0.428
107000,0.266,0.247,0.487
108000,0.324,0.258,0.418
109000,0.256,0.296,0.448
110000,0.211,0.349,0.440
111000,0.311,0.258,0.431
112000,0.267,0.290,0.443
113000,0.275,0.263,0.462
114000,0.298,0.234,0.468
115000,0.301,0.197,0.502
116000,0.260,0.299,0.441
117000,0.293,0.245,0.462
118000,0.239,0.298,0.463
119000,0.250,0.263,0.487
120000,0.279,0.252,0.469
121000,0.353,0.225,0.422
122000,0.355,0.207,0.438
123000,0.322,0.215,0.463
124000,0.308,0.261,0.431
125000,0.299,0.257,0.444
126000,0.234,0.288,0.478
127000,0.257,0.281,0.462
128000,0.313,0.259,0.428
129000,0.262,0.359,0.379
130000,0.222,0.330,0.448
131000,0.212,0.330,0.458
132000,0.292,0.245,0.463
133000,0.273,0.275,0.452
134000,0.216,0.328,0.456
135000,0.228,0.316,0.456
136000,0.296,0.295,0.409
137000,0.242,0.322,0.436
138000,0.259,0.259,0.482
139000,0.293,0.244,0.463
140000,0.272,0.309,0.419
141000,0.273,0.289,0.438
142000,0.242,0.317,0.441
143000,0.296,0.301,0.403
144000,0.200,0.318,0.482
145000,0.262,0.268,0.470
146000,0.302,0.258,0.440
147000,0.240,0.268,0.492
148000,0.269,0.259,0.472
149000,0.230,0.358,0.412
150000,0.349,0.183,0.468
151000,0.319,0.209,0.472
152000,0.235,0.278,0.487
153000,0.249,0.287,0.464
154000,0.252,0.320,0.428
155000,0.241,0.397,0.362
156000,0.213,0.363,0.424
157000,0.245,0.297,0.458
158000,0.277,0.285,0.438
159000,0.245,0.290,0.465
160000,0.247,0.270,0.483
161000,0.285,0.280,0.435
162000,0.259,0.234,0.507
163000,0.281,0.272,0.447
164000,0.272,0.247,0.481
165000,0.304,0.192,0.504
166000,0.287,0.203,0.510
167000,0.332,0.202,0.466
168000,0.336,0.214,0.450
169000,0.180,0.338,0.482
170000,0.269,0.311,0.420
171000,0.213,0.278,0.509
172000,0.221,0.339,0.440
173000,0.278,0.279,0.443
174000,0.324,0.224,0.452
175000,0.266,0.293,0.441
176000,0.264,0.266,0.470
177000,0.238,0.265,0.497
178000,0.350,0.204,0.446
179000,0.368,0.204,0.428
180000,0.297,0.251,0.452
181000,0.311,0.217,0.472
182000,0.288,0.237,0.475
183000,0.166,0.355,0.479
184000,0.254,0.354,0.392
185000,0.190,0.362,0.448
186000,0.261,0.301,0.438
187000,0.204,0.303,0.493
188000,0.208,0.333,0.459
189000,0.197,0.350,0.453
190000,0.215,0.300,0.485
191000,0.199,0.374,0.427
192000,0.207,0.322,0.471
193000,0.214,0.288,0.498
194000,0.261,0.289,0.450
195000,0.315,0.254,0.431
196000,0.288,0.247,0.465
197000,0.340,0.190,0.470
198000,0.288,0.230,0.482
199000,0.270,0.317,0.413
200000,0.268,0.284,0.448
201000,0.259,0.244,0.497
202000,0.235,0.368,0.397
203000,0.199,0.358,0.443
204000,0.217,0.378,0.405
205000,0.249,0.299,0.452
206000,0.204,0.337,0.459
207000,0.272,0.279,0.449
208000,0.167,0.361,0.472
209000,0.256,0.281,0.463
210000,0.226,0.352,0.422
211000,0.274,0.298,0.428
212000,0.346,0.234,0.420
213000,0.293,0.203,0.504
214000,0.217,0.286,0.497
215000,0.265,0.246,0.489
216000,0.232,0.311,0.457
217000,0.235,0.300,0.465
218000,0.316,0.265,0.419
219000,0.334,0.227,0.439
220000,0.279,0.290,0.431
221000,0.211,0.269,0.520
222000,0.262,0.288,0.450
223000,0.258,0.307,0.435
224000,0.316,0.279,0.405
225000,0.268,0.308,0.424
226000,0.272,0.257,0.471
227000,0.257,0.281,0.462
228000,0.246,0.273,0.481
229000,0.316,0.220,0.464
230000,0.346,0.249,0.405
231000,0.364,0.240,0.396
232000,0.259,0.239,0.502
233000,0.259,0.242,0.499
234000,0.226,0.338,0.436
235000,0.250,0.277,0.473
236000,0.330,0.200,0.470
237000,0.328,0.225,0.447
238000,0.300,0.220,0.480
239000,0.264,0.281,0.455
240000,0.220,0.335,0.445
241000,0.367,0.176,0.457
242000,0.351,0.175,0.474
243000,0.284,0.263,0.453
244000,0.350,0.157,0.493
245000,0.259,0.306,0.435
