time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.055,0.913,0.032,0.149654
1000,0.040,0.871,0.089,0.192938
1500,0.050,0.844,0.107,0.245648
2000,0.040,0.846,0.114,0.222867
2500,0.050,0.866,0.084,0.191277
3000,0.042,0.824,0.134,0.242796
3500,0.050,0.809,0.141,0.242365
4000,0.055,0.826,0.119,0.241122
4500,0.040,0.851,0.109,0.190180
5000,0.055,0.836,0.109,0.225231
5500,0.045,0.821,0.134,0.242720
6000,0.067,0.826,0.107,0.228716
6500,0.069,0.811,0.119,0.261653
7000,0.069,0.789,0.141,0.283228
7500,0.067,0.759,0.174,0.305782
8000,0.084,0.754,0.161,0.282621
8500,0.067,0.799,0.134,0.265905
9000,0.084,0.794,0.122,0.284425
9500,0.067,0.806,0.127,0.247818
10000,0.057,0.779,0.164,0.262856
10500,0.072,0.759,0.169,0.299461
11000,0.082,0.784,0.134,0.287348
11500,0.104,0.730,0.166,0.340586
12000,0.099,0.737,0.164,0.321537
12500,0.109,0.680,0.211,0.371139
13000,0.092,0.725,0.184,0.319010
13500,0.099,0.722,0.179,0.324360
14000,0.119,0.702,0.179,0.347350
14500,0.122,0.682,0.196,0.379631
15000,0.114,0.667,0.218,0.370241
15500,0.084,0.734,0.181,0.313076
16000,0.124,0.682,0.194,0.389401
16500,0.114,0.677,0.208,0.372605
17000,0.119,0.677,0.203,0.362414
17500,0.144,0.672,0.184,0.392688
18000,0.127,0.640,0.233,0.396137
18500,0.136,0.663,0.201,0.403781
19000,0.094,0.732,0.174,0.330123
19500,0.089,0.722,0.189,0.337680
20000,0.057,0.809,0.134,0.229218
20500,0.055,0.782,0.164,0.275277
21000,0.057,0.819,0.124,0.227047
21500,0.037,0.854,0.109,0.201946
22000,0.042,0.873,0.084,0.173458
22500,0.052,0.856,0.092,0.223241
23000,0.060,0.834,0.107,0.224326
23500,0.050,0.868,0.082,0.188903
24000,0.047,0.864,0.089,0.192338
24500,0.060,0.836,0.104,0.233379
25000,0.077,0.792,0.132,0.300417
25500,0.092,0.692,0.216,0.403776
26000,0.127,0.685,0.189,0.397733
26500,0.102,0.710,0.189,0.357203
27000,0.139,0.697,0.164,0.355194
27500,0.151,0.630,0.218,0.412322
28000,0.144,0.643,0.213,0.396771
28500,0.156,0.628,0.216,0.424327
29000,0.129,0.672,0.199,0.378236
29500,0.124,0.660,0.216,0.407651
30000,0.129,0.705,0.166,0.358211
30500,0.124,0.695,0.181,0.380858
31000,0.084,0.737,0.179,0.317929
31500,0.084,0.767,0.149,0.280133
32000,0.079,0.797,0.124,0.241375
32500,0.084,0.779,0.136,0.282829
33000,0.087,0.767,0.146,0.307411
33500,0.094,0.782,0.124,0.267684
34000,0.097,0.752,0.151,0.294290
34500,0.089,0.720,0.191,0.335000
35000,0.092,0.695,0.213,0.358791
35500,0.079,0.752,0.169,0.302705
36000,0.084,0.772,0.144,0.285704
36500,0.069,0.787,0.144,0.285959
37000,0.057,0.787,0.156,0.280196
37500,0.047,0.772,0.181,0.283712
38000,0.050,0.789,0.161,0.290149
38500,0.045,0.849,0.107,0.183121
39000,0.045,0.856,0.099,0.190074
39500,0.057,0.814,0.129,0.244046
