time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.825,0.147,0.231321
1000,0.028,0.507,0.465,0.388090
1500,0.028,0.235,0.737,0.256669
2000,0.028,0.092,0.880,0.110013
2500,0.028,0.046,0.926,0.066951
3000,0.028,0.009,0.963,0.041589
3500,0.028,0.009,0.963,0.041589
4000,0.028,0.009,0.963,0.041589
4500,0.028,0.009,0.963,0.041589
5000,0.028,0.009,0.963,0.041589
5500,0.028,0.009,0.963,0.041589
6000,0.028,0.009,0.963,0.041589
6500,0.028,0.009,0.963,0.041589
7000,0.028,0.009,0.963,0.041589
7500,0.028,0.009,0.963,0.041589
8000,0.028,0.009,0.963,0.041589
8500,0.028,0.009,0.963,0.041589
9000,0.028,0.009,0.963,0.041589
9500,0.028,0.009,0.963,0.041589
10000,0.028,0.009,0.963,0.041589
10500,0.028,0.009,0.963,0.041589
11000,0.028,0.009,0.963,0.041589
11500,0.028,0.009,0.963,0.041589
12000,0.028,0.009,0.963,0.041589
12500,0.028,0.009,0.963,0.041589
13000,0.028,0.009,0.963,0.041589
13500,0.028,0.009,0.963,0.041589
14000,0.028,0.009,0.963,0.041589
14500,0.028,0.009,0.963,0.041589
15000,0.028,0.009,0.963,0.041589
15500,0.028,0.009,0.963,0.041589
16000,0.028,0.009,0.963,0.041589
16500,0.028,0.009,0.963,0.041589
17000,0.028,0.009,0.963,0.041589
17500,0.028,0.009,0.963,0.041589
18000,0.028,0.009,0.963,0.041589
18500,0.028,0.009,0.963,0.041589
19000,0.028,0.009,0.963,0.041589
19500,0.028,0.009,0.963,0.041589
20000,0.028,0.009,0.963,0.041589
20500,0.028,0.009,0.963,0.041589
21000,0.028,0.005,0.968,0.041402
21500,0.028,0.005,0.968,0.041402
22000,0.028,0.005,0.968,0.041402
22500,0.028,0.005,0.968,0.041402
23000,0.028,0.005,0.968,0.041402
23500,0.028,0.005,0.968,0.041402
24000,0.028,0.005,0.968,0.041402
24500,0.028,0.005,0.968,0.041402
25000,0.028,0.005,0.968,0.041402
25500,0.028,0.005,0.968,0.041402
26000,0.028,0.005,0.968,0.041402
26500,0.028,0.005,0.968,0.041402
27000,0.028,0.005,0.968,0.041402
27500,0.028,0.005,0.968,0.041402
28000,0.028,0.005,0.968,0.041402
28500,0.028,0.005,0.968,0.041402
29000,0.028,0.005,0.968,0.041402
29500,0.028,0.005,0.968,0.041402
30000,0.028,0.005,0.968,0.041402
30500,0.028,0.005,0.968,0.041402
31000,0.028,0.005,0.968,0.041402
31500,0.028,0.000,0.972,0.041215
32000,0.028,0.000,0.972,0.041215
32500,0.028,0.000,0.972,0.041215
33000,0.028,0.000,0.972,0.041215
33500,0.028,0.000,0.972,0.041215
34000,0.028,0.000,0.972,0.041215
34500,0.028,0.000,0.972,0.041215
35000,0.028,0.000,0.972,0.041215
35500,0.028,0.000,0.972,0.041215
36000,0.028,0.000,0.972,0.041215
36500,0.028,0.000,0.972,0.041215
37000,0.028,0.000,0.972,0.041215
37500,0.028,0.000,0.972,0.041215
38000,0.028,0.000,0.972,0.041215
38500,0.028,0.000,0.972,0.041215
39000,0.028,0.000,0.972,0.041215
39500,0.028,0.000,0.972,0.041215
40000,0.028,0.000,0.972,0.041215
40500,0.028,0.000,0.972,0.041215
41000,0.028,0.000,0.972,0.041215
41500,0.028,0.000,0.972,0.041215
42000,0.028,0.000,0.972,0.041215
42500,0.028,0.000,0.972,0.041215
43000,0.028,0.000,0.972,0.041215
43500,0.028,0.000,0.972,0.041215
44000,0.028,0.000,0.972,0.041215
44500,0.028,0.000,0.972,0.041215
45000,0.028,0.000,0.972,0.041215
45500,0.028,0.000,0.972,0.041215
46000,0.028,0.000,0.972,0.041215
46500,0.028,0.000,0.972,0.041215
47000,0.028,0.000,0.972,0.041215
47500,0.028,0.000,0.972,0.041215
48000,0.028,0.000,0.972,0.041215
48500,0.028,0.000,0.972,0.041215
49000,0.028,0.000,0.972,0.041215
49500,0.028,0.000,0.972,0.041215
50000,0.028,0.000,0.972,0.041215
50500,0.028,0.000,0.972,0.041215
51000,0.028,0.000,0.972,0.041215
51500,0.028,0.000,0.972,0.041215
52000,0.028,0.000,0.972,0.041215
52500,0.028,0.000,0.972,0.041215
53000,0.028,0.000,0.972,0.041215
53500,0.028,0.000,0.972,0.041215
54000,0.028,0.000,0.972,0.041215
54500,0.028,0.000,0.972,0.041215
55000,0.028,0.000,0.972,0.041215
55500,0.028,0.000,0.972,0.041215
56000,0.028,0.000,0.972,0.041215
56500,0.028,0.000,0.972,0.041215
57000,0.028,0.000,0.972,0.041215
57500,0.028,0.000,0.972,0.041215
58000,0.028,0.000,0.972,0.041215
58500,0.028,0.000,0.972,0.041215
59000,0.028,0.000,0.972,0.041215
59500,0.028,0.000,0.972,0.041215
60000,0.028,0.000,0.972,0.041215
60500,0.028,0.000,0.972,0.041215
61000,0.028,0.000,0.972,0.041215
61500,0.028,0.000,0.972,0.041215
62000,0.028,0.000,0.972,0.041215
62500,0.028,0.000,0.972,0.041215
63000,0.028,0.000,0.972,0.041215
63500,0.028,0.000,0.972,0.041215
64000,0.028,0.000,0.972,0.041215
64500,0.028,0.000,0.972,0.041215
65000,0.028,0.000,0.972,0.041215
65500,0.028,0.000,0.972,0.041215
66000,0.028,0.000,0.972,0.041215
66500,0.028,0.000,0.972,0.041215
67000,0.028,0.000,0.972,0.041215
67500,0.028,0.000,0.972,0.041215
68000,0.028,0.000,0.972,0.041215
68500,0.028,0.000,0.972,0.041215
69000,0.028,0.000,0.972,0.041215
69500,0.028,0.000,0.972,0.041215
70000,0.028,0.000,0.972,0.041215
70500,0.028,0.000,0.972,0.041215
