time,n_A+p,n_B,n_AB
100,0.404,0.419,0.177
200,0.367,0.382,0.251
300,0.318,0.358,0.324
400,0.300,0.343,0.358
500,0.281,0.294,0.425
600,0.263,0.275,0.462
700,0.223,0.275,0.502
800,0.220,0.284,0.495
900,0.217,0.315,0.468
1000,0.242,0.287,0.471
1100,0.260,0.278,0.462
1200,0.235,0.300,0.465
1300,0.220,0.269,0.511
1400,0.226,0.245,0.529
1500,0.269,0.254,0.477
1600,0.272,0.275,0.453
1700,0.272,0.278,0.450
1800,0.263,0.245,0.492
1900,0.245,0.266,0.489
2000,0.254,0.281,0.465
2100,0.297,0.294,0.410
2200,0.303,0.312,0.385
2300,0.303,0.275,0.422
2400,0.312,0.242,0.446
2500,0.333,0.254,0.413
2600,0.346,0.235,0.419
2700,0.349,0.196,0.456
2800,0.370,0.202,0.428
2900,0.352,0.193,0.456
3000,0.309,0.193,0.498
3100,0.346,0.208,0.446
3200,0.370,0.190,0.440
3300,0.391,0.205,0.404
3400,0.394,0.211,0.394
3500,0.385,0.217,0.398
3600,0.379,0.220,0.401
3700,0.361,0.202,0.437
3800,0.349,0.226,0.425
3900,0.306,0.174,0.520
4000,0.330,0.150,0.520
4100,0.358,0.147,0.495
4200,0.352,0.165,0.483
4300,0.370,0.165,0.465
4400,0.376,0.171,0.453
4500,0.355,0.177,0.468
4600,0.349,0.165,0.486
4700,0.339,0.171,0.489
4800,0.370,0.153,0.477
4900,0.407,0.135,0.459
5000,0.407,0.165,0.428
5100,0.465,0.162,0.373
5200,0.480,0.165,0.355
5300,0.459,0.141,0.401
5400,0.440,0.162,0.398
5500,0.443,0.144,0.413
5600,0.431,0.156,0.413
5700,0.428,0.141,0.431
5800,0.437,0.150,0.413
5900,0.456,0.131,0.413
6000,0.462,0.135,0.404
6100,0.502,0.110,0.388
6200,0.511,0.113,0.376
6300,0.523,0.083,0.394
6400,0.535,0.104,0.361
6500,0.508,0.104,0.388
6600,0.532,0.107,0.361
6700,0.492,0.107,0.401
6800,0.489,0.107,0.404
6900,0.474,0.135,0.391
7000,0.480,0.141,0.379
7100,0.495,0.122,0.382
7200,0.468,0.119,0.413
7300,0.489,0.119,0.391
7400,0.532,0.092,0.376
7500,0.569,0.092,0.339
7600,0.532,0.110,0.358
7700,0.563,0.113,0.324
7800,0.554,0.110,0.336
7900,0.575,0.110,0.315
8000,0.569,0.089,0.343
8100,0.572,0.080,0.349
8200,0.572,0.107,0.321
8300,0.563,0.098,0.339
8400,0.526,0.092,0.382
8500,0.541,0.107,0.352
8600,0.602,0.083,0.315
8700,0.587,0.101,0.312
8800,0.575,0.104,0.321
8900,0.581,0.092,0.327
9000,0.563,0.076,0.361
9100,0.566,0.064,0.370
9200,0.535,0.080,0.385
9300,0.557,0.107,0.336
9400,0.538,0.095,0.367
9500,0.526,0.089,0.385
9600,0.526,0.110,0.364
9700,0.523,0.113,0.364
9800,0.544,0.092,0.364
9900,0.547,0.116,0.336
10000,0.593,0.104,0.303
10100,0.584,0.110,0.306
10200,0.581,0.076,0.343
10300,0.587,0.076,0.336
10400,0.590,0.058,0.352
10500,0.596,0.055,0.349
10600,0.609,0.058,0.333
10700,0.642,0.064,0.294
10800,0.639,0.061,0.300
