time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.908,0.062,0.151291
1000,0.032,0.769,0.199,0.318124
1500,0.057,0.630,0.313,0.427989
2000,0.055,0.511,0.434,0.420937
2500,0.077,0.427,0.496,0.406171
3000,0.092,0.362,0.546,0.417206
3500,0.094,0.275,0.630,0.357850
4000,0.107,0.236,0.658,0.352768
4500,0.099,0.194,0.707,0.313438
5000,0.122,0.186,0.692,0.369048
5500,0.146,0.156,0.697,0.357372
6000,0.166,0.151,0.682,0.376811
6500,0.114,0.144,0.742,0.294736
7000,0.136,0.176,0.687,0.354387
7500,0.139,0.179,0.682,0.356721
8000,0.159,0.186,0.655,0.404095
8500,0.134,0.206,0.660,0.383844
9000,0.127,0.184,0.690,0.352556
9500,0.151,0.169,0.680,0.376436
10000,0.144,0.146,0.710,0.348712
10500,0.141,0.181,0.677,0.357021
11000,0.164,0.176,0.660,0.394646
11500,0.169,0.144,0.687,0.359215
12000,0.171,0.099,0.730,0.310855
12500,0.196,0.084,0.720,0.346242
13000,0.171,0.159,0.670,0.394366
13500,0.124,0.127,0.749,0.313069
14000,0.151,0.107,0.742,0.317890
14500,0.112,0.149,0.739,0.304511
15000,0.117,0.136,0.747,0.315097
15500,0.159,0.141,0.700,0.374377
16000,0.169,0.087,0.744,0.299889
16500,0.194,0.094,0.712,0.327987
17000,0.189,0.084,0.727,0.314468
17500,0.186,0.077,0.737,0.314066
18000,0.221,0.114,0.665,0.376604
18500,0.211,0.102,0.687,0.342518
19000,0.223,0.097,0.680,0.330238
19500,0.194,0.129,0.677,0.357622
20000,0.176,0.114,0.710,0.320571
20500,0.221,0.104,0.675,0.361667
21000,0.179,0.102,0.720,0.334093
21500,0.186,0.079,0.734,0.313233
22000,0.181,0.087,0.732,0.320482
22500,0.184,0.117,0.700,0.362492
23000,0.196,0.169,0.635,0.399807
23500,0.159,0.139,0.702,0.340609
24000,0.159,0.164,0.677,0.374870
24500,0.154,0.169,0.677,0.373310
25000,0.179,0.122,0.700,0.342442
25500,0.174,0.136,0.690,0.362301
26000,0.166,0.144,0.690,0.389686
26500,0.166,0.141,0.692,0.362449
27000,0.179,0.124,0.697,0.358149
27500,0.186,0.134,0.680,0.366818
28000,0.174,0.136,0.690,0.350378
28500,0.149,0.117,0.734,0.292278
29000,0.141,0.099,0.759,0.283025
29500,0.174,0.136,0.690,0.367651
30000,0.169,0.104,0.727,0.314065
30500,0.139,0.146,0.715,0.334503
31000,0.134,0.171,0.695,0.376642
31500,0.149,0.139,0.712,0.329942
32000,0.161,0.144,0.695,0.338537
32500,0.164,0.134,0.702,0.347227
33000,0.181,0.104,0.715,0.332840
33500,0.179,0.102,0.720,0.316454
34000,0.189,0.112,0.700,0.345187
34500,0.189,0.117,0.695,0.358119
35000,0.159,0.122,0.720,0.333230
35500,0.166,0.089,0.744,0.298944
36000,0.191,0.112,0.697,0.361713
36500,0.201,0.117,0.682,0.369681
37000,0.199,0.122,0.680,0.371744
37500,0.211,0.099,0.690,0.350730
38000,0.196,0.102,0.702,0.310580
38500,0.206,0.114,0.680,0.353570
39000,0.184,0.146,0.670,0.378394
39500,0.196,0.127,0.677,0.381062
40000,0.184,0.129,0.687,0.364542
40500,0.164,0.139,0.697,0.344575
41000,0.166,0.122,0.712,0.341256
41500,0.161,0.127,0.712,0.346478
42000,0.169,0.119,0.712,0.359206
42500,0.181,0.114,0.705,0.346358
43000,0.169,0.139,0.692,0.363636
43500,0.194,0.097,0.710,0.350882
44000,0.213,0.107,0.680,0.384003
44500,0.189,0.087,0.725,0.340984
45000,0.191,0.104,0.705,0.365555
45500,0.176,0.079,0.744,0.308072
46000,0.181,0.102,0.717,0.355661
46500,0.171,0.107,0.722,0.349724
47000,0.166,0.087,0.747,0.318489
47500,0.164,0.074,0.762,0.284244
48000,0.176,0.089,0.734,0.329735
48500,0.139,0.102,0.759,0.293125
49000,0.161,0.129,0.710,0.361332
49500,0.159,0.107,0.734,0.334720
50000,0.184,0.089,0.727,0.328795
50500,0.194,0.099,0.707,0.340700
51000,0.179,0.077,0.744,0.313370
51500,0.166,0.102,0.732,0.323867
52000,0.154,0.087,0.759,0.301137
52500,0.161,0.107,0.732,0.307453
53000,0.186,0.092,0.722,0.325245
53500,0.181,0.119,0.700,0.356127
54000,0.213,0.089,0.697,0.351346
54500,0.199,0.102,0.700,0.343750
55000,0.228,0.092,0.680,0.353480
55500,0.213,0.092,0.695,0.329897
56000,0.211,0.087,0.702,0.329732
56500,0.181,0.109,0.710,0.336563
57000,0.169,0.127,0.705,0.332207
57500,0.169,0.144,0.687,0.357451
58000,0.174,0.104,0.722,0.315146
58500,0.164,0.146,0.690,0.379546
59000,0.179,0.144,0.677,0.391631
59500,0.196,0.127,0.677,0.363530
60000,0.141,0.122,0.737,0.307909
60500,0.156,0.127,0.717,0.330839
61000,0.164,0.129,0.707,0.367281
61500,0.159,0.146,0.695,0.353628
62000,0.171,0.141,0.687,0.352010
62500,0.166,0.141,0.692,0.345650
63000,0.146,0.122,0.732,0.327614
63500,0.156,0.124,0.720,0.329662
64000,0.164,0.136,0.700,0.346863
64500,0.149,0.132,0.720,0.341713
65000,0.117,0.141,0.742,0.289753
65500,0.171,0.112,0.717,0.352947
66000,0.166,0.104,0.730,0.330275
66500,0.206,0.146,0.648,0.386524
67000,0.184,0.164,0.653,0.382609
67500,0.186,0.136,0.677,0.360242
68000,0.154,0.136,0.710,0.344310
68500,0.146,0.129,0.725,0.351366
69000,0.161,0.122,0.717,0.343901
69500,0.164,0.136,0.700,0.361700
70000,0.169,0.117,0.715,0.361185
70500,0.216,0.124,0.660,0.372896
71000,0.181,0.169,0.650,0.413971
71500,0.156,0.174,0.670,0.375086
72000,0.156,0.174,0.670,0.365746
72500,0.134,0.181,0.685,0.355402
73000,0.119,0.228,0.653,0.381756
73500,0.129,0.159,0.712,0.332047
74000,0.124,0.161,0.715,0.322758
74500,0.181,0.117,0.702,0.344259
75000,0.208,0.092,0.700,0.346525
75500,0.236,0.079,0.685,0.360425
76000,0.189,0.087,0.725,0.346159
76500,0.194,0.092,0.715,0.336255
77000,0.211,0.077,0.712,0.331882
77500,0.196,0.082,0.722,0.316040
78000,0.206,0.084,0.710,0.351361
78500,0.189,0.082,0.730,0.325944
79000,0.208,0.067,0.725,0.326877
79500,0.186,0.072,0.742,0.290799
80000,0.164,0.074,0.762,0.288777
80500,0.186,0.067,0.747,0.301468
81000,0.194,0.092,0.715,0.309264
81500,0.174,0.132,0.695,0.352921
82000,0.208,0.084,0.707,0.335550
82500,0.203,0.102,0.695,0.342027
83000,0.203,0.099,0.697,0.349515
83500,0.189,0.122,0.690,0.366508
84000,0.161,0.107,0.732,0.328893
84500,0.154,0.129,0.717,0.323208
85000,0.174,0.109,0.717,0.333746
85500,0.156,0.104,0.739,0.319123
86000,0.206,0.117,0.677,0.375478
86500,0.216,0.094,0.690,0.377495
87000,0.211,0.099,0.690,0.363088
87500,0.186,0.114,0.700,0.357265
88000,0.151,0.146,0.702,0.366647
88500,0.161,0.119,0.720,0.355802
89000,0.171,0.094,0.734,0.320803
89500,0.156,0.107,0.737,0.315856
90000,0.171,0.094,0.734,0.313138
90500,0.164,0.104,0.732,0.319612
91000,0.213,0.112,0.675,0.357852
91500,0.201,0.097,0.702,0.342735
92000,0.223,0.109,0.667,0.381021
92500,0.203,0.134,0.663,0.390122
93000,0.231,0.104,0.665,0.376391
93500,0.236,0.074,0.690,0.346583
94000,0.203,0.092,0.705,0.356644
94500,0.186,0.127,0.687,0.356070
