time,n_A+p,n_B,n_AB
500,0.010,0.677,0.313
1000,0.023,0.009,0.968
1500,0.035,0.001,0.964
2000,0.022,0.000,0.978
2500,0.012,0.028,0.960
3000,0.045,0.015,0.940
3500,0.010,0.022,0.968
4000,0.033,0.002,0.965
4500,0.023,0.000,0.977
5000,0.036,0.060,0.904
5500,0.010,0.043,0.947
6000,0.032,0.000,0.968
6500,0.045,0.000,0.955
7000,0.012,0.002,0.986
7500,0.032,0.000,0.968
8000,0.011,0.012,0.977
8500,0.012,0.041,0.947
9000,0.010,0.011,0.979
9500,0.012,0.000,0.988
10000,0.021,0.040,0.939
10500,0.043,0.000,0.957
11000,0.010,0.010,0.980
11500,0.021,0.000,0.979
12000,0.011,0.059,0.930
12500,0.027,0.000,0.973
13000,0.066,0.000,0.934
13500,0.068,0.000,0.932
14000,0.036,0.005,0.959
14500,0.010,0.018,0.972
15000,0.011,0.004,0.985
15500,0.032,0.000,0.968
16000,0.046,0.000,0.954
16500,0.016,0.007,0.977
17000,0.010,0.009,0.981
17500,0.051,0.000,0.949
18000,0.010,0.003,0.987
18500,0.036,0.013,0.951
19000,0.028,0.027,0.945
19500,0.011,0.003,0.986
20000,0.012,0.000,0.988
20500,0.010,0.026,0.964
21000,0.017,0.002,0.981
21500,0.011,0.021,0.968
22000,0.068,0.000,0.932
22500,0.016,0.000,0.984
23000,0.020,0.001,0.979
23500,0.010,0.001,0.989
24000,0.015,0.016,0.969
24500,0.015,0.008,0.977
25000,0.011,0.029,0.960
25500,0.015,0.000,0.985
26000,0.010,0.013,0.977
26500,0.010,0.024,0.966
27000,0.039,0.010,0.951
27500,0.019,0.009,0.972
28000,0.011,0.007,0.982
28500,0.029,0.017,0.954
29000,0.028,0.001,0.971
29500,0.010,0.031,0.959
30000,0.041,0.000,0.959
30500,0.038,0.000,0.962
31000,0.037,0.002,0.961
31500,0.025,0.018,0.957
32000,0.025,0.011,0.964
32500,0.015,0.000,0.985
33000,0.025,0.017,0.958
33500,0.053,0.000,0.947
34000,0.010,0.012,0.978
34500,0.010,0.000,0.990
35000,0.014,0.052,0.934
35500,0.014,0.001,0.985
36000,0.060,0.000,0.940
36500,0.051,0.000,0.949
37000,0.016,0.003,0.981
37500,0.034,0.014,0.952
38000,0.024,0.000,0.976
38500,0.017,0.030,0.953
39000,0.011,0.027,0.962
39500,0.011,0.042,0.947
40000,0.010,0.024,0.966
40500,0.010,0.002,0.988
41000,0.070,0.000,0.930
41500,0.054,0.000,0.946
42000,0.018,0.002,0.980
42500,0.027,0.001,0.972
43000,0.010,0.006,0.984
43500,0.021,0.000,0.979
44000,0.015,0.001,0.984
44500,0.043,0.000,0.957
45000,0.011,0.005,0.984
45500,0.010,0.001,0.989
46000,0.015,0.000,0.985
46500,0.020,0.000,0.980
47000,0.010,0.007,0.983
47500,0.032,0.007,0.961
48000,0.018,0.022,0.960
48500,0.053,0.000,0.947
49000,0.038,0.002,0.960
49500,0.072,0.000,0.928
50000,0.010,0.000,0.990
50500,0.039,0.007,0.954
51000,0.028,0.007,0.965
51500,0.010,0.002,0.988
52000,0.010,0.013,0.977
52500,0.010,0.017,0.973
53000,0.038,0.018,0.944
53500,0.016,0.007,0.977
54000,0.021,0.009,0.970
54500,0.041,0.000,0.959
55000,0.030,0.015,0.955
55500,0.019,0.024,0.957
56000,0.017,0.000,0.983
56500,0.020,0.002,0.978
57000,0.025,0.027,0.948
57500,0.020,0.000,0.980
58000,0.033,0.001,0.966
58500,0.022,0.003,0.975
59000,0.025,0.004,0.971
59500,0.010,0.032,0.958
60000,0.010,0.010,0.980
60500,0.047,0.005,0.948
61000,0.013,0.009,0.978
61500,0.012,0.001,0.987
62000,0.032,0.000,0.968
62500,0.010,0.007,0.983
63000,0.011,0.000,0.989
63500,0.023,0.000,0.977
64000,0.012,0.000,0.988
64500,0.010,0.035,0.955
65000,0.015,0.002,0.983
65500,0.042,0.001,0.957
66000,0.010,0.011,0.979
66500,0.016,0.025,0.959
67000,0.025,0.001,0.974
67500,0.018,0.008,0.974
68000,0.032,0.000,0.968
68500,0.010,0.001,0.989
69000,0.045,0.000,0.955
69500,0.024,0.000,0.976
70000,0.010,0.011,0.979
70500,0.040,0.000,0.960
71000,0.013,0.003,0.984
71500,0.031,0.003,0.966
72000,0.019,0.001,0.980
72500,0.010,0.047,0.943
73000,0.013,0.001,0.986
73500,0.034,0.020,0.946
74000,0.010,0.000,0.990
74500,0.047,0.001,0.952
75000,0.066,0.000,0.934
75500,0.035,0.000,0.965
76000,0.011,0.003,0.986
76500,0.035,0.001,0.964
77000,0.046,0.016,0.938
77500,0.010,0.001,0.989
78000,0.014,0.013,0.973
78500,0.010,0.001,0.989
79000,0.015,0.010,0.975
79500,0.051,0.001,0.948
80000,0.010,0.020,0.970
80500,0.011,0.006,0.983
81000,0.010,0.001,0.989
81500,0.010,0.011,0.979
82000,0.027,0.002,0.971
82500,0.035,0.032,0.933
83000,0.026,0.001,0.973
83500,0.014,0.028,0.958
84000,0.027,0.001,0.972
84500,0.032,0.001,0.967
85000,0.013,0.006,0.981
85500,0.031,0.014,0.955
86000,0.019,0.015,0.966
86500,0.010,0.027,0.963
87000,0.017,0.003,0.980
87500,0.024,0.006,0.970
88000,0.020,0.018,0.962
88500,0.040,0.000,0.960
89000,0.011,0.002,0.987
89500,0.020,0.036,0.944
90000,0.036,0.001,0.963
90500,0.011,0.006,0.983
91000,0.013,0.012,0.975
91500,0.016,0.000,0.984
92000,0.059,0.001,0.940
92500,0.024,0.002,0.974
93000,0.028,0.012,0.960
93500,0.014,0.032,0.954
94000,0.020,0.000,0.980
94500,0.030,0.000,0.970
