time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.936,0.037,0.106866
1000,0.031,0.823,0.147,0.252973
1500,0.031,0.615,0.355,0.397186
2000,0.055,0.440,0.505,0.394536
2500,0.067,0.300,0.633,0.360223
3000,0.080,0.183,0.737,0.293818
3500,0.083,0.122,0.795,0.236547
4000,0.076,0.101,0.823,0.217182
4500,0.107,0.113,0.780,0.261436
5000,0.131,0.092,0.777,0.282405
5500,0.119,0.080,0.801,0.241714
6000,0.135,0.098,0.768,0.271366
6500,0.110,0.144,0.746,0.303064
7000,0.089,0.095,0.817,0.214438
7500,0.122,0.092,0.786,0.269787
8000,0.125,0.067,0.807,0.234354
8500,0.147,0.049,0.804,0.242076
9000,0.131,0.061,0.807,0.245931
9500,0.107,0.067,0.826,0.229528
10000,0.086,0.101,0.813,0.244942
10500,0.098,0.083,0.820,0.245799
11000,0.104,0.131,0.765,0.290745
11500,0.110,0.089,0.801,0.239945
12000,0.113,0.095,0.792,0.263968
12500,0.131,0.064,0.804,0.248420
13000,0.104,0.101,0.795,0.253671
13500,0.122,0.086,0.792,0.274315
14000,0.135,0.061,0.804,0.265501
14500,0.101,0.064,0.835,0.238045
15000,0.122,0.116,0.761,0.297952
15500,0.113,0.107,0.780,0.273257
16000,0.086,0.116,0.798,0.247577
16500,0.092,0.122,0.786,0.284998
17000,0.107,0.101,0.792,0.266493
17500,0.116,0.089,0.795,0.273583
18000,0.061,0.131,0.807,0.259178
18500,0.080,0.147,0.774,0.285262
19000,0.061,0.141,0.798,0.249884
19500,0.076,0.141,0.783,0.265394
20000,0.107,0.156,0.737,0.325726
20500,0.125,0.116,0.758,0.292337
21000,0.171,0.067,0.761,0.276479
21500,0.165,0.073,0.761,0.292426
22000,0.144,0.080,0.777,0.290891
22500,0.122,0.064,0.813,0.240782
23000,0.104,0.080,0.817,0.231460
23500,0.141,0.080,0.780,0.294477
24000,0.131,0.080,0.789,0.274402
24500,0.122,0.083,0.795,0.275802
25000,0.107,0.067,0.826,0.239736
25500,0.128,0.095,0.777,0.275681
26000,0.107,0.095,0.798,0.261022
26500,0.086,0.098,0.817,0.228224
27000,0.128,0.098,0.774,0.299688
27500,0.101,0.107,0.792,0.285387
28000,0.110,0.095,0.795,0.260030
28500,0.122,0.098,0.780,0.281109
29000,0.122,0.104,0.774,0.303953
29500,0.116,0.080,0.804,0.255273
30000,0.144,0.070,0.786,0.291093
30500,0.092,0.058,0.850,0.215273
31000,0.083,0.119,0.798,0.261204
31500,0.086,0.101,0.813,0.241919
32000,0.107,0.092,0.801,0.257300
32500,0.116,0.064,0.820,0.241124
33000,0.122,0.086,0.792,0.287100
33500,0.122,0.070,0.807,0.276671
34000,0.135,0.067,0.798,0.273450
34500,0.113,0.076,0.810,0.247387
35000,0.122,0.049,0.829,0.237327
35500,0.141,0.070,0.789,0.261835
36000,0.141,0.080,0.780,0.277490
36500,0.080,0.089,0.832,0.207959
37000,0.131,0.067,0.801,0.259342
37500,0.125,0.067,0.807,0.255869
38000,0.131,0.080,0.789,0.267713
38500,0.107,0.080,0.813,0.231527
39000,0.131,0.064,0.804,0.258868
39500,0.116,0.070,0.813,0.269045
40000,0.128,0.040,0.832,0.225410
40500,0.165,0.076,0.758,0.299695
41000,0.128,0.104,0.768,0.288486
41500,0.125,0.107,0.768,0.304057
42000,0.095,0.086,0.820,0.248223
42500,0.125,0.110,0.765,0.300106
43000,0.113,0.113,0.774,0.291460
43500,0.107,0.122,0.771,0.293047
44000,0.131,0.107,0.761,0.297885
44500,0.107,0.092,0.801,0.250794
45000,0.107,0.144,0.749,0.317916
45500,0.086,0.122,0.792,0.270197
46000,0.089,0.098,0.813,0.250994
