time,n_A+p,n_B,n_AB
500,0.030,0.333,0.637
1000,0.030,0.221,0.749
1500,0.030,0.231,0.739
2000,0.030,0.283,0.687
2500,0.030,0.561,0.409
3000,0.030,0.403,0.567
3500,0.030,0.134,0.836
4000,0.030,0.257,0.713
4500,0.030,0.222,0.748
5000,0.030,0.211,0.759
5500,0.030,0.296,0.674
6000,0.030,0.455,0.515
6500,0.030,0.322,0.648
7000,0.030,0.417,0.553
7500,0.030,0.279,0.691
8000,0.030,0.191,0.779
8500,0.030,0.229,0.741
9000,0.030,0.232,0.738
9500,0.030,0.199,0.771
10000,0.030,0.268,0.702
10500,0.030,0.139,0.831
11000,0.030,0.342,0.628
11500,0.511,0.001,0.488
12000,0.962,0.000,0.038
12500,1.000,0.000,0.000
