time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.928,0.042,0.115903
1000,0.035,0.854,0.112,0.235790
1500,0.040,0.710,0.251,0.364457
2000,0.052,0.543,0.404,0.402037
2500,0.069,0.447,0.484,0.392704
3000,0.067,0.340,0.593,0.332849
3500,0.077,0.300,0.623,0.341466
4000,0.084,0.248,0.667,0.309012
4500,0.107,0.221,0.672,0.338744
5000,0.092,0.191,0.717,0.297111
5500,0.077,0.176,0.747,0.268632
6000,0.089,0.169,0.742,0.271885
6500,0.099,0.136,0.764,0.290560
7000,0.141,0.122,0.737,0.292201
7500,0.119,0.119,0.762,0.267364
8000,0.122,0.179,0.700,0.324273
8500,0.089,0.164,0.747,0.265820
9000,0.104,0.149,0.747,0.264152
9500,0.117,0.109,0.774,0.253969
10000,0.117,0.112,0.772,0.269329
10500,0.139,0.077,0.784,0.247195
11000,0.127,0.104,0.769,0.290474
11500,0.107,0.094,0.799,0.259626
12000,0.084,0.087,0.829,0.227522
12500,0.124,0.094,0.782,0.284144
13000,0.124,0.074,0.801,0.251204
13500,0.122,0.082,0.797,0.268078
14000,0.166,0.065,0.769,0.293925
14500,0.124,0.079,0.797,0.264807
15000,0.109,0.074,0.816,0.241377
15500,0.122,0.094,0.784,0.280010
16000,0.112,0.107,0.782,0.281452
16500,0.141,0.074,0.784,0.300572
17000,0.144,0.067,0.789,0.266433
17500,0.156,0.079,0.764,0.318169
18000,0.146,0.109,0.744,0.314769
18500,0.136,0.099,0.764,0.276607
19000,0.117,0.109,0.774,0.264081
19500,0.092,0.136,0.772,0.270406
20000,0.119,0.119,0.762,0.289938
20500,0.099,0.129,0.772,0.248767
21000,0.104,0.097,0.799,0.223376
21500,0.119,0.107,0.774,0.269464
22000,0.087,0.109,0.804,0.208759
22500,0.112,0.127,0.762,0.285166
23000,0.122,0.124,0.754,0.301774
23500,0.156,0.112,0.732,0.328131
24000,0.119,0.099,0.782,0.278197
24500,0.107,0.099,0.794,0.269297
25000,0.129,0.104,0.767,0.296563
25500,0.151,0.092,0.757,0.288723
26000,0.119,0.084,0.797,0.239243
26500,0.141,0.094,0.764,0.283775
27000,0.122,0.077,0.801,0.245316
27500,0.119,0.109,0.772,0.287841
28000,0.124,0.092,0.784,0.273988
28500,0.169,0.087,0.744,0.312691
29000,0.186,0.079,0.734,0.316996
29500,0.189,0.099,0.712,0.335428
30000,0.156,0.094,0.749,0.302840
30500,0.169,0.082,0.749,0.296352
31000,0.144,0.082,0.774,0.281293
31500,0.132,0.084,0.784,0.286533
32000,0.127,0.102,0.772,0.285999
32500,0.134,0.089,0.777,0.304436
33000,0.112,0.087,0.801,0.254569
33500,0.129,0.119,0.752,0.295663
34000,0.136,0.092,0.772,0.252050
34500,0.114,0.094,0.792,0.284352
35000,0.102,0.074,0.824,0.235646
35500,0.164,0.077,0.759,0.309637
36000,0.154,0.069,0.777,0.299890
36500,0.129,0.102,0.769,0.308348
37000,0.127,0.089,0.784,0.301685
37500,0.129,0.107,0.764,0.294782
38000,0.114,0.099,0.787,0.266917
38500,0.119,0.084,0.797,0.259818
39000,0.124,0.094,0.782,0.290876
39500,0.122,0.092,0.787,0.268343
40000,0.122,0.099,0.779,0.284953
40500,0.127,0.092,0.782,0.296366
41000,0.122,0.077,0.801,0.253834
41500,0.117,0.092,0.792,0.254018
42000,0.107,0.089,0.804,0.232159
42500,0.112,0.117,0.772,0.292628
43000,0.132,0.094,0.774,0.297994
43500,0.119,0.079,0.801,0.257877
44000,0.129,0.104,0.767,0.308587
44500,0.099,0.092,0.809,0.226617
45000,0.117,0.102,0.782,0.281934
45500,0.107,0.107,0.787,0.262623
46000,0.114,0.099,0.787,0.260307
46500,0.094,0.114,0.792,0.274300
47000,0.117,0.139,0.744,0.314838
47500,0.124,0.122,0.754,0.312503
48000,0.122,0.117,0.762,0.310695
48500,0.127,0.102,0.772,0.283659
49000,0.122,0.107,0.772,0.291465
49500,0.146,0.087,0.767,0.305728
50000,0.141,0.141,0.717,0.341770
50500,0.159,0.097,0.744,0.326217
51000,0.151,0.065,0.784,0.271295
51500,0.139,0.055,0.806,0.259513
52000,0.124,0.060,0.816,0.232434
52500,0.136,0.092,0.772,0.274870
53000,0.129,0.112,0.759,0.292066
53500,0.174,0.069,0.757,0.288815
54000,0.171,0.060,0.769,0.275159
54500,0.186,0.084,0.730,0.311445
55000,0.154,0.072,0.774,0.259660
55500,0.154,0.057,0.789,0.248239
56000,0.136,0.069,0.794,0.253902
56500,0.141,0.072,0.787,0.277022
57000,0.159,0.084,0.757,0.291597
57500,0.124,0.114,0.762,0.302686
58000,0.139,0.109,0.752,0.326577
58500,0.146,0.084,0.769,0.278981
59000,0.139,0.092,0.769,0.289117
59500,0.154,0.089,0.757,0.301101
60000,0.102,0.082,0.816,0.239149
60500,0.129,0.102,0.769,0.279246
