time,n_A+p,n_B,n_AB
100,0.030,0.966,0.004
200,0.030,0.963,0.007
300,0.030,0.959,0.011
400,0.030,0.952,0.018
500,0.030,0.950,0.020
600,0.030,0.945,0.025
700,0.030,0.942,0.028
800,0.030,0.937,0.033
900,0.030,0.926,0.044
1000,0.035,0.919,0.046
1100,0.032,0.910,0.058
1200,0.032,0.908,0.060
1300,0.032,0.910,0.058
1400,0.032,0.903,0.065
1500,0.032,0.904,0.064
1600,0.034,0.910,0.056
1700,0.033,0.905,0.062
1800,0.033,0.902,0.065
1900,0.032,0.901,0.067
2000,0.032,0.900,0.068
2100,0.036,0.898,0.066
2200,0.034,0.890,0.076
2300,0.034,0.882,0.084
2400,0.034,0.878,0.088
2500,0.033,0.869,0.098
2600,0.032,0.864,0.104
2700,0.031,0.862,0.107
2800,0.032,0.857,0.111
2900,0.031,0.841,0.128
3000,0.031,0.838,0.131
3100,0.031,0.838,0.131
3200,0.031,0.829,0.140
3300,0.033,0.822,0.145
3400,0.035,0.822,0.143
3500,0.033,0.811,0.156
3600,0.032,0.815,0.153
3700,0.034,0.809,0.157
3800,0.036,0.804,0.160
3900,0.035,0.796,0.169
4000,0.034,0.796,0.170
4100,0.036,0.790,0.174
4200,0.037,0.787,0.176
4300,0.037,0.785,0.178
4400,0.037,0.776,0.187
4500,0.035,0.778,0.187
4600,0.034,0.779,0.187
4700,0.036,0.776,0.188
4800,0.042,0.778,0.180
4900,0.043,0.766,0.191
5000,0.043,0.765,0.192
5100,0.043,0.762,0.195
5200,0.042,0.763,0.195
5300,0.045,0.756,0.199
5400,0.047,0.753,0.200
5500,0.048,0.748,0.204
5600,0.049,0.742,0.209
5700,0.054,0.730,0.216
5800,0.054,0.733,0.213
5900,0.057,0.725,0.218
6000,0.055,0.719,0.226
6100,0.060,0.713,0.227
6200,0.057,0.706,0.237
6300,0.060,0.705,0.235
6400,0.054,0.705,0.241
6500,0.057,0.695,0.248
6600,0.065,0.694,0.241
