time,n_A+p,n_B,n_AB
0,0.029,0.971,0.000
500,0.037,0.950,0.012
1000,0.033,0.909,0.058
1500,0.029,0.905,0.066
2000,0.029,0.901,0.070
2500,0.029,0.913,0.058
3000,0.041,0.847,0.112
3500,0.029,0.901,0.070
4000,0.029,0.934,0.037
4500,0.029,0.868,0.103
5000,0.029,0.901,0.070
5500,0.029,0.897,0.074
6000,0.029,0.893,0.079
6500,0.033,0.897,0.070
7000,0.029,0.917,0.054
7500,0.029,0.926,0.045
8000,0.029,0.905,0.066
8500,0.029,0.913,0.058
9000,0.029,0.888,0.083
9500,0.029,0.921,0.050
10000,0.029,0.905,0.066
10500,0.029,0.884,0.087
11000,0.029,0.880,0.091
11500,0.033,0.876,0.091
12000,0.029,0.905,0.066
12500,0.029,0.897,0.074
13000,0.029,0.839,0.132
13500,0.029,0.905,0.066
14000,0.037,0.884,0.079
14500,0.037,0.880,0.083
15000,0.029,0.893,0.079
15500,0.037,0.893,0.070
16000,0.029,0.880,0.091
16500,0.037,0.938,0.025
17000,0.029,0.917,0.054
17500,0.029,0.901,0.070
18000,0.029,0.921,0.050
18500,0.029,0.876,0.095
19000,0.029,0.930,0.041
19500,0.029,0.930,0.041
20000,0.033,0.826,0.140
20500,0.033,0.868,0.099
21000,0.033,0.876,0.091
21500,0.037,0.888,0.074
22000,0.033,0.930,0.037
22500,0.033,0.884,0.083
23000,0.037,0.876,0.087
23500,0.045,0.855,0.099
24000,0.037,0.860,0.103
24500,0.041,0.855,0.103
25000,0.037,0.876,0.087
25500,0.033,0.884,0.083
26000,0.029,0.905,0.066
26500,0.029,0.897,0.074
27000,0.029,0.868,0.103
27500,0.029,0.876,0.095
28000,0.029,0.909,0.062
28500,0.037,0.876,0.087
29000,0.033,0.860,0.107
29500,0.037,0.855,0.107
30000,0.029,0.880,0.091
30500,0.033,0.818,0.149
31000,0.029,0.893,0.079
31500,0.029,0.926,0.045
32000,0.033,0.880,0.087
32500,0.029,0.897,0.074
33000,0.029,0.888,0.083
33500,0.045,0.843,0.112
34000,0.033,0.913,0.054
34500,0.029,0.909,0.062
35000,0.029,0.888,0.083
35500,0.033,0.860,0.107
36000,0.029,0.843,0.128
36500,0.045,0.798,0.157
37000,0.045,0.764,0.190
37500,0.045,0.777,0.178
38000,0.050,0.793,0.157
38500,0.029,0.888,0.083
39000,0.029,0.884,0.087
39500,0.029,0.926,0.045
40000,0.029,0.934,0.037
40500,0.029,0.855,0.116
41000,0.029,0.884,0.087
41500,0.029,0.926,0.045
42000,0.029,0.893,0.079
42500,0.029,0.905,0.066
43000,0.029,0.921,0.050
43500,0.033,0.897,0.070
44000,0.029,0.921,0.050
44500,0.033,0.905,0.062
45000,0.041,0.888,0.070
45500,0.033,0.901,0.066
46000,0.029,0.901,0.070
46500,0.029,0.921,0.050
47000,0.029,0.917,0.054
47500,0.029,0.917,0.054
48000,0.029,0.901,0.070
48500,0.033,0.864,0.103
49000,0.033,0.868,0.099
49500,0.029,0.934,0.037
50000,0.029,0.942,0.029
50500,0.029,0.917,0.054
51000,0.029,0.921,0.050
51500,0.029,0.905,0.066
52000,0.029,0.884,0.087
52500,0.029,0.938,0.033
53000,0.033,0.876,0.091
53500,0.033,0.888,0.079
54000,0.058,0.798,0.145
54500,0.037,0.851,0.112
55000,0.029,0.868,0.103
55500,0.033,0.855,0.112
56000,0.033,0.888,0.079
56500,0.033,0.847,0.120
57000,0.037,0.884,0.079
57500,0.033,0.839,0.128
58000,0.041,0.860,0.099
58500,0.033,0.851,0.116
59000,0.029,0.884,0.087
59500,0.041,0.839,0.120
60000,0.033,0.884,0.083
60500,0.037,0.872,0.091
61000,0.033,0.843,0.124
61500,0.037,0.860,0.103
62000,0.041,0.909,0.050
62500,0.029,0.855,0.116
63000,0.037,0.822,0.140
63500,0.037,0.822,0.140
64000,0.033,0.864,0.103
64500,0.037,0.884,0.079
65000,0.029,0.880,0.091
65500,0.029,0.876,0.095
66000,0.033,0.901,0.066
66500,0.033,0.909,0.058
67000,0.029,0.876,0.095
67500,0.029,0.913,0.058
68000,0.029,0.926,0.045
68500,0.029,0.921,0.050
69000,0.033,0.913,0.054
69500,0.029,0.905,0.066
70000,0.029,0.897,0.074
70500,0.029,0.839,0.132
71000,0.029,0.872,0.099
71500,0.050,0.806,0.145
72000,0.050,0.789,0.161
72500,0.041,0.847,0.112
73000,0.033,0.868,0.099
73500,0.050,0.860,0.091
74000,0.029,0.872,0.099
74500,0.045,0.876,0.079
75000,0.041,0.868,0.091
75500,0.033,0.839,0.128
76000,0.041,0.818,0.140
76500,0.029,0.888,0.083
77000,0.037,0.860,0.103
77500,0.033,0.888,0.079
78000,0.045,0.843,0.112
78500,0.066,0.835,0.099
79000,0.029,0.868,0.103
79500,0.041,0.876,0.083
80000,0.029,0.942,0.029
80500,0.029,0.930,0.041
81000,0.029,0.938,0.033
81500,0.029,0.921,0.050
82000,0.029,0.926,0.045
82500,0.033,0.897,0.070
83000,0.041,0.789,0.169
83500,0.033,0.860,0.107
84000,0.029,0.913,0.058
84500,0.029,0.938,0.033
85000,0.029,0.938,0.033
85500,0.029,0.938,0.033
86000,0.033,0.905,0.062
86500,0.029,0.884,0.087
87000,0.029,0.926,0.045
87500,0.029,0.917,0.054
88000,0.033,0.884,0.083
88500,0.029,0.934,0.037
89000,0.029,0.930,0.041
89500,0.029,0.851,0.120
90000,0.041,0.868,0.091
90500,0.033,0.880,0.087
91000,0.029,0.893,0.079
91500,0.037,0.888,0.074
92000,0.037,0.901,0.062
92500,0.050,0.851,0.099
93000,0.033,0.810,0.157
93500,0.029,0.818,0.153
94000,0.033,0.822,0.145
94500,0.029,0.839,0.132
95000,0.033,0.913,0.054
95500,0.041,0.884,0.074
96000,0.045,0.880,0.074
96500,0.050,0.876,0.074
97000,0.045,0.893,0.062
97500,0.029,0.884,0.087
98000,0.029,0.909,0.062
98500,0.029,0.876,0.095
99000,0.029,0.884,0.087
99500,0.029,0.905,0.066
100000,0.033,0.884,0.083
100500,0.041,0.876,0.083
101000,0.033,0.876,0.091
101500,0.050,0.868,0.083
102000,0.037,0.872,0.091
102500,0.029,0.930,0.041
103000,0.029,0.917,0.054
103500,0.050,0.839,0.112
104000,0.041,0.835,0.124
104500,0.033,0.868,0.099
105000,0.029,0.855,0.116
105500,0.029,0.909,0.062
106000,0.037,0.868,0.095
106500,0.029,0.888,0.083
107000,0.033,0.855,0.112
107500,0.037,0.855,0.107
108000,0.033,0.930,0.037
108500,0.033,0.913,0.054
109000,0.033,0.876,0.091
109500,0.045,0.793,0.161
110000,0.033,0.777,0.190
110500,0.033,0.810,0.157
111000,0.033,0.798,0.169
111500,0.033,0.855,0.112
112000,0.033,0.893,0.074
112500,0.033,0.921,0.045
113000,0.029,0.938,0.033
113500,0.037,0.864,0.099
114000,0.037,0.876,0.087
114500,0.029,0.880,0.091
115000,0.029,0.884,0.087
115500,0.041,0.843,0.116
116000,0.041,0.802,0.157
116500,0.029,0.835,0.136
117000,0.050,0.872,0.079
117500,0.033,0.909,0.058
118000,0.029,0.930,0.041
118500,0.029,0.893,0.079
119000,0.033,0.843,0.124
119500,0.029,0.835,0.136
120000,0.029,0.888,0.083
120500,0.037,0.880,0.083
121000,0.033,0.913,0.054
121500,0.029,0.835,0.136
122000,0.037,0.860,0.103
122500,0.033,0.872,0.095
123000,0.029,0.847,0.124
123500,0.033,0.901,0.066
124000,0.033,0.876,0.091
124500,0.033,0.860,0.107
125000,0.029,0.913,0.058
125500,0.033,0.888,0.079
126000,0.037,0.893,0.070
126500,0.054,0.806,0.140
127000,0.037,0.814,0.149
127500,0.029,0.893,0.079
128000,0.029,0.930,0.041
128500,0.029,0.835,0.136
129000,0.029,0.851,0.120
129500,0.037,0.831,0.132
130000,0.033,0.831,0.136
130500,0.029,0.897,0.074
131000,0.033,0.880,0.087
131500,0.029,0.893,0.079
132000,0.029,0.930,0.041
132500,0.029,0.905,0.066
133000,0.029,0.893,0.079
133500,0.033,0.893,0.074
134000,0.037,0.831,0.132
134500,0.033,0.843,0.124
135000,0.037,0.864,0.099
135500,0.029,0.893,0.079
136000,0.029,0.872,0.099
136500,0.033,0.905,0.062
137000,0.033,0.913,0.054
137500,0.029,0.860,0.112
138000,0.033,0.888,0.079
138500,0.037,0.789,0.174
139000,0.037,0.876,0.087
139500,0.037,0.876,0.087
140000,0.045,0.860,0.095
140500,0.037,0.880,0.083
141000,0.045,0.789,0.165
141500,0.050,0.802,0.149
142000,0.029,0.872,0.099
142500,0.037,0.860,0.103
143000,0.050,0.847,0.103
143500,0.054,0.860,0.087
144000,0.033,0.884,0.083
144500,0.037,0.860,0.103
145000,0.033,0.831,0.136
145500,0.033,0.905,0.062
146000,0.037,0.897,0.066
146500,0.029,0.905,0.066
147000,0.033,0.926,0.041
147500,0.033,0.913,0.054
148000,0.033,0.921,0.045
148500,0.029,0.930,0.041
149000,0.029,0.893,0.079
149500,0.029,0.897,0.074
150000,0.029,0.921,0.050
150500,0.029,0.880,0.091
151000,0.037,0.826,0.136
151500,0.066,0.773,0.161
152000,0.058,0.806,0.136
152500,0.037,0.810,0.153
153000,0.033,0.818,0.149
153500,0.033,0.884,0.083
154000,0.033,0.884,0.083
154500,0.029,0.897,0.074
155000,0.029,0.839,0.132
155500,0.045,0.802,0.153
156000,0.045,0.831,0.124
156500,0.037,0.876,0.087
157000,0.029,0.888,0.083
157500,0.029,0.893,0.079
158000,0.029,0.860,0.112
158500,0.029,0.822,0.149
159000,0.041,0.789,0.169
159500,0.037,0.806,0.157
160000,0.037,0.909,0.054
160500,0.029,0.897,0.074
161000,0.029,0.893,0.079
161500,0.037,0.872,0.091
162000,0.029,0.897,0.074
162500,0.029,0.884,0.087
163000,0.029,0.909,0.062
163500,0.037,0.909,0.054
164000,0.037,0.860,0.103
164500,0.029,0.888,0.083
165000,0.037,0.843,0.120
165500,0.029,0.806,0.165
166000,0.033,0.888,0.079
166500,0.037,0.851,0.112
167000,0.029,0.893,0.079
167500,0.041,0.855,0.103
168000,0.054,0.851,0.095
168500,0.037,0.831,0.132
169000,0.029,0.921,0.050
169500,0.029,0.917,0.054
170000,0.033,0.930,0.037
