time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.960,0.010,0.054050
1000,0.030,0.935,0.035,0.097414
1500,0.032,0.943,0.025,0.069772
2000,0.035,0.943,0.022,0.077410
2500,0.035,0.926,0.040,0.091560
3000,0.032,0.933,0.035,0.085176
3500,0.035,0.943,0.022,0.067619
4000,0.035,0.950,0.015,0.058052
4500,0.035,0.948,0.017,0.059840
5000,0.037,0.945,0.017,0.072527
5500,0.035,0.955,0.010,0.049411
6000,0.037,0.935,0.027,0.087572
6500,0.035,0.943,0.022,0.071400
7000,0.032,0.943,0.025,0.063822
7500,0.032,0.940,0.027,0.085501
8000,0.032,0.943,0.025,0.066099
8500,0.030,0.960,0.010,0.043492
9000,0.035,0.945,0.020,0.083251
9500,0.030,0.953,0.017,0.056989
10000,0.030,0.953,0.017,0.055562
10500,0.032,0.953,0.015,0.051751
11000,0.032,0.938,0.030,0.076273
11500,0.030,0.933,0.037,0.084505
12000,0.030,0.950,0.020,0.063288
12500,0.030,0.940,0.030,0.088669
13000,0.030,0.943,0.027,0.068253
13500,0.030,0.950,0.020,0.066687
14000,0.032,0.935,0.032,0.101679
14500,0.032,0.935,0.032,0.073749
15000,0.030,0.935,0.035,0.087228
15500,0.052,0.921,0.027,0.099474
16000,0.035,0.931,0.035,0.088520
16500,0.037,0.935,0.027,0.098242
17000,0.032,0.913,0.055,0.112923
17500,0.030,0.950,0.020,0.054314
18000,0.035,0.935,0.030,0.080684
18500,0.032,0.913,0.055,0.124502
19000,0.030,0.933,0.037,0.082624
19500,0.030,0.940,0.030,0.081386
20000,0.032,0.938,0.030,0.083857
20500,0.035,0.921,0.045,0.114206
21000,0.032,0.955,0.012,0.048794
21500,0.035,0.931,0.035,0.099788
22000,0.045,0.935,0.020,0.092128
22500,0.032,0.948,0.020,0.090049
23000,0.030,0.953,0.017,0.065522
23500,0.047,0.928,0.025,0.089267
24000,0.037,0.933,0.030,0.069246
24500,0.062,0.864,0.074,0.205536
25000,0.040,0.918,0.042,0.098794
25500,0.040,0.926,0.035,0.101647
26000,0.045,0.918,0.037,0.115437
26500,0.040,0.938,0.022,0.072635
27000,0.042,0.908,0.050,0.135619
27500,0.035,0.931,0.035,0.102694
28000,0.030,0.965,0.005,0.049666
28500,0.030,0.968,0.002,0.034170
29000,0.030,0.948,0.022,0.067829
29500,0.032,0.938,0.030,0.075277
30000,0.032,0.953,0.015,0.051372
30500,0.030,0.955,0.015,0.061301
31000,0.042,0.945,0.012,0.057400
31500,0.035,0.953,0.012,0.047871
32000,0.037,0.948,0.015,0.063097
32500,0.032,0.945,0.022,0.062495
33000,0.037,0.950,0.012,0.069306
33500,0.037,0.931,0.032,0.108424
34000,0.032,0.950,0.017,0.060779
34500,0.032,0.950,0.017,0.066182
35000,0.032,0.935,0.032,0.082301
35500,0.035,0.948,0.017,0.053186
36000,0.035,0.940,0.025,0.067538
36500,0.030,0.933,0.037,0.081157
37000,0.037,0.928,0.035,0.108103
37500,0.040,0.933,0.027,0.107531
38000,0.035,0.940,0.025,0.085594
38500,0.032,0.950,0.017,0.064266
39000,0.030,0.950,0.020,0.065394
39500,0.035,0.933,0.032,0.092746
40000,0.040,0.928,0.032,0.101361
40500,0.030,0.943,0.027,0.078772
41000,0.037,0.938,0.025,0.086056
41500,0.035,0.945,0.020,0.076425
42000,0.032,0.945,0.022,0.081653
42500,0.030,0.935,0.035,0.098896
43000,0.032,0.953,0.015,0.058657
43500,0.037,0.931,0.032,0.113102
44000,0.035,0.935,0.030,0.075567
44500,0.032,0.948,0.020,0.064139
45000,0.030,0.955,0.015,0.057159
45500,0.030,0.963,0.007,0.046980
46000,0.030,0.955,0.015,0.061324
46500,0.032,0.945,0.022,0.072143
47000,0.037,0.933,0.030,0.096265
47500,0.030,0.943,0.027,0.070802
48000,0.030,0.948,0.022,0.065055
48500,0.030,0.940,0.030,0.079190
49000,0.030,0.950,0.020,0.067335
49500,0.037,0.935,0.027,0.088106
50000,0.035,0.931,0.035,0.085510
50500,0.030,0.945,0.025,0.062668
51000,0.032,0.950,0.017,0.058989
51500,0.035,0.950,0.015,0.067660
52000,0.032,0.948,0.020,0.076692
52500,0.035,0.931,0.035,0.099223
53000,0.045,0.935,0.020,0.075299
53500,0.045,0.901,0.055,0.118881
54000,0.040,0.921,0.040,0.093033
54500,0.030,0.943,0.027,0.073257
55000,0.030,0.938,0.032,0.084046
55500,0.030,0.948,0.022,0.053965
56000,0.032,0.943,0.025,0.072160
56500,0.032,0.953,0.015,0.059672
57000,0.030,0.953,0.017,0.061115
57500,0.035,0.945,0.020,0.061616
58000,0.032,0.945,0.022,0.060019
58500,0.030,0.923,0.047,0.103335
59000,0.035,0.935,0.030,0.084358
59500,0.032,0.945,0.022,0.065048
60000,0.035,0.935,0.030,0.091859
60500,0.030,0.940,0.030,0.068063
61000,0.037,0.928,0.035,0.086167
61500,0.032,0.933,0.035,0.094527
62000,0.030,0.953,0.017,0.047554
62500,0.030,0.943,0.027,0.062321
63000,0.030,0.935,0.035,0.092904
63500,0.032,0.943,0.025,0.061369
64000,0.032,0.948,0.020,0.058172
64500,0.047,0.923,0.030,0.105038
65000,0.030,0.926,0.045,0.098227
65500,0.045,0.898,0.057,0.116649
66000,0.040,0.881,0.079,0.148008
66500,0.040,0.928,0.032,0.080334
67000,0.032,0.938,0.030,0.076968
67500,0.030,0.940,0.030,0.055466
68000,0.032,0.945,0.022,0.071829
68500,0.030,0.935,0.035,0.084755
69000,0.030,0.945,0.025,0.067737
