time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.955,0.015,0.060301
1000,0.030,0.935,0.035,0.094137
1500,0.035,0.896,0.069,0.163736
2000,0.035,0.903,0.062,0.119742
2500,0.042,0.903,0.055,0.107288
3000,0.040,0.859,0.102,0.199991
3500,0.042,0.871,0.087,0.159120
4000,0.037,0.901,0.062,0.119192
4500,0.040,0.868,0.092,0.164100
5000,0.040,0.859,0.102,0.186992
5500,0.047,0.846,0.107,0.200476
6000,0.050,0.834,0.117,0.218832
6500,0.047,0.841,0.112,0.194190
7000,0.055,0.811,0.134,0.258464
7500,0.052,0.854,0.094,0.197987
8000,0.045,0.859,0.097,0.194864
8500,0.047,0.816,0.136,0.258969
9000,0.052,0.814,0.134,0.247760
9500,0.042,0.854,0.104,0.175681
10000,0.042,0.864,0.094,0.161058
10500,0.030,0.886,0.084,0.140876
11000,0.050,0.878,0.072,0.181006
11500,0.055,0.868,0.077,0.189590
12000,0.042,0.888,0.069,0.157298
12500,0.040,0.878,0.082,0.178626
13000,0.037,0.871,0.092,0.158747
13500,0.055,0.854,0.092,0.181889
14000,0.047,0.873,0.079,0.129456
14500,0.042,0.878,0.079,0.162050
15000,0.042,0.859,0.099,0.177248
15500,0.040,0.868,0.092,0.171976
16000,0.047,0.866,0.087,0.193223
16500,0.062,0.824,0.114,0.256023
17000,0.042,0.816,0.141,0.219172
17500,0.057,0.824,0.119,0.234122
18000,0.050,0.846,0.104,0.183993
18500,0.045,0.821,0.134,0.214529
19000,0.052,0.846,0.102,0.180040
19500,0.050,0.839,0.112,0.190565
20000,0.055,0.849,0.097,0.214094
20500,0.037,0.881,0.082,0.127157
21000,0.045,0.868,0.087,0.171922
21500,0.050,0.856,0.094,0.199163
22000,0.045,0.876,0.079,0.153305
22500,0.037,0.888,0.074,0.131121
23000,0.035,0.868,0.097,0.185665
23500,0.042,0.856,0.102,0.196314
24000,0.035,0.866,0.099,0.183106
24500,0.032,0.896,0.072,0.138320
25000,0.060,0.876,0.065,0.161050
25500,0.067,0.814,0.119,0.272329
26000,0.057,0.846,0.097,0.197468
26500,0.067,0.834,0.099,0.206720
27000,0.040,0.873,0.087,0.157516
27500,0.040,0.868,0.092,0.191853
28000,0.047,0.816,0.136,0.264183
28500,0.042,0.873,0.084,0.165446
29000,0.035,0.898,0.067,0.113401
29500,0.047,0.916,0.037,0.098906
30000,0.037,0.913,0.050,0.102466
30500,0.037,0.923,0.040,0.081936
31000,0.047,0.868,0.084,0.191917
31500,0.045,0.859,0.097,0.203821
32000,0.045,0.846,0.109,0.219468
32500,0.030,0.868,0.102,0.177494
33000,0.035,0.859,0.107,0.202903
33500,0.032,0.926,0.042,0.101797
34000,0.037,0.911,0.052,0.103095
34500,0.035,0.903,0.062,0.138965
35000,0.035,0.864,0.102,0.176505
35500,0.052,0.841,0.107,0.215542
36000,0.057,0.804,0.139,0.257348
36500,0.055,0.836,0.109,0.194544
37000,0.055,0.826,0.119,0.229784
37500,0.047,0.846,0.107,0.211341
38000,0.042,0.846,0.112,0.198915
38500,0.037,0.871,0.092,0.175050
39000,0.032,0.918,0.050,0.105259
39500,0.032,0.903,0.065,0.112429
40000,0.030,0.916,0.055,0.107484
40500,0.030,0.926,0.045,0.082776
41000,0.030,0.928,0.042,0.083061
41500,0.035,0.913,0.052,0.121769
42000,0.042,0.856,0.102,0.203267
42500,0.057,0.829,0.114,0.252989
43000,0.050,0.844,0.107,0.197327
43500,0.057,0.819,0.124,0.211260
