time,n_A+p,n_B,n_AB
100,0.030,0.969,0.001
200,0.030,0.968,0.002
300,0.030,0.965,0.005
400,0.030,0.964,0.006
500,0.030,0.958,0.012
600,0.030,0.956,0.014
700,0.030,0.947,0.023
800,0.030,0.946,0.025
900,0.030,0.942,0.029
1000,0.030,0.942,0.029
1100,0.030,0.910,0.060
1200,0.030,0.901,0.069
1300,0.030,0.900,0.070
1400,0.030,0.893,0.078
1500,0.034,0.883,0.084
1600,0.032,0.875,0.093
1700,0.031,0.870,0.099
1800,0.031,0.865,0.104
1900,0.031,0.856,0.113
2000,0.037,0.842,0.122
2100,0.036,0.830,0.134
2200,0.036,0.821,0.143
2300,0.034,0.811,0.155
2400,0.037,0.797,0.166
2500,0.040,0.781,0.179
2600,0.039,0.769,0.192
2700,0.042,0.755,0.203
2800,0.041,0.754,0.205
2900,0.040,0.748,0.212
3000,0.042,0.746,0.212
3100,0.039,0.720,0.241
3200,0.041,0.687,0.272
3300,0.046,0.689,0.265
3400,0.046,0.680,0.274
3500,0.047,0.670,0.283
3600,0.050,0.670,0.280
3700,0.049,0.673,0.278
3800,0.052,0.666,0.282
3900,0.051,0.650,0.299
4000,0.049,0.661,0.290
4100,0.044,0.649,0.307
4200,0.043,0.639,0.318
4300,0.044,0.641,0.315
4400,0.043,0.635,0.322
4500,0.054,0.624,0.322
4600,0.053,0.612,0.335
4700,0.053,0.604,0.343
4800,0.054,0.597,0.349
4900,0.055,0.589,0.355
5000,0.054,0.579,0.367
5100,0.059,0.568,0.373
5200,0.059,0.564,0.377
5300,0.060,0.560,0.380
5400,0.057,0.556,0.387
5500,0.061,0.551,0.388
5600,0.066,0.553,0.381
5700,0.074,0.553,0.374
5800,0.070,0.533,0.396
5900,0.066,0.527,0.407
6000,0.060,0.516,0.424
6100,0.063,0.509,0.428
6200,0.075,0.508,0.418
6300,0.078,0.508,0.415
6400,0.091,0.497,0.412
6500,0.088,0.495,0.417
6600,0.088,0.480,0.432
6700,0.083,0.483,0.434
6800,0.082,0.479,0.439
6900,0.077,0.482,0.441
7000,0.076,0.479,0.445
7100,0.088,0.482,0.430
7200,0.083,0.475,0.442
7300,0.081,0.470,0.449
7400,0.081,0.460,0.460
7500,0.080,0.465,0.456
7600,0.082,0.464,0.455
7700,0.084,0.461,0.456
7800,0.079,0.449,0.472
7900,0.074,0.443,0.483
8000,0.079,0.436,0.485
8100,0.078,0.440,0.482
8200,0.077,0.440,0.483
8300,0.081,0.433,0.486
8400,0.083,0.442,0.475
8500,0.088,0.444,0.468
8600,0.087,0.437,0.476
8700,0.079,0.423,0.498
8800,0.078,0.421,0.502
8900,0.075,0.418,0.508
9000,0.072,0.414,0.515
9100,0.070,0.415,0.515
9200,0.072,0.418,0.511
9300,0.082,0.421,0.497
9400,0.089,0.418,0.493
9500,0.088,0.419,0.493
9600,0.082,0.414,0.505
9700,0.089,0.403,0.508
9800,0.085,0.394,0.521
9900,0.087,0.395,0.518
10000,0.089,0.390,0.521
10100,0.084,0.385,0.531
10200,0.083,0.395,0.522
10300,0.079,0.392,0.529
10400,0.080,0.391,0.529
10500,0.077,0.388,0.535
10600,0.082,0.384,0.534
10700,0.079,0.380,0.541
10800,0.079,0.378,0.543
10900,0.077,0.376,0.547
11000,0.079,0.376,0.545
11100,0.090,0.376,0.534
11200,0.094,0.377,0.529
11300,0.087,0.375,0.538
11400,0.084,0.371,0.545
11500,0.088,0.369,0.543
11600,0.084,0.370,0.546
11700,0.086,0.376,0.538
11800,0.086,0.380,0.534
11900,0.084,0.385,0.531
12000,0.091,0.381,0.528
12100,0.085,0.373,0.542
12200,0.079,0.371,0.551
12300,0.087,0.366,0.547
12400,0.087,0.365,0.549
12500,0.089,0.362,0.550
12600,0.089,0.363,0.549
12700,0.089,0.369,0.542
12800,0.089,0.369,0.542
12900,0.097,0.364,0.539
13000,0.099,0.360,0.541
13100,0.095,0.351,0.554
13200,0.091,0.354,0.555
13300,0.086,0.356,0.558
13400,0.080,0.352,0.568
13500,0.074,0.344,0.582
13600,0.080,0.346,0.574
13700,0.083,0.342,0.575
13800,0.084,0.347,0.569
13900,0.087,0.355,0.558
14000,0.084,0.355,0.561
14100,0.081,0.360,0.560
14200,0.087,0.361,0.553
14300,0.082,0.351,0.567
14400,0.084,0.355,0.561
14500,0.081,0.356,0.563
14600,0.082,0.355,0.563
14700,0.078,0.355,0.567
14800,0.084,0.351,0.565
14900,0.084,0.358,0.559
15000,0.083,0.351,0.566
15100,0.084,0.348,0.568
15200,0.087,0.350,0.563
15300,0.089,0.351,0.560
15400,0.088,0.344,0.568
15500,0.092,0.338,0.570
15600,0.089,0.335,0.576
15700,0.094,0.331,0.575
15800,0.085,0.339,0.576
15900,0.088,0.342,0.570
16000,0.087,0.341,0.572
16100,0.087,0.340,0.573
16200,0.097,0.334,0.569
16300,0.093,0.339,0.568
16400,0.091,0.336,0.573
16500,0.089,0.338,0.573
16600,0.094,0.347,0.559
16700,0.092,0.349,0.559
16800,0.091,0.351,0.558
16900,0.101,0.347,0.552
17000,0.094,0.342,0.564
17100,0.096,0.342,0.562
17200,0.095,0.349,0.556
17300,0.101,0.349,0.550
17400,0.104,0.337,0.559
17500,0.093,0.340,0.567
17600,0.096,0.334,0.570
17700,0.089,0.343,0.568
17800,0.092,0.345,0.563
17900,0.094,0.343,0.563
18000,0.094,0.335,0.571
18100,0.094,0.330,0.576
18200,0.095,0.328,0.577
18300,0.092,0.328,0.580
18400,0.090,0.324,0.586
18500,0.088,0.318,0.594
18600,0.087,0.315,0.599
18700,0.088,0.319,0.593
18800,0.086,0.304,0.610
