time,n_A+p,n_B,n_AB
1000,0.030,0.942,0.028
2000,0.031,0.897,0.072
3000,0.037,0.851,0.112
4000,0.033,0.787,0.180
5000,0.036,0.719,0.245
6000,0.042,0.632,0.326
7000,0.048,0.574,0.378
8000,0.055,0.510,0.435
9000,0.081,0.479,0.440
10000,0.071,0.443,0.486
11000,0.084,0.419,0.497
12000,0.110,0.378,0.512
13000,0.110,0.350,0.540
14000,0.112,0.339,0.549
15000,0.134,0.302,0.564
16000,0.153,0.294,0.553
17000,0.156,0.277,0.567
18000,0.161,0.261,0.578
19000,0.183,0.229,0.588
20000,0.186,0.190,0.624
21000,0.191,0.170,0.639
22000,0.191,0.168,0.641
23000,0.225,0.162,0.613
24000,0.240,0.159,0.601
25000,0.232,0.180,0.588
26000,0.216,0.174,0.610
27000,0.215,0.161,0.624
28000,0.226,0.169,0.605
29000,0.244,0.170,0.586
30000,0.239,0.168,0.593
31000,0.248,0.169,0.583
32000,0.242,0.178,0.580
33000,0.226,0.164,0.610
34000,0.235,0.164,0.601
35000,0.269,0.166,0.565
36000,0.242,0.162,0.596
37000,0.228,0.153,0.619
38000,0.222,0.169,0.609
39000,0.235,0.183,0.582
40000,0.217,0.191,0.592
41000,0.222,0.196,0.582
42000,0.228,0.189,0.583
43000,0.250,0.195,0.555
44000,0.219,0.191,0.590
45000,0.235,0.189,0.576
46000,0.233,0.187,0.580
47000,0.235,0.174,0.591
48000,0.238,0.153,0.609
49000,0.245,0.162,0.593
50000,0.237,0.180,0.583
51000,0.243,0.175,0.582
52000,0.227,0.160,0.613
53000,0.214,0.171,0.615
54000,0.201,0.179,0.620
55000,0.234,0.180,0.586
56000,0.223,0.162,0.615
57000,0.211,0.153,0.636
58000,0.233,0.172,0.595
59000,0.256,0.158,0.586
60000,0.256,0.161,0.583
61000,0.244,0.156,0.600
62000,0.244,0.146,0.610
63000,0.250,0.157,0.593
64000,0.237,0.144,0.619
65000,0.235,0.175,0.590
66000,0.234,0.172,0.594
67000,0.232,0.177,0.591
68000,0.224,0.173,0.603
69000,0.228,0.148,0.624
70000,0.225,0.129,0.646
71000,0.222,0.157,0.621
72000,0.256,0.118,0.626
73000,0.263,0.125,0.612
74000,0.280,0.124,0.596
75000,0.274,0.124,0.602
76000,0.262,0.146,0.592
77000,0.264,0.123,0.613
78000,0.282,0.126,0.592
79000,0.285,0.126,0.589
80000,0.271,0.139,0.590
81000,0.257,0.160,0.583
82000,0.253,0.167,0.580
83000,0.281,0.173,0.546
84000,0.276,0.174,0.550
85000,0.261,0.145,0.594
86000,0.243,0.133,0.624
87000,0.259,0.136,0.605
88000,0.260,0.152,0.588
89000,0.277,0.178,0.545
90000,0.297,0.170,0.533
91000,0.271,0.161,0.568
92000,0.280,0.159,0.561
93000,0.284,0.162,0.554
94000,0.273,0.153,0.574
95000,0.257,0.144,0.599
96000,0.259,0.147,0.594
97000,0.249,0.160,0.591
98000,0.242,0.168,0.590
99000,0.230,0.149,0.621
100000,0.244,0.174,0.582
101000,0.248,0.187,0.565
102000,0.241,0.184,0.575
103000,0.254,0.195,0.551
104000,0.246,0.164,0.590
105000,0.239,0.152,0.609
106000,0.232,0.149,0.619
107000,0.245,0.158,0.597
108000,0.243,0.171,0.586
109000,0.231,0.172,0.597
110000,0.218,0.177,0.605
111000,0.227,0.185,0.588
112000,0.227,0.178,0.595
113000,0.209,0.191,0.600
114000,0.203,0.182,0.615
115000,0.216,0.188,0.596
116000,0.197,0.199,0.604
117000,0.186,0.223,0.591
118000,0.197,0.208,0.595
119000,0.231,0.184,0.585
120000,0.235,0.188,0.577
121000,0.232,0.174,0.594
122000,0.240,0.193,0.567
123000,0.233,0.160,0.607
124000,0.240,0.157,0.603
125000,0.282,0.142,0.576
126000,0.298,0.139,0.563
127000,0.289,0.137,0.574
128000,0.282,0.137,0.581
129000,0.273,0.154,0.573
130000,0.249,0.150,0.601
131000,0.268,0.154,0.578
132000,0.250,0.145,0.605
133000,0.272,0.145,0.583
134000,0.273,0.152,0.575
135000,0.293,0.122,0.585
136000,0.297,0.117,0.586
137000,0.306,0.129,0.565
138000,0.293,0.140,0.567
139000,0.293,0.135,0.572
140000,0.274,0.137,0.589
141000,0.257,0.131,0.612
142000,0.275,0.128,0.597
143000,0.253,0.121,0.626
144000,0.255,0.129,0.616
145000,0.271,0.137,0.592
146000,0.277,0.133,0.590
147000,0.276,0.136,0.588
148000,0.275,0.129,0.596
149000,0.277,0.148,0.575
150000,0.275,0.143,0.582
151000,0.276,0.148,0.576
152000,0.273,0.163,0.564
153000,0.289,0.143,0.568
154000,0.309,0.149,0.542
155000,0.297,0.136,0.567
156000,0.289,0.126,0.585
157000,0.261,0.129,0.610
158000,0.265,0.127,0.608
159000,0.238,0.148,0.614
160000,0.227,0.148,0.625
161000,0.250,0.152,0.598
162000,0.286,0.142,0.572
163000,0.290,0.142,0.568
164000,0.258,0.144,0.598
165000,0.251,0.144,0.605
166000,0.248,0.158,0.594
167000,0.242,0.169,0.589
168000,0.247,0.157,0.596
169000,0.260,0.140,0.600
170000,0.248,0.139,0.613
171000,0.256,0.118,0.626
172000,0.258,0.138,0.604
173000,0.247,0.161,0.592
174000,0.253,0.176,0.571
175000,0.262,0.179,0.559
176000,0.241,0.161,0.598
177000,0.269,0.153,0.578
178000,0.252,0.153,0.595
179000,0.232,0.156,0.612
180000,0.229,0.155,0.616
181000,0.252,0.150,0.598
182000,0.255,0.182,0.563
183000,0.243,0.175,0.582
184000,0.249,0.182,0.569
185000,0.263,0.176,0.561
186000,0.241,0.149,0.610
187000,0.251,0.154,0.595
188000,0.260,0.152,0.588
189000,0.270,0.139,0.591
190000,0.286,0.136,0.578
191000,0.278,0.127,0.595
192000,0.265,0.136,0.599
193000,0.242,0.164,0.594
194000,0.240,0.170,0.590
195000,0.216,0.182,0.602
196000,0.229,0.198,0.573
197000,0.215,0.178,0.607
198000,0.216,0.182,0.602
199000,0.212,0.185,0.603
200000,0.204,0.198,0.598
201000,0.212,0.185,0.603
202000,0.211,0.199,0.590
203000,0.234,0.163,0.603
204000,0.235,0.162,0.603
205000,0.207,0.160,0.633
206000,0.228,0.165,0.607
207000,0.256,0.149,0.595
208000,0.252,0.161,0.587
209000,0.247,0.168,0.585
210000,0.256,0.158,0.586
211000,0.249,0.153,0.598
212000,0.235,0.139,0.626
213000,0.258,0.141,0.601
214000,0.271,0.140,0.589
215000,0.251,0.143,0.606
216000,0.259,0.172,0.569
217000,0.268,0.152,0.580
218000,0.263,0.153,0.584
219000,0.246,0.162,0.592
220000,0.237,0.173,0.590
221000,0.232,0.167,0.601
222000,0.230,0.170,0.600
223000,0.234,0.159,0.607
224000,0.248,0.138,0.614
225000,0.273,0.132,0.595
226000,0.281,0.127,0.592
227000,0.317,0.132,0.551
228000,0.307,0.113,0.580
229000,0.306,0.126,0.568
230000,0.290,0.127,0.583
231000,0.257,0.139,0.604
232000,0.241,0.167,0.592
233000,0.249,0.159,0.592
234000,0.268,0.165,0.567
235000,0.252,0.167,0.581
236000,0.239,0.154,0.607
237000,0.242,0.172,0.586
238000,0.239,0.162,0.599
239000,0.237,0.164,0.599
240000,0.235,0.170,0.595
241000,0.229,0.175,0.596
242000,0.234,0.178,0.588
243000,0.235,0.162,0.603
244000,0.226,0.177,0.597
245000,0.232,0.174,0.594
246000,0.223,0.180,0.597
247000,0.238,0.182,0.580
248000,0.232,0.199,0.569
249000,0.221,0.212,0.567
250000,0.218,0.183,0.599
251000,0.221,0.182,0.597
252000,0.252,0.167,0.581
253000,0.240,0.150,0.610
254000,0.236,0.169,0.595
255000,0.253,0.168,0.579
256000,0.249,0.168,0.583
257000,0.277,0.137,0.586
258000,0.259,0.143,0.598
259000,0.284,0.126,0.590
260000,0.271,0.127,0.602
261000,0.272,0.131,0.597
262000,0.285,0.126,0.589
263000,0.267,0.130,0.603
264000,0.255,0.136,0.609
265000,0.262,0.138,0.600
266000,0.277,0.144,0.579
267000,0.283,0.153,0.564
268000,0.294,0.155,0.551
269000,0.286,0.149,0.565
270000,0.279,0.160,0.561
271000,0.253,0.189,0.558
272000,0.257,0.180,0.563
273000,0.252,0.148,0.600
274000,0.245,0.167,0.588
275000,0.247,0.156,0.597
276000,0.260,0.136,0.604
277000,0.262,0.120,0.618
278000,0.282,0.116,0.602
279000,0.270,0.124,0.606
280000,0.274,0.135,0.591
281000,0.258,0.140,0.602
282000,0.233,0.154,0.613
283000,0.238,0.152,0.610
284000,0.259,0.153,0.588
285000,0.258,0.141,0.601
286000,0.267,0.148,0.585
287000,0.267,0.133,0.600
288000,0.262,0.140,0.598
289000,0.285,0.142,0.573
290000,0.286,0.128,0.586
291000,0.306,0.121,0.573
292000,0.295,0.127,0.578
293000,0.279,0.131,0.590
294000,0.277,0.134,0.589
295000,0.267,0.150,0.583
296000,0.275,0.158,0.567
297000,0.281,0.145,0.574
298000,0.262,0.149,0.589
299000,0.273,0.124,0.603
300000,0.273,0.127,0.600
301000,0.258,0.148,0.594
302000,0.247,0.129,0.624
303000,0.232,0.123,0.645
304000,0.214,0.145,0.641
305000,0.225,0.149,0.626
306000,0.205,0.155,0.640
307000,0.209,0.158,0.633
308000,0.238,0.144,0.618
309000,0.233,0.191,0.576
310000,0.232,0.190,0.578
311000,0.221,0.166,0.613
312000,0.235,0.154,0.611
313000,0.240,0.121,0.639
314000,0.260,0.139,0.601
315000,0.245,0.152,0.603
316000,0.234,0.184,0.582
317000,0.221,0.186,0.593
318000,0.226,0.173,0.601
319000,0.229,0.185,0.586
320000,0.230,0.189,0.581
321000,0.226,0.186,0.588
322000,0.209,0.193,0.598
323000,0.227,0.174,0.599
324000,0.238,0.169,0.593
325000,0.273,0.168,0.559
326000,0.266,0.151,0.583
327000,0.250,0.144,0.606
328000,0.261,0.131,0.608
329000,0.298,0.141,0.561
330000,0.275,0.131,0.594
331000,0.268,0.132,0.600
332000,0.279,0.165,0.556
333000,0.269,0.169,0.562
334000,0.273,0.175,0.552
335000,0.255,0.179,0.566
336000,0.239,0.162,0.599
337000,0.243,0.167,0.590
338000,0.229,0.177,0.594
339000,0.235,0.184,0.581
340000,0.234,0.171,0.595
341000,0.219,0.181,0.600
342000,0.216,0.156,0.628
343000,0.234,0.155,0.611
344000,0.221,0.168,0.611
345000,0.216,0.159,0.625
346000,0.232,0.174,0.594
347000,0.203,0.175,0.622
348000,0.228,0.182,0.590
349000,0.240,0.157,0.603
350000,0.236,0.169,0.595
351000,0.276,0.157,0.567
352000,0.258,0.150,0.592
353000,0.270,0.123,0.607
354000,0.263,0.155,0.582
355000,0.267,0.140,0.593
356000,0.256,0.137,0.607
357000,0.245,0.151,0.604
358000,0.261,0.154,0.585
359000,0.286,0.148,0.566
360000,0.280,0.137,0.583
361000,0.267,0.140,0.593
362000,0.271,0.144,0.585
363000,0.268,0.142,0.590
364000,0.274,0.131,0.595
365000,0.250,0.153,0.597
366000,0.228,0.159,0.613
367000,0.230,0.178,0.592
368000,0.250,0.157,0.593
369000,0.247,0.152,0.601
370000,0.250,0.142,0.608
371000,0.266,0.133,0.601
372000,0.260,0.127,0.613
373000,0.290,0.129,0.581
374000,0.267,0.131,0.602
375000,0.263,0.150,0.587
376000,0.258,0.139,0.603
377000,0.279,0.142,0.579
378000,0.262,0.134,0.604
379000,0.274,0.131,0.595
380000,0.282,0.128,0.590
381000,0.280,0.108,0.612
382000,0.277,0.128,0.595
383000,0.282,0.124,0.594
384000,0.271,0.100,0.629
385000,0.292,0.116,0.592
386000,0.314,0.106,0.580
387000,0.292,0.125,0.583
388000,0.307,0.120,0.573
389000,0.289,0.135,0.576
390000,0.280,0.126,0.594
391000,0.282,0.134,0.584
392000,0.270,0.154,0.576
393000,0.258,0.149,0.593
394000,0.252,0.154,0.594
395000,0.278,0.177,0.545
396000,0.269,0.148,0.583
397000,0.282,0.149,0.569
398000,0.257,0.149,0.594
399000,0.279,0.138,0.583
400000,0.271,0.139,0.590
401000,0.268,0.148,0.584
402000,0.273,0.126,0.601
403000,0.277,0.115,0.608
404000,0.280,0.144,0.576
405000,0.236,0.135,0.629
406000,0.261,0.153,0.586
407000,0.270,0.143,0.587
408000,0.245,0.148,0.607
409000,0.263,0.141,0.596
410000,0.266,0.140,0.594
411000,0.273,0.132,0.595
412000,0.254,0.125,0.621
413000,0.259,0.147,0.594
414000,0.256,0.156,0.588
415000,0.234,0.163,0.603
416000,0.243,0.171,0.586
417000,0.256,0.157,0.587
418000,0.214,0.162,0.624
419000,0.213,0.172,0.615
420000,0.218,0.201,0.581
421000,0.244,0.177,0.579
422000,0.243,0.164,0.593
423000,0.244,0.163,0.593
424000,0.240,0.160,0.600
425000,0.240,0.146,0.614
426000,0.265,0.178,0.557
427000,0.267,0.150,0.583
428000,0.253,0.148,0.599
429000,0.249,0.139,0.612
430000,0.239,0.145,0.616
431000,0.244,0.168,0.588
432000,0.246,0.160,0.594
433000,0.253,0.160,0.587
434000,0.254,0.161,0.585
435000,0.265,0.145,0.590
436000,0.265,0.140,0.595
437000,0.254,0.153,0.593
438000,0.262,0.147,0.591
439000,0.252,0.155,0.593
440000,0.254,0.160,0.586
441000,0.261,0.141,0.598
442000,0.243,0.152,0.605
443000,0.269,0.163,0.568
444000,0.269,0.160,0.571
445000,0.246,0.147,0.607
446000,0.248,0.175,0.577
447000,0.246,0.177,0.577
448000,0.251,0.165,0.584
449000,0.271,0.144,0.585
450000,0.282,0.151,0.567
451000,0.249,0.134,0.617
452000,0.271,0.153,0.576
453000,0.279,0.141,0.580
454000,0.256,0.168,0.576
455000,0.261,0.150,0.589
456000,0.268,0.140,0.592
457000,0.260,0.155,0.585
458000,0.255,0.132,0.613
459000,0.257,0.159,0.584
460000,0.273,0.158,0.569
461000,0.270,0.151,0.579
462000,0.284,0.143,0.573
463000,0.271,0.153,0.576
464000,0.267,0.137,0.596
465000,0.278,0.142,0.580
466000,0.271,0.168,0.561
467000,0.259,0.136,0.605
468000,0.251,0.169,0.580
469000,0.246,0.167,0.587
470000,0.227,0.183,0.590
471000,0.243,0.167,0.590
472000,0.214,0.182,0.604
473000,0.233,0.179,0.588
474000,0.235,0.180,0.585
475000,0.212,0.179,0.609
476000,0.234,0.177,0.589
477000,0.232,0.156,0.612
478000,0.271,0.139,0.590
479000,0.286,0.129,0.585
480000,0.292,0.130,0.578
481000,0.291,0.114,0.595
482000,0.289,0.133,0.578
483000,0.285,0.140,0.575
484000,0.307,0.140,0.553
485000,0.316,0.117,0.567
486000,0.303,0.125,0.572
487000,0.277,0.151,0.572
488000,0.279,0.163,0.558
489000,0.289,0.155,0.556
490000,0.280,0.135,0.585
491000,0.299,0.133,0.568
492000,0.296,0.146,0.558
493000,0.270,0.149,0.581
494000,0.272,0.160,0.568
495000,0.247,0.146,0.607
496000,0.249,0.131,0.620
497000,0.265,0.141,0.594
498000,0.243,0.139,0.618
499000,0.240,0.139,0.621
500000,0.225,0.150,0.625
501000,0.229,0.151,0.620
502000,0.219,0.167,0.614
503000,0.252,0.174,0.574
504000,0.272,0.173,0.555
505000,0.248,0.179,0.573
506000,0.254,0.151,0.595
507000,0.257,0.126,0.617
508000,0.245,0.148,0.607
509000,0.241,0.161,0.598
510000,0.237,0.166,0.597
511000,0.242,0.166,0.592
512000,0.248,0.170,0.582
513000,0.226,0.187,0.587
514000,0.226,0.157,0.617
515000,0.251,0.149,0.600
516000,0.247,0.151,0.602
517000,0.255,0.150,0.595
518000,0.225,0.179,0.596
519000,0.237,0.189,0.574
520000,0.221,0.210,0.569
521000,0.198,0.211,0.591
522000,0.201,0.224,0.575
523000,0.204,0.199,0.597
524000,0.220,0.188,0.592
525000,0.237,0.195,0.568
526000,0.243,0.192,0.565
527000,0.231,0.178,0.591
528000,0.232,0.166,0.602
529000,0.252,0.152,0.596
530000,0.259,0.171,0.570
531000,0.284,0.140,0.576
532000,0.295,0.121,0.584
533000,0.313,0.125,0.562
534000,0.295,0.130,0.575
535000,0.300,0.123,0.577
536000,0.297,0.108,0.595
537000,0.277,0.146,0.577
538000,0.259,0.170,0.571
539000,0.253,0.157,0.590
540000,0.240,0.158,0.602
541000,0.237,0.164,0.599
542000,0.247,0.153,0.600
543000,0.225,0.141,0.634
544000,0.229,0.174,0.597
545000,0.242,0.174,0.584
546000,0.224,0.173,0.603
