time,n_A+p,n_B,n_AB
500,0.030,0.849,0.121
1000,0.030,0.646,0.324
1500,0.033,0.472,0.495
2000,0.033,0.384,0.583
2500,0.046,0.301,0.653
3000,0.065,0.234,0.701
3500,0.076,0.210,0.714
4000,0.085,0.215,0.700
4500,0.080,0.197,0.723
5000,0.080,0.222,0.698
5500,0.094,0.210,0.696
6000,0.115,0.140,0.745
6500,0.135,0.112,0.753
7000,0.139,0.064,0.797
7500,0.191,0.039,0.770
8000,0.314,0.025,0.661
8500,0.301,0.022,0.677
9000,0.342,0.016,0.642
9500,0.313,0.024,0.663
10000,0.347,0.012,0.641
10500,0.433,0.006,0.561
11000,0.437,0.012,0.551
11500,0.399,0.009,0.592
12000,0.437,0.004,0.559
12500,0.416,0.015,0.569
13000,0.406,0.021,0.573
13500,0.420,0.016,0.564
14000,0.365,0.022,0.613
14500,0.339,0.031,0.630
15000,0.287,0.027,0.686
15500,0.233,0.034,0.733
16000,0.271,0.041,0.688
16500,0.298,0.039,0.663
17000,0.293,0.038,0.669
17500,0.326,0.033,0.641
18000,0.322,0.018,0.660
18500,0.326,0.023,0.651
19000,0.308,0.030,0.662
19500,0.284,0.034,0.682
20000,0.320,0.024,0.656
20500,0.399,0.010,0.591
21000,0.417,0.016,0.567
21500,0.393,0.009,0.598
22000,0.382,0.022,0.596
22500,0.379,0.010,0.611
23000,0.370,0.012,0.618
23500,0.411,0.009,0.580
24000,0.348,0.021,0.631
24500,0.418,0.015,0.567
25000,0.476,0.021,0.503
25500,0.476,0.003,0.521
26000,0.410,0.005,0.585
26500,0.452,0.008,0.540
27000,0.398,0.006,0.596
27500,0.448,0.008,0.544
28000,0.451,0.014,0.535
28500,0.365,0.007,0.628
29000,0.335,0.024,0.641
29500,0.324,0.031,0.645
30000,0.353,0.023,0.624
30500,0.397,0.009,0.594
31000,0.423,0.014,0.563
31500,0.427,0.012,0.561
32000,0.398,0.010,0.592
32500,0.398,0.021,0.581
33000,0.385,0.020,0.595
33500,0.402,0.016,0.582
34000,0.401,0.007,0.592
34500,0.368,0.019,0.613
35000,0.310,0.017,0.673
35500,0.295,0.021,0.684
36000,0.325,0.021,0.654
36500,0.353,0.021,0.626
37000,0.294,0.021,0.685
37500,0.277,0.036,0.687
38000,0.205,0.053,0.742
38500,0.197,0.086,0.717
39000,0.214,0.066,0.720
39500,0.237,0.046,0.717
40000,0.259,0.045,0.696
40500,0.329,0.019,0.652
41000,0.374,0.012,0.614
41500,0.361,0.020,0.619
42000,0.381,0.004,0.615
42500,0.327,0.017,0.656
43000,0.292,0.034,0.674
43500,0.276,0.042,0.682
44000,0.248,0.045,0.707
44500,0.253,0.050,0.697
45000,0.241,0.060,0.699
45500,0.278,0.038,0.684
46000,0.301,0.031,0.668
46500,0.333,0.016,0.651
47000,0.328,0.026,0.646
47500,0.306,0.043,0.651
48000,0.364,0.017,0.619
48500,0.330,0.026,0.644
49000,0.380,0.019,0.601
49500,0.366,0.020,0.614
50000,0.353,0.022,0.625
50500,0.312,0.020,0.668
51000,0.313,0.015,0.672
51500,0.362,0.017,0.621
52000,0.396,0.017,0.587
52500,0.414,0.004,0.582
53000,0.436,0.006,0.558
53500,0.370,0.003,0.627
54000,0.491,0.013,0.496
54500,0.462,0.006,0.532
55000,0.410,0.012,0.578
55500,0.357,0.021,0.622
56000,0.400,0.010,0.590
56500,0.365,0.018,0.617
57000,0.358,0.011,0.631
57500,0.312,0.027,0.661
58000,0.302,0.029,0.669
58500,0.300,0.020,0.680
59000,0.342,0.015,0.643
59500,0.330,0.040,0.630
60000,0.350,0.019,0.631
60500,0.379,0.010,0.611
61000,0.383,0.017,0.600
61500,0.396,0.002,0.602
62000,0.443,0.011,0.546
62500,0.405,0.005,0.590
63000,0.401,0.006,0.593
63500,0.314,0.015,0.671
64000,0.358,0.013,0.629
64500,0.287,0.027,0.686
65000,0.329,0.024,0.647
65500,0.276,0.021,0.703
66000,0.345,0.016,0.639
66500,0.355,0.006,0.639
67000,0.368,0.011,0.621
67500,0.422,0.004,0.574
68000,0.388,0.008,0.604
68500,0.398,0.011,0.591
69000,0.340,0.024,0.636
69500,0.400,0.005,0.595
70000,0.368,0.018,0.614
70500,0.351,0.018,0.631
71000,0.377,0.011,0.612
71500,0.351,0.016,0.633
72000,0.385,0.020,0.595
72500,0.400,0.007,0.593
73000,0.374,0.011,0.615
73500,0.341,0.013,0.646
74000,0.328,0.023,0.649
74500,0.356,0.016,0.628
75000,0.375,0.007,0.618
75500,0.415,0.002,0.583
76000,0.360,0.011,0.629
76500,0.316,0.014,0.670
77000,0.351,0.032,0.617
77500,0.302,0.024,0.674
78000,0.368,0.025,0.607
78500,0.353,0.018,0.629
79000,0.265,0.018,0.717
79500,0.282,0.025,0.693
80000,0.266,0.036,0.698
80500,0.284,0.030,0.686
81000,0.308,0.028,0.664
81500,0.295,0.030,0.675
82000,0.299,0.029,0.672
82500,0.312,0.018,0.670
83000,0.313,0.025,0.662
83500,0.338,0.018,0.644
84000,0.351,0.040,0.609
84500,0.321,0.022,0.657
85000,0.313,0.024,0.663
85500,0.300,0.039,0.661
86000,0.287,0.027,0.686
86500,0.320,0.038,0.642
87000,0.337,0.027,0.636
87500,0.393,0.011,0.596
88000,0.407,0.009,0.584
88500,0.393,0.014,0.593
89000,0.369,0.013,0.618
89500,0.329,0.015,0.656
90000,0.354,0.022,0.624
90500,0.313,0.016,0.671
91000,0.319,0.013,0.668
91500,0.402,0.005,0.593
92000,0.412,0.008,0.580
92500,0.455,0.012,0.533
93000,0.461,0.009,0.530
93500,0.488,0.007,0.505
94000,0.420,0.008,0.572
94500,0.435,0.008,0.557
95000,0.455,0.007,0.538
95500,0.436,0.011,0.553
96000,0.409,0.005,0.586
96500,0.385,0.013,0.602
97000,0.384,0.005,0.611
97500,0.385,0.002,0.613
98000,0.372,0.008,0.620
98500,0.401,0.005,0.594
99000,0.403,0.010,0.587
99500,0.473,0.001,0.526
100000,0.506,0.009,0.485
100500,0.425,0.005,0.570
101000,0.418,0.018,0.564
101500,0.352,0.012,0.636
102000,0.311,0.015,0.674
102500,0.335,0.031,0.634
103000,0.294,0.043,0.663
103500,0.291,0.031,0.678
104000,0.241,0.076,0.683
104500,0.259,0.042,0.699
105000,0.282,0.044,0.674
105500,0.299,0.027,0.674
106000,0.316,0.019,0.665
106500,0.260,0.021,0.719
107000,0.269,0.037,0.694
107500,0.291,0.034,0.675
108000,0.342,0.020,0.638
108500,0.341,0.011,0.648
109000,0.358,0.020,0.622
109500,0.340,0.015,0.645
110000,0.349,0.027,0.624
110500,0.322,0.017,0.661
111000,0.339,0.014,0.647
111500,0.377,0.015,0.608
112000,0.350,0.010,0.640
112500,0.375,0.017,0.608
113000,0.473,0.009,0.518
113500,0.426,0.009,0.565
114000,0.398,0.007,0.595
114500,0.453,0.009,0.538
115000,0.420,0.005,0.575
115500,0.471,0.007,0.522
116000,0.427,0.008,0.565
116500,0.384,0.012,0.604
117000,0.329,0.015,0.656
117500,0.293,0.027,0.680
118000,0.347,0.020,0.633
118500,0.422,0.010,0.568
119000,0.435,0.010,0.555
119500,0.381,0.008,0.611
120000,0.354,0.021,0.625
120500,0.339,0.015,0.646
121000,0.339,0.005,0.656
121500,0.436,0.003,0.561
122000,0.392,0.012,0.596
122500,0.405,0.013,0.582
123000,0.347,0.014,0.639
123500,0.347,0.019,0.634
124000,0.370,0.021,0.609
124500,0.293,0.013,0.694
125000,0.311,0.024,0.665
125500,0.298,0.030,0.672
126000,0.336,0.016,0.648
126500,0.398,0.012,0.590
127000,0.385,0.005,0.610
127500,0.390,0.009,0.601
128000,0.422,0.007,0.571
128500,0.401,0.007,0.592
129000,0.326,0.026,0.648
129500,0.327,0.032,0.641
130000,0.267,0.032,0.701
130500,0.333,0.023,0.644
131000,0.387,0.010,0.603
131500,0.398,0.010,0.592
132000,0.427,0.010,0.563
132500,0.432,0.008,0.560
133000,0.370,0.001,0.629
133500,0.311,0.013,0.676
134000,0.283,0.021,0.696
134500,0.309,0.018,0.673
135000,0.289,0.024,0.687
135500,0.279,0.029,0.692
136000,0.307,0.023,0.670
136500,0.367,0.013,0.620
137000,0.399,0.008,0.593
137500,0.462,0.008,0.530
138000,0.436,0.003,0.561
138500,0.380,0.019,0.601
139000,0.367,0.013,0.620
139500,0.371,0.006,0.623
140000,0.392,0.010,0.598
140500,0.410,0.004,0.586
141000,0.433,0.007,0.560
141500,0.430,0.010,0.560
142000,0.377,0.017,0.606
142500,0.399,0.015,0.586
143000,0.391,0.006,0.603
143500,0.349,0.017,0.634
144000,0.358,0.024,0.618
144500,0.382,0.020,0.598
145000,0.362,0.007,0.631
145500,0.332,0.023,0.645
146000,0.345,0.012,0.643
146500,0.299,0.014,0.687
147000,0.318,0.017,0.665
147500,0.269,0.028,0.703
148000,0.266,0.025,0.709
148500,0.302,0.025,0.673
149000,0.342,0.028,0.630
149500,0.332,0.013,0.655
150000,0.337,0.020,0.643
150500,0.441,0.012,0.547
151000,0.411,0.012,0.577
151500,0.363,0.019,0.618
152000,0.414,0.003,0.583
152500,0.376,0.006,0.618
153000,0.386,0.014,0.600
153500,0.397,0.013,0.590
154000,0.393,0.016,0.591
154500,0.397,0.014,0.589
155000,0.410,0.007,0.583
155500,0.326,0.025,0.649
156000,0.347,0.016,0.637
156500,0.382,0.003,0.615
157000,0.363,0.012,0.625
157500,0.348,0.026,0.626
158000,0.386,0.020,0.594
158500,0.396,0.016,0.588
159000,0.412,0.015,0.573
159500,0.367,0.004,0.629
160000,0.319,0.013,0.668
160500,0.310,0.027,0.663
161000,0.284,0.019,0.697
161500,0.324,0.011,0.665
162000,0.288,0.026,0.686
162500,0.312,0.029,0.659
163000,0.325,0.012,0.663
163500,0.403,0.016,0.581
164000,0.344,0.012,0.644
164500,0.290,0.027,0.683
165000,0.317,0.023,0.660
165500,0.314,0.020,0.666
166000,0.313,0.033,0.654
166500,0.351,0.017,0.632
167000,0.377,0.017,0.606
167500,0.394,0.014,0.592
168000,0.351,0.022,0.627
168500,0.320,0.017,0.663
169000,0.289,0.026,0.685
169500,0.303,0.025,0.672
170000,0.302,0.022,0.676
170500,0.315,0.022,0.663
171000,0.383,0.017,0.600
