time,n_A+p,n_B,n_AB
0,0.447,0.553,0.000
500,0.212,0.369,0.419
1000,0.194,0.323,0.484
1500,0.253,0.313,0.433
2000,0.318,0.221,0.461
2500,0.258,0.300,0.442
3000,0.217,0.355,0.429
3500,0.240,0.327,0.433
4000,0.180,0.346,0.475
4500,0.175,0.410,0.415
5000,0.212,0.336,0.452
5500,0.147,0.401,0.452
6000,0.194,0.424,0.382
6500,0.175,0.392,0.433
7000,0.194,0.387,0.419
7500,0.161,0.392,0.447
8000,0.207,0.286,0.507
8500,0.332,0.249,0.419
9000,0.323,0.189,0.488
9500,0.387,0.147,0.465
10000,0.516,0.097,0.387
10500,0.456,0.147,0.396
11000,0.382,0.166,0.452
11500,0.488,0.092,0.419
12000,0.410,0.166,0.424
12500,0.461,0.189,0.350
13000,0.479,0.092,0.429
13500,0.433,0.115,0.452
14000,0.318,0.212,0.470
14500,0.369,0.217,0.415
15000,0.369,0.124,0.507
15500,0.295,0.253,0.452
16000,0.194,0.240,0.567
16500,0.226,0.318,0.456
17000,0.189,0.350,0.461
17500,0.184,0.359,0.456
18000,0.157,0.341,0.502
18500,0.267,0.276,0.456
19000,0.290,0.217,0.493
19500,0.221,0.281,0.498
20000,0.230,0.304,0.465
20500,0.263,0.267,0.470
21000,0.230,0.309,0.461
21500,0.235,0.355,0.410
22000,0.152,0.382,0.465
22500,0.143,0.406,0.452
23000,0.226,0.369,0.406
23500,0.244,0.318,0.438
24000,0.244,0.286,0.470
24500,0.276,0.263,0.461
25000,0.189,0.281,0.530
25500,0.189,0.387,0.424
26000,0.161,0.364,0.475
26500,0.194,0.346,0.461
27000,0.276,0.217,0.507
27500,0.350,0.180,0.470
28000,0.410,0.175,0.415
28500,0.530,0.175,0.295
29000,0.512,0.129,0.359
29500,0.475,0.134,0.392
30000,0.387,0.203,0.410
30500,0.281,0.226,0.493
31000,0.276,0.249,0.475
31500,0.258,0.267,0.475
32000,0.189,0.318,0.493
32500,0.263,0.300,0.438
33000,0.300,0.267,0.433
33500,0.300,0.300,0.401
34000,0.401,0.198,0.401
34500,0.406,0.152,0.442
35000,0.512,0.083,0.406
35500,0.461,0.083,0.456
36000,0.461,0.134,0.406
36500,0.488,0.088,0.424
37000,0.452,0.097,0.452
37500,0.424,0.152,0.424
38000,0.382,0.166,0.452
38500,0.346,0.180,0.475
39000,0.392,0.189,0.419
39500,0.406,0.138,0.456
40000,0.442,0.129,0.429
40500,0.484,0.115,0.401
41000,0.410,0.152,0.438
41500,0.535,0.078,0.387
42000,0.576,0.106,0.318
42500,0.544,0.074,0.382
43000,0.438,0.120,0.442
43500,0.516,0.115,0.369
44000,0.581,0.032,0.387
44500,0.461,0.065,0.475
45000,0.465,0.083,0.452
45500,0.433,0.120,0.447
46000,0.429,0.124,0.447
46500,0.410,0.120,0.470
47000,0.406,0.124,0.470
47500,0.336,0.171,0.493
48000,0.318,0.267,0.415
48500,0.258,0.249,0.493
49000,0.253,0.263,0.484
49500,0.290,0.226,0.484
50000,0.263,0.198,0.539
50500,0.364,0.175,0.461
51000,0.373,0.171,0.456
51500,0.327,0.212,0.461
52000,0.373,0.138,0.488
52500,0.369,0.203,0.429
53000,0.341,0.189,0.470
53500,0.382,0.203,0.415
54000,0.355,0.207,0.438
54500,0.387,0.194,0.419
