time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.885,0.088,0.167741
1000,0.028,0.590,0.382,0.386214
1500,0.028,0.253,0.719,0.229826
2000,0.028,0.129,0.843,0.124834
2500,0.028,0.097,0.876,0.094632
3000,0.028,0.060,0.912,0.062931
3500,0.028,0.041,0.931,0.052509
4000,0.028,0.037,0.935,0.050574
4500,0.028,0.032,0.940,0.049654
5000,0.028,0.023,0.949,0.046301
5500,0.028,0.023,0.949,0.046301
6000,0.028,0.018,0.954,0.043757
6500,0.028,0.009,0.963,0.042088
7000,0.028,0.009,0.963,0.042088
7500,0.028,0.005,0.968,0.040217
8000,0.028,0.005,0.968,0.040217
8500,0.028,0.005,0.968,0.040217
9000,0.028,0.005,0.968,0.040217
9500,0.028,0.005,0.968,0.040217
10000,0.028,0.005,0.968,0.040217
10500,0.028,0.005,0.968,0.040217
11000,0.028,0.005,0.968,0.040217
11500,0.028,0.005,0.968,0.040217
12000,0.028,0.005,0.968,0.040217
12500,0.028,0.005,0.968,0.040217
13000,0.028,0.005,0.968,0.040217
13500,0.028,0.005,0.968,0.040217
14000,0.028,0.005,0.968,0.040217
14500,0.028,0.000,0.972,0.040030
15000,0.028,0.000,0.972,0.040030
15500,0.028,0.000,0.972,0.040030
16000,0.028,0.000,0.972,0.040030
16500,0.028,0.000,0.972,0.040030
17000,0.028,0.000,0.972,0.040030
17500,0.028,0.000,0.972,0.040030
18000,0.028,0.000,0.972,0.040030
18500,0.028,0.000,0.972,0.040030
19000,0.028,0.000,0.972,0.040030
19500,0.028,0.000,0.972,0.040030
20000,0.028,0.000,0.972,0.040030
20500,0.028,0.000,0.972,0.040030
21000,0.028,0.000,0.972,0.040030
21500,0.028,0.000,0.972,0.040030
22000,0.028,0.000,0.972,0.040030
22500,0.028,0.000,0.972,0.040030
23000,0.028,0.000,0.972,0.040030
23500,0.028,0.000,0.972,0.040030
24000,0.028,0.000,0.972,0.040030
24500,0.028,0.000,0.972,0.040030
25000,0.028,0.000,0.972,0.040030
25500,0.028,0.000,0.972,0.040030
26000,0.028,0.000,0.972,0.040030
26500,0.028,0.000,0.972,0.040030
27000,0.028,0.000,0.972,0.040030
27500,0.028,0.000,0.972,0.040030
28000,0.028,0.000,0.972,0.040030
28500,0.028,0.000,0.972,0.040030
29000,0.028,0.000,0.972,0.040030
29500,0.028,0.000,0.972,0.040030
30000,0.028,0.000,0.972,0.040030
30500,0.028,0.000,0.972,0.040030
31000,0.028,0.000,0.972,0.040030
31500,0.028,0.000,0.972,0.040030
32000,0.028,0.000,0.972,0.040030
32500,0.028,0.000,0.972,0.040030
33000,0.028,0.000,0.972,0.040030
33500,0.028,0.000,0.972,0.040030
34000,0.028,0.000,0.972,0.040030
34500,0.028,0.000,0.972,0.040030
35000,0.028,0.000,0.972,0.040030
35500,0.028,0.000,0.972,0.040030
36000,0.028,0.000,0.972,0.040030
36500,0.028,0.000,0.972,0.040030
