time,n_A+p,n_B,n_AB
100,0.339,0.498,0.162
200,0.291,0.410,0.300
300,0.226,0.373,0.401
400,0.211,0.343,0.446
500,0.190,0.315,0.495
600,0.208,0.278,0.514
700,0.183,0.248,0.569
800,0.177,0.202,0.621
900,0.168,0.190,0.642
1000,0.150,0.208,0.642
1100,0.135,0.208,0.657
1200,0.122,0.208,0.670
1300,0.116,0.205,0.679
1400,0.092,0.180,0.728
1500,0.064,0.168,0.768
1600,0.080,0.180,0.740
1700,0.061,0.171,0.768
1800,0.061,0.147,0.792
1900,0.052,0.156,0.792
2000,0.055,0.165,0.780
2100,0.070,0.183,0.746
2200,0.070,0.196,0.734
2300,0.061,0.196,0.743
2400,0.070,0.202,0.728
2500,0.083,0.193,0.725
2600,0.092,0.196,0.713
2700,0.098,0.174,0.728
2800,0.086,0.156,0.758
2900,0.086,0.128,0.786
3000,0.080,0.128,0.792
3100,0.098,0.135,0.768
3200,0.095,0.131,0.774
3300,0.080,0.156,0.765
3400,0.086,0.150,0.765
3500,0.098,0.162,0.740
3600,0.092,0.168,0.740
3700,0.089,0.162,0.749
3800,0.095,0.141,0.765
3900,0.092,0.168,0.740
4000,0.083,0.174,0.743
4100,0.101,0.180,0.719
4200,0.086,0.183,0.731
4300,0.095,0.177,0.728
4400,0.080,0.177,0.743
4500,0.076,0.208,0.716
4600,0.089,0.193,0.719
4700,0.125,0.199,0.676
4800,0.104,0.190,0.706
4900,0.101,0.177,0.722
5000,0.076,0.174,0.749
5100,0.061,0.196,0.743
5200,0.070,0.171,0.758
5300,0.070,0.165,0.765
5400,0.080,0.168,0.752
5500,0.076,0.153,0.771
5600,0.092,0.153,0.755
5700,0.104,0.131,0.765
5800,0.104,0.131,0.765
5900,0.119,0.138,0.743
6000,0.150,0.141,0.709
6100,0.165,0.122,0.713
6200,0.135,0.098,0.768
6300,0.147,0.101,0.752
6400,0.128,0.089,0.783
6500,0.119,0.104,0.777
6600,0.113,0.107,0.780
6700,0.125,0.101,0.774
6800,0.122,0.104,0.774
6900,0.101,0.116,0.783
7000,0.101,0.076,0.823
7100,0.089,0.095,0.817
7200,0.092,0.095,0.813
7300,0.086,0.122,0.792
7400,0.064,0.095,0.841
7500,0.055,0.122,0.823
7600,0.058,0.131,0.810
7700,0.073,0.110,0.817
7800,0.092,0.122,0.786
7900,0.073,0.113,0.813
8000,0.095,0.116,0.789
8100,0.095,0.113,0.792
8200,0.101,0.107,0.792
8300,0.101,0.110,0.789
8400,0.104,0.131,0.765
8500,0.122,0.119,0.758
8600,0.135,0.107,0.758
8700,0.144,0.101,0.755
8800,0.131,0.110,0.758
8900,0.144,0.119,0.737
9000,0.138,0.138,0.725
9100,0.135,0.135,0.731
9200,0.144,0.141,0.716
9300,0.128,0.125,0.746
9400,0.135,0.113,0.752
9500,0.122,0.141,0.737
9600,0.107,0.138,0.755
9700,0.098,0.122,0.780
9800,0.089,0.098,0.813
9900,0.095,0.086,0.820
10000,0.083,0.116,0.801
10100,0.083,0.107,0.810
10200,0.125,0.119,0.755
10300,0.116,0.147,0.737
10400,0.125,0.122,0.752
10500,0.141,0.116,0.743
10600,0.125,0.110,0.765
10700,0.153,0.107,0.740
10800,0.128,0.070,0.801
10900,0.119,0.076,0.804
11000,0.095,0.064,0.841
11100,0.083,0.095,0.823
11200,0.080,0.125,0.795
11300,0.098,0.131,0.771
11400,0.083,0.135,0.783
11500,0.058,0.147,0.795
11600,0.055,0.162,0.783
11700,0.076,0.150,0.774
11800,0.080,0.131,0.789
11900,0.067,0.138,0.795
12000,0.064,0.150,0.786
12100,0.073,0.147,0.780
12200,0.089,0.141,0.771
12300,0.107,0.128,0.765
12400,0.095,0.101,0.804
12500,0.089,0.101,0.810
12600,0.107,0.119,0.774
12700,0.110,0.122,0.768
12800,0.128,0.144,0.728
12900,0.128,0.122,0.749
13000,0.113,0.113,0.774
13100,0.104,0.104,0.792
13200,0.098,0.119,0.783
13300,0.104,0.098,0.798
13400,0.098,0.073,0.829
13500,0.101,0.076,0.823
13600,0.083,0.083,0.835
13700,0.086,0.089,0.826
13800,0.086,0.073,0.841
13900,0.110,0.083,0.807
14000,0.098,0.089,0.813
14100,0.089,0.089,0.823
14200,0.080,0.080,0.841
14300,0.116,0.098,0.786
14400,0.101,0.122,0.777
14500,0.070,0.122,0.807
14600,0.110,0.125,0.765
14700,0.092,0.141,0.768
14800,0.076,0.153,0.771
14900,0.080,0.150,0.771
15000,0.092,0.147,0.761
15100,0.086,0.150,0.765
15200,0.092,0.156,0.752
15300,0.098,0.150,0.752
15400,0.107,0.162,0.731
15500,0.122,0.171,0.706
15600,0.128,0.180,0.691
15700,0.122,0.199,0.679
15800,0.110,0.162,0.728
15900,0.125,0.144,0.731
16000,0.095,0.138,0.768
16100,0.070,0.110,0.820
16200,0.080,0.125,0.795
16300,0.092,0.153,0.755
16400,0.113,0.141,0.746
16500,0.131,0.110,0.758
16600,0.138,0.107,0.755
16700,0.122,0.092,0.786
16800,0.135,0.086,0.780
16900,0.125,0.098,0.777
17000,0.119,0.083,0.798
17100,0.128,0.080,0.792
17200,0.119,0.083,0.798
17300,0.128,0.083,0.789
17400,0.122,0.089,0.789
17500,0.116,0.095,0.789
17600,0.125,0.101,0.774
17700,0.116,0.122,0.761
17800,0.104,0.113,0.783
17900,0.101,0.104,0.795
18000,0.107,0.125,0.768
18100,0.098,0.141,0.761
18200,0.095,0.128,0.777
18300,0.095,0.141,0.765
18400,0.092,0.147,0.761
18500,0.083,0.122,0.795
18600,0.064,0.107,0.829
18700,0.073,0.107,0.820
18800,0.098,0.107,0.795
18900,0.107,0.116,0.777
19000,0.089,0.125,0.786
19100,0.101,0.125,0.774
19200,0.086,0.150,0.765
19300,0.083,0.131,0.786
19400,0.080,0.116,0.804
19500,0.083,0.116,0.801
19600,0.061,0.101,0.838
19700,0.070,0.107,0.823
19800,0.067,0.089,0.844
19900,0.067,0.110,0.823
20000,0.083,0.101,0.817
20100,0.104,0.104,0.792
20200,0.113,0.104,0.783
20300,0.095,0.131,0.774
20400,0.107,0.147,0.746
20500,0.107,0.135,0.758
20600,0.104,0.144,0.752
20700,0.104,0.150,0.746
20800,0.125,0.131,0.743
20900,0.125,0.150,0.725
21000,0.098,0.165,0.737
21100,0.076,0.165,0.758
21200,0.089,0.165,0.746
21300,0.061,0.150,0.789
21400,0.076,0.138,0.786
21500,0.089,0.150,0.761
21600,0.080,0.128,0.792
21700,0.098,0.119,0.783
21800,0.122,0.119,0.758
21900,0.122,0.101,0.777
22000,0.135,0.113,0.752
22100,0.122,0.150,0.728
22200,0.107,0.156,0.737
22300,0.110,0.144,0.746
22400,0.131,0.128,0.740
22500,0.138,0.138,0.725
22600,0.144,0.156,0.700
22700,0.138,0.162,0.700
22800,0.131,0.131,0.737
22900,0.122,0.116,0.761
23000,0.116,0.131,0.752
23100,0.122,0.122,0.755
23200,0.101,0.116,0.783
23300,0.107,0.128,0.765
23400,0.092,0.122,0.786
23500,0.104,0.116,0.780
23600,0.144,0.104,0.752
23700,0.135,0.101,0.765
23800,0.125,0.104,0.771
23900,0.119,0.107,0.774
24000,0.128,0.122,0.749
24100,0.113,0.125,0.761
24200,0.125,0.107,0.768
24300,0.174,0.119,0.706
24400,0.202,0.119,0.679
24500,0.190,0.119,0.691
24600,0.159,0.110,0.731
24700,0.147,0.128,0.725
24800,0.128,0.128,0.743
24900,0.122,0.104,0.774
25000,0.150,0.098,0.752
25100,0.131,0.098,0.771
25200,0.144,0.092,0.765
25300,0.153,0.080,0.768
25400,0.147,0.098,0.755
25500,0.183,0.089,0.728
25600,0.180,0.110,0.709
25700,0.159,0.095,0.746
25800,0.138,0.086,0.777
25900,0.125,0.101,0.774
26000,0.119,0.122,0.758
26100,0.107,0.116,0.777
26200,0.110,0.119,0.771
26300,0.095,0.101,0.804
26400,0.086,0.113,0.801
26500,0.095,0.116,0.789
26600,0.095,0.098,0.807
26700,0.104,0.113,0.783
26800,0.104,0.107,0.789
26900,0.110,0.119,0.771
27000,0.119,0.101,0.780
27100,0.113,0.098,0.789
27200,0.122,0.110,0.768
27300,0.128,0.098,0.774
27400,0.135,0.092,0.774
27500,0.147,0.092,0.761
27600,0.144,0.095,0.761
27700,0.135,0.070,0.795
27800,0.159,0.067,0.774
27900,0.153,0.083,0.765
28000,0.135,0.092,0.774
28100,0.135,0.153,0.713
28200,0.144,0.156,0.700
28300,0.153,0.153,0.694
28400,0.135,0.138,0.728
28500,0.116,0.131,0.752
28600,0.101,0.144,0.755
28700,0.089,0.144,0.768
28800,0.089,0.131,0.780
28900,0.101,0.128,0.771
29000,0.095,0.162,0.743
29100,0.098,0.180,0.722
29200,0.107,0.171,0.722
29300,0.095,0.156,0.749
29400,0.104,0.156,0.740
29500,0.144,0.153,0.703
29600,0.147,0.150,0.703
29700,0.138,0.122,0.740
29800,0.144,0.125,0.731
