time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.948,0.022,0.071661
1000,0.030,0.955,0.015,0.042953
1500,0.030,0.950,0.020,0.059974
2000,0.035,0.918,0.047,0.118717
2500,0.057,0.906,0.037,0.121266
3000,0.040,0.901,0.060,0.122829
3500,0.035,0.908,0.057,0.118805
4000,0.030,0.943,0.027,0.065563
4500,0.030,0.928,0.042,0.077324
5000,0.035,0.926,0.040,0.095285
5500,0.032,0.948,0.020,0.051444
6000,0.047,0.933,0.020,0.080322
6500,0.032,0.938,0.030,0.079773
7000,0.045,0.903,0.052,0.124779
7500,0.040,0.911,0.050,0.095184
8000,0.035,0.916,0.050,0.084144
8500,0.035,0.911,0.055,0.092391
9000,0.040,0.913,0.047,0.106828
9500,0.057,0.898,0.045,0.113654
10000,0.045,0.913,0.042,0.096579
10500,0.047,0.886,0.067,0.136447
11000,0.047,0.886,0.067,0.130077
11500,0.037,0.898,0.065,0.113370
12000,0.030,0.948,0.022,0.056956
12500,0.032,0.928,0.040,0.105132
13000,0.030,0.945,0.025,0.068647
13500,0.030,0.943,0.027,0.069147
14000,0.030,0.950,0.020,0.047673
14500,0.030,0.958,0.012,0.048099
15000,0.030,0.953,0.017,0.062381
15500,0.030,0.945,0.025,0.065825
16000,0.030,0.938,0.032,0.079045
16500,0.030,0.945,0.025,0.062542
17000,0.030,0.933,0.037,0.090386
17500,0.032,0.940,0.027,0.080088
18000,0.032,0.948,0.020,0.065816
18500,0.035,0.955,0.010,0.045569
19000,0.037,0.945,0.017,0.066276
19500,0.035,0.943,0.022,0.073868
20000,0.032,0.938,0.030,0.087092
20500,0.030,0.928,0.042,0.080610
21000,0.032,0.923,0.045,0.095207
21500,0.037,0.933,0.030,0.086304
22000,0.032,0.935,0.032,0.087722
22500,0.032,0.945,0.022,0.074914
23000,0.030,0.958,0.012,0.047406
23500,0.032,0.958,0.010,0.046823
24000,0.037,0.943,0.020,0.068916
24500,0.035,0.931,0.035,0.094431
25000,0.040,0.916,0.045,0.105327
25500,0.032,0.918,0.050,0.098540
26000,0.040,0.913,0.047,0.122632
26500,0.030,0.943,0.027,0.065496
27000,0.030,0.945,0.025,0.068740
27500,0.032,0.938,0.030,0.072261
28000,0.035,0.908,0.057,0.113341
28500,0.037,0.933,0.030,0.080172
29000,0.032,0.950,0.017,0.061390
29500,0.035,0.940,0.025,0.069745
30000,0.035,0.933,0.032,0.084572
30500,0.040,0.943,0.017,0.058308
31000,0.037,0.931,0.032,0.084470
31500,0.052,0.903,0.045,0.131123
32000,0.065,0.881,0.055,0.164571
32500,0.052,0.908,0.040,0.122469
33000,0.040,0.918,0.042,0.111067
33500,0.030,0.943,0.027,0.062720
34000,0.030,0.935,0.035,0.065989
34500,0.037,0.916,0.047,0.100208
35000,0.032,0.926,0.042,0.112685
35500,0.030,0.948,0.022,0.052625
36000,0.032,0.940,0.027,0.064121
36500,0.042,0.940,0.017,0.066891
37000,0.035,0.948,0.017,0.069177
37500,0.035,0.960,0.005,0.040515
38000,0.037,0.916,0.047,0.112200
38500,0.045,0.896,0.060,0.149388
39000,0.037,0.926,0.037,0.087526
39500,0.037,0.926,0.037,0.083377
40000,0.040,0.928,0.032,0.085751
40500,0.037,0.916,0.047,0.084047
