time,n_A+p,n_B,n_AB
0,0.450,0.550,0.000
500,0.388,0.419,0.193
1000,0.379,0.373,0.248
1500,0.385,0.391,0.223
2000,0.312,0.443,0.245
2500,0.251,0.492,0.257
3000,0.190,0.544,0.266
3500,0.232,0.523,0.245
4000,0.193,0.630,0.177
4500,0.199,0.624,0.177
5000,0.177,0.691,0.131
5500,0.147,0.709,0.144
6000,0.138,0.731,0.131
6500,0.171,0.688,0.141
7000,0.217,0.633,0.150
7500,0.257,0.602,0.141
8000,0.208,0.630,0.162
8500,0.223,0.624,0.153
9000,0.229,0.602,0.168
9500,0.147,0.682,0.171
10000,0.174,0.667,0.159
10500,0.119,0.679,0.202
11000,0.174,0.685,0.141
11500,0.141,0.740,0.119
12000,0.116,0.755,0.128
12500,0.165,0.676,0.159
13000,0.110,0.731,0.159
13500,0.086,0.810,0.104
14000,0.061,0.823,0.116
14500,0.049,0.872,0.080
15000,0.040,0.878,0.083
15500,0.024,0.942,0.034
16000,0.006,0.979,0.015
16500,0.006,0.976,0.018
17000,0.003,0.985,0.012
17500,0.006,0.991,0.003
18000,0.003,0.997,0.000
18500,0.003,0.991,0.006
19000,0.003,0.997,0.000
19500,0.003,0.997,0.000
20000,0.003,0.997,0.000
20500,0.003,0.997,0.000
21000,0.003,0.997,0.000
21500,0.003,0.997,0.000
22000,0.003,0.997,0.000
22500,0.003,0.997,0.000
23000,0.000,0.997,0.003
23500,0.000,0.997,0.003
24000,0.000,0.997,0.003
24500,0.000,0.997,0.003
25000,0.000,0.997,0.003
25500,0.000,0.997,0.003
26000,0.000,0.997,0.003
26500,0.000,0.997,0.003
27000,0.000,0.997,0.003
27500,0.000,0.997,0.003
28000,0.000,0.997,0.003
28500,0.000,0.997,0.003
29000,0.000,0.997,0.003
29500,0.000,0.997,0.003
30000,0.000,0.997,0.003
30500,0.000,1.000,0.000
