time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.893,0.077,0.178553
1000,0.037,0.777,0.186,0.283740
1500,0.042,0.645,0.313,0.395901
2000,0.072,0.506,0.422,0.420816
2500,0.112,0.412,0.476,0.443976
3000,0.107,0.362,0.531,0.406172
3500,0.132,0.340,0.529,0.429561
4000,0.144,0.283,0.573,0.408692
4500,0.151,0.236,0.613,0.401723
5000,0.159,0.208,0.633,0.371668
5500,0.146,0.213,0.640,0.364132
6000,0.144,0.243,0.613,0.415627
6500,0.181,0.189,0.630,0.385523
7000,0.164,0.189,0.648,0.354158
7500,0.139,0.206,0.655,0.364060
8000,0.159,0.223,0.618,0.394725
8500,0.194,0.166,0.640,0.356195
9000,0.189,0.169,0.643,0.375957
9500,0.174,0.199,0.628,0.401258
10000,0.199,0.174,0.628,0.402742
10500,0.179,0.184,0.638,0.379470
11000,0.189,0.196,0.615,0.409558
11500,0.179,0.186,0.635,0.399901
12000,0.191,0.184,0.625,0.394440
12500,0.194,0.179,0.628,0.392149
13000,0.236,0.159,0.605,0.401500
13500,0.196,0.156,0.648,0.376861
14000,0.221,0.132,0.648,0.378648
14500,0.226,0.159,0.615,0.413152
15000,0.201,0.149,0.650,0.364065
15500,0.203,0.161,0.635,0.391357
16000,0.186,0.166,0.648,0.395117
16500,0.164,0.164,0.672,0.374061
17000,0.149,0.201,0.650,0.387684
17500,0.161,0.179,0.660,0.369480
18000,0.206,0.179,0.615,0.410291
18500,0.203,0.146,0.650,0.394769
19000,0.194,0.146,0.660,0.378015
19500,0.208,0.129,0.663,0.384602
20000,0.243,0.129,0.628,0.409217
20500,0.243,0.136,0.620,0.406438
21000,0.208,0.112,0.680,0.370479
21500,0.201,0.144,0.655,0.402553
22000,0.253,0.139,0.608,0.424009
22500,0.246,0.136,0.618,0.419185
23000,0.268,0.132,0.600,0.425729
23500,0.246,0.124,0.630,0.388105
24000,0.241,0.141,0.618,0.425809
24500,0.226,0.129,0.645,0.390730
25000,0.231,0.124,0.645,0.388635
25500,0.218,0.129,0.653,0.373958
26000,0.228,0.151,0.620,0.423761
26500,0.213,0.166,0.620,0.421722
27000,0.208,0.127,0.665,0.358845
27500,0.203,0.139,0.658,0.371379
28000,0.223,0.112,0.665,0.372945
28500,0.275,0.139,0.586,0.438140
29000,0.238,0.174,0.588,0.454151
29500,0.191,0.169,0.640,0.381740
30000,0.206,0.156,0.638,0.398212
30500,0.181,0.159,0.660,0.376281
31000,0.206,0.122,0.672,0.371631
31500,0.233,0.132,0.635,0.371100
32000,0.218,0.169,0.613,0.410353
32500,0.208,0.166,0.625,0.392561
33000,0.199,0.174,0.628,0.380780
33500,0.169,0.196,0.635,0.383467
34000,0.176,0.156,0.667,0.362275
34500,0.201,0.159,0.640,0.385404
35000,0.174,0.191,0.635,0.404969
35500,0.179,0.194,0.628,0.408710
36000,0.184,0.176,0.640,0.403774
36500,0.218,0.166,0.615,0.405468
37000,0.206,0.129,0.665,0.366781
37500,0.169,0.166,0.665,0.365444
38000,0.196,0.136,0.667,0.364662
38500,0.181,0.134,0.685,0.368560
39000,0.159,0.174,0.667,0.395228
39500,0.159,0.181,0.660,0.402805
40000,0.176,0.206,0.618,0.418839
40500,0.203,0.181,0.615,0.416630
41000,0.203,0.141,0.655,0.372779
41500,0.223,0.119,0.658,0.383988
42000,0.211,0.127,0.663,0.393424
