time,n_A+p,n_B,n_AB
100,0.239,0.283,0.478
200,0.174,0.239,0.587
300,0.174,0.283,0.543
400,0.130,0.272,0.598
500,0.120,0.293,0.587
600,0.130,0.228,0.641
700,0.120,0.239,0.641
800,0.196,0.152,0.652
900,0.272,0.196,0.533
1000,0.207,0.098,0.696
1100,0.207,0.130,0.663
1200,0.283,0.130,0.587
1300,0.228,0.130,0.641
1400,0.228,0.120,0.652
1500,0.207,0.109,0.685
1600,0.174,0.076,0.750
1700,0.250,0.076,0.674
1800,0.207,0.163,0.630
1900,0.196,0.109,0.696
2000,0.250,0.065,0.685
2100,0.239,0.087,0.674
2200,0.239,0.022,0.739
2300,0.261,0.065,0.674
2400,0.196,0.054,0.750
2500,0.207,0.043,0.750
2600,0.185,0.098,0.717
2700,0.141,0.109,0.750
2800,0.185,0.130,0.685
2900,0.174,0.065,0.761
3000,0.130,0.065,0.804
3100,0.130,0.098,0.772
3200,0.141,0.109,0.750
3300,0.120,0.141,0.739
3400,0.120,0.217,0.663
3500,0.130,0.174,0.696
3600,0.141,0.141,0.717
3700,0.141,0.109,0.750
3800,0.174,0.054,0.772
3900,0.141,0.109,0.750
4000,0.207,0.120,0.674
4100,0.283,0.109,0.609
4200,0.261,0.130,0.609
4300,0.250,0.141,0.609
4400,0.217,0.120,0.663
4500,0.239,0.098,0.663
4600,0.239,0.141,0.620
4700,0.239,0.130,0.630
4800,0.207,0.076,0.717
4900,0.239,0.065,0.696
5000,0.163,0.065,0.772
5100,0.207,0.065,0.728
5200,0.217,0.065,0.717
5300,0.120,0.065,0.815
5400,0.152,0.098,0.750
5500,0.239,0.087,0.674
5600,0.283,0.109,0.609
5700,0.207,0.130,0.663
5800,0.152,0.196,0.652
5900,0.141,0.130,0.728
6000,0.163,0.076,0.761
6100,0.087,0.185,0.728
6200,0.076,0.250,0.674
6300,0.109,0.163,0.728
6400,0.185,0.185,0.630
6500,0.185,0.174,0.641
6600,0.261,0.174,0.565
6700,0.185,0.141,0.674
6800,0.174,0.120,0.707
6900,0.152,0.141,0.707
7000,0.228,0.174,0.598
7100,0.196,0.152,0.652
7200,0.174,0.130,0.696
7300,0.174,0.130,0.696
7400,0.120,0.120,0.761
7500,0.130,0.098,0.772
7600,0.120,0.152,0.728
7700,0.120,0.141,0.739
7800,0.196,0.109,0.696
7900,0.250,0.098,0.652
8000,0.250,0.109,0.641
8100,0.196,0.174,0.630
8200,0.174,0.141,0.685
8300,0.163,0.141,0.696
8400,0.120,0.185,0.696
8500,0.163,0.130,0.707
8600,0.120,0.174,0.707
8700,0.141,0.174,0.685
8800,0.098,0.087,0.815
8900,0.141,0.141,0.717
9000,0.120,0.152,0.728
9100,0.130,0.130,0.739
9200,0.098,0.185,0.717
9300,0.141,0.141,0.717
9400,0.152,0.207,0.641
9500,0.109,0.228,0.663
9600,0.130,0.228,0.641
9700,0.130,0.141,0.728
9800,0.163,0.141,0.696
9900,0.120,0.185,0.696
10000,0.098,0.185,0.717
10100,0.109,0.207,0.685
10200,0.120,0.272,0.609
10300,0.130,0.228,0.641
10400,0.076,0.239,0.685
10500,0.065,0.152,0.783
10600,0.043,0.163,0.793
10700,0.098,0.196,0.707
10800,0.076,0.163,0.761
10900,0.076,0.185,0.739
11000,0.130,0.207,0.663
11100,0.087,0.185,0.728
11200,0.076,0.196,0.728
11300,0.098,0.239,0.663
11400,0.087,0.163,0.750
11500,0.141,0.163,0.696
11600,0.152,0.250,0.598
11700,0.185,0.250,0.565
11800,0.217,0.185,0.598
11900,0.163,0.185,0.652
12000,0.130,0.130,0.739
12100,0.174,0.130,0.696
12200,0.130,0.076,0.793
12300,0.152,0.076,0.772
12400,0.130,0.098,0.772
12500,0.120,0.120,0.761
12600,0.228,0.141,0.630
12700,0.196,0.163,0.641
12800,0.152,0.141,0.707
12900,0.174,0.141,0.685
13000,0.174,0.152,0.674
13100,0.196,0.130,0.674
13200,0.261,0.174,0.565
13300,0.196,0.120,0.685
13400,0.196,0.109,0.696
13500,0.163,0.120,0.717
13600,0.163,0.163,0.674
13700,0.207,0.130,0.663
13800,0.185,0.141,0.674
13900,0.228,0.087,0.685
14000,0.185,0.141,0.674
14100,0.174,0.174,0.652
14200,0.174,0.163,0.663
14300,0.141,0.228,0.630
14400,0.141,0.196,0.663
14500,0.163,0.228,0.609
14600,0.152,0.293,0.554
14700,0.120,0.196,0.685
14800,0.098,0.130,0.772
14900,0.120,0.076,0.804
15000,0.130,0.185,0.685
15100,0.109,0.207,0.685
15200,0.120,0.239,0.641
15300,0.141,0.141,0.717
15400,0.163,0.152,0.685
15500,0.141,0.174,0.685
15600,0.174,0.185,0.641
15700,0.228,0.196,0.576
15800,0.163,0.174,0.663
15900,0.163,0.163,0.674
16000,0.185,0.109,0.707
16100,0.098,0.250,0.652
16200,0.109,0.250,0.641
16300,0.043,0.272,0.685
16400,0.043,0.283,0.674
16500,0.076,0.304,0.620
16600,0.130,0.239,0.630
16700,0.098,0.261,0.641
16800,0.120,0.185,0.696
16900,0.087,0.174,0.739
17000,0.109,0.185,0.707
17100,0.098,0.141,0.761
17200,0.141,0.152,0.707
17300,0.130,0.087,0.783
17400,0.228,0.054,0.717
17500,0.250,0.065,0.685
17600,0.207,0.054,0.739
17700,0.174,0.043,0.783
17800,0.163,0.076,0.761
17900,0.152,0.152,0.696
18000,0.130,0.152,0.717
18100,0.185,0.174,0.641
18200,0.196,0.120,0.685
18300,0.207,0.120,0.674
18400,0.141,0.087,0.772
18500,0.196,0.152,0.652
18600,0.163,0.120,0.717
18700,0.152,0.152,0.696
18800,0.174,0.141,0.685
18900,0.228,0.120,0.652
19000,0.207,0.152,0.641
19100,0.207,0.152,0.641
19200,0.185,0.120,0.696
19300,0.174,0.130,0.696
19400,0.196,0.120,0.685
19500,0.130,0.098,0.772
19600,0.098,0.130,0.772
19700,0.065,0.141,0.793
19800,0.087,0.163,0.750
19900,0.109,0.163,0.728
20000,0.109,0.174,0.717
20100,0.076,0.250,0.674
20200,0.130,0.185,0.685
20300,0.185,0.217,0.598
20400,0.152,0.217,0.630
20500,0.130,0.207,0.663
20600,0.228,0.163,0.609
20700,0.217,0.076,0.707
20800,0.272,0.065,0.663
20900,0.272,0.087,0.641
21000,0.196,0.076,0.728
21100,0.239,0.087,0.674
21200,0.250,0.076,0.674
21300,0.196,0.065,0.739
21400,0.130,0.120,0.750
21500,0.163,0.141,0.696
21600,0.163,0.120,0.717
21700,0.141,0.174,0.685
21800,0.163,0.152,0.685
21900,0.196,0.141,0.663
22000,0.152,0.163,0.685
22100,0.152,0.098,0.750
22200,0.152,0.087,0.761
22300,0.239,0.087,0.674
22400,0.141,0.130,0.728
22500,0.163,0.141,0.696
22600,0.228,0.120,0.652
22700,0.185,0.065,0.750
22800,0.185,0.109,0.707
22900,0.141,0.054,0.804
23000,0.163,0.163,0.674
23100,0.141,0.109,0.750
23200,0.152,0.196,0.652
23300,0.217,0.152,0.630
23400,0.163,0.098,0.739
23500,0.120,0.098,0.783
23600,0.163,0.087,0.750
23700,0.141,0.087,0.772
23800,0.174,0.109,0.717
23900,0.152,0.109,0.739
24000,0.141,0.120,0.739
24100,0.174,0.130,0.696
24200,0.174,0.120,0.707
24300,0.174,0.087,0.739
24400,0.130,0.098,0.772
24500,0.163,0.033,0.804
24600,0.185,0.098,0.717
24700,0.196,0.152,0.652
24800,0.152,0.130,0.717
24900,0.196,0.185,0.620
25000,0.152,0.196,0.652
25100,0.163,0.196,0.641
25200,0.196,0.185,0.620
25300,0.228,0.174,0.598
25400,0.326,0.076,0.598
25500,0.250,0.152,0.598
25600,0.250,0.152,0.598
25700,0.207,0.098,0.696
25800,0.174,0.054,0.772
25900,0.163,0.098,0.739
26000,0.141,0.109,0.750
26100,0.130,0.109,0.761
26200,0.109,0.054,0.837
26300,0.109,0.109,0.783
26400,0.174,0.109,0.717
26500,0.130,0.163,0.707
26600,0.130,0.152,0.717
26700,0.163,0.076,0.761
26800,0.130,0.152,0.717
26900,0.152,0.185,0.663
27000,0.163,0.152,0.685
27100,0.185,0.098,0.717
27200,0.120,0.174,0.707
27300,0.098,0.141,0.761
27400,0.098,0.163,0.739
27500,0.098,0.196,0.707
27600,0.163,0.141,0.696
27700,0.174,0.130,0.696
27800,0.120,0.098,0.783
27900,0.141,0.120,0.739
28000,0.130,0.196,0.674
28100,0.109,0.207,0.685
28200,0.141,0.174,0.685
28300,0.120,0.163,0.717
28400,0.120,0.152,0.728
28500,0.141,0.207,0.652
28600,0.109,0.141,0.750
28700,0.163,0.185,0.652
28800,0.217,0.141,0.641
28900,0.185,0.098,0.717
29000,0.217,0.120,0.663
29100,0.174,0.065,0.761
29200,0.130,0.120,0.750
29300,0.239,0.109,0.652
29400,0.217,0.098,0.685
29500,0.326,0.087,0.587
29600,0.293,0.109,0.598
29700,0.228,0.130,0.641
29800,0.174,0.141,0.685
29900,0.174,0.163,0.663
30000,0.098,0.196,0.707
30100,0.109,0.261,0.630
30200,0.065,0.293,0.641
30300,0.065,0.261,0.674
30400,0.065,0.250,0.685
30500,0.054,0.196,0.750
30600,0.120,0.207,0.674
30700,0.098,0.272,0.630
30800,0.120,0.250,0.630
30900,0.098,0.250,0.652
31000,0.087,0.228,0.685
31100,0.065,0.261,0.674
31200,0.054,0.217,0.728
31300,0.065,0.196,0.739
31400,0.120,0.130,0.750
31500,0.109,0.185,0.707
31600,0.120,0.152,0.728
31700,0.120,0.130,0.750
31800,0.109,0.130,0.761
31900,0.152,0.152,0.696
32000,0.120,0.185,0.696
32100,0.196,0.163,0.641
32200,0.196,0.098,0.707
32300,0.207,0.065,0.728
32400,0.283,0.098,0.620
32500,0.250,0.109,0.641
32600,0.185,0.033,0.783
32700,0.250,0.065,0.685
32800,0.250,0.109,0.641
32900,0.228,0.130,0.641
33000,0.239,0.152,0.609
33100,0.261,0.130,0.609
33200,0.228,0.217,0.554
33300,0.152,0.174,0.674
33400,0.217,0.196,0.587
33500,0.207,0.152,0.641
33600,0.239,0.120,0.641
33700,0.130,0.098,0.772
33800,0.141,0.076,0.783
33900,0.152,0.043,0.804
34000,0.163,0.120,0.717
34100,0.130,0.185,0.685
34200,0.120,0.174,0.707
34300,0.152,0.130,0.717
34400,0.109,0.152,0.739
34500,0.120,0.076,0.804
34600,0.163,0.076,0.761
34700,0.163,0.120,0.717
34800,0.141,0.120,0.739
34900,0.174,0.065,0.761
35000,0.207,0.185,0.609
35100,0.174,0.174,0.652
35200,0.152,0.174,0.674
35300,0.098,0.163,0.739
35400,0.054,0.152,0.793
35500,0.065,0.152,0.783
35600,0.109,0.130,0.761
35700,0.152,0.163,0.685
35800,0.196,0.130,0.674
35900,0.130,0.098,0.772
36000,0.185,0.043,0.772
36100,0.196,0.141,0.663
36200,0.250,0.163,0.587
36300,0.239,0.120,0.641
36400,0.185,0.130,0.685
36500,0.174,0.174,0.652
36600,0.109,0.217,0.674
36700,0.109,0.174,0.717
36800,0.152,0.141,0.707
36900,0.152,0.174,0.674
37000,0.141,0.207,0.652
37100,0.196,0.174,0.630
37200,0.174,0.109,0.717
37300,0.163,0.163,0.674
37400,0.163,0.196,0.641
37500,0.174,0.196,0.630
37600,0.207,0.196,0.598
37700,0.196,0.163,0.641
37800,0.185,0.098,0.717
37900,0.174,0.141,0.685
38000,0.163,0.130,0.707
38100,0.130,0.130,0.739
38200,0.098,0.130,0.772
38300,0.141,0.141,0.717
38400,0.163,0.109,0.728
38500,0.120,0.109,0.772
38600,0.163,0.130,0.707
38700,0.120,0.087,0.793
38800,0.109,0.163,0.728
38900,0.098,0.141,0.761
39000,0.087,0.152,0.761
39100,0.087,0.141,0.772
39200,0.141,0.196,0.663
39300,0.163,0.185,0.652
39400,0.141,0.207,0.652
39500,0.174,0.141,0.685
39600,0.196,0.120,0.685
39700,0.152,0.163,0.685
39800,0.130,0.076,0.793
39900,0.196,0.109,0.696
40000,0.217,0.109,0.674
40100,0.196,0.087,0.717
40200,0.250,0.054,0.696
40300,0.217,0.054,0.728
40400,0.141,0.098,0.761
40500,0.163,0.141,0.696
40600,0.120,0.098,0.783
40700,0.076,0.098,0.826
40800,0.109,0.207,0.685
40900,0.065,0.185,0.750
