time,n_A+p,n_B,n_AB
100,0.382,0.289,0.329
200,0.342,0.250,0.408
300,0.303,0.184,0.513
400,0.263,0.276,0.461
500,0.145,0.276,0.579
600,0.118,0.368,0.513
700,0.079,0.461,0.461
800,0.092,0.461,0.447
900,0.145,0.303,0.553
1000,0.263,0.342,0.395
1100,0.263,0.303,0.434
1200,0.197,0.329,0.474
1300,0.092,0.342,0.566
1400,0.224,0.211,0.566
1500,0.118,0.355,0.526
1600,0.184,0.342,0.474
1700,0.224,0.171,0.605
1800,0.355,0.158,0.487
1900,0.237,0.224,0.539
2000,0.250,0.171,0.579
2100,0.211,0.171,0.618
2200,0.316,0.184,0.500
2300,0.263,0.289,0.447
2400,0.237,0.289,0.474
2500,0.184,0.250,0.566
2600,0.250,0.263,0.487
2700,0.355,0.105,0.539
2800,0.263,0.329,0.408
2900,0.224,0.237,0.539
3000,0.263,0.197,0.539
3100,0.211,0.263,0.526
3200,0.276,0.197,0.526
3300,0.197,0.184,0.618
3400,0.395,0.158,0.447
3500,0.368,0.224,0.408
3600,0.303,0.184,0.513
3700,0.355,0.171,0.474
3800,0.421,0.132,0.447
3900,0.342,0.092,0.566
4000,0.289,0.145,0.566
4100,0.263,0.289,0.447
4200,0.276,0.289,0.434
4300,0.421,0.224,0.355
4400,0.355,0.158,0.487
4500,0.276,0.316,0.408
4600,0.342,0.184,0.474
4700,0.421,0.105,0.474
4800,0.474,0.039,0.487
4900,0.461,0.145,0.395
5000,0.263,0.224,0.513
5100,0.224,0.289,0.487
5200,0.250,0.171,0.579
5300,0.434,0.092,0.474
5400,0.395,0.105,0.500
5500,0.487,0.118,0.395
5600,0.395,0.197,0.408
5700,0.303,0.171,0.526
5800,0.329,0.211,0.461
5900,0.132,0.303,0.566
6000,0.289,0.303,0.408
6100,0.289,0.145,0.566
6200,0.289,0.145,0.566
6300,0.329,0.184,0.487
6400,0.211,0.171,0.618
6500,0.289,0.145,0.566
6600,0.276,0.289,0.434
6700,0.303,0.197,0.500
6800,0.329,0.197,0.474
6900,0.513,0.066,0.421
7000,0.618,0.026,0.355
7100,0.605,0.053,0.342
7200,0.447,0.066,0.487
7300,0.618,0.053,0.329
7400,0.500,0.066,0.434
7500,0.487,0.039,0.474
7600,0.211,0.211,0.579
7700,0.263,0.224,0.513
7800,0.158,0.171,0.671
7900,0.105,0.368,0.526
8000,0.105,0.382,0.513
8100,0.184,0.316,0.500
8200,0.145,0.355,0.500
8300,0.132,0.395,0.474
8400,0.092,0.487,0.421
8500,0.105,0.579,0.316
8600,0.105,0.500,0.395
8700,0.197,0.461,0.342
8800,0.132,0.434,0.434
8900,0.342,0.250,0.408
9000,0.197,0.289,0.513
9100,0.303,0.211,0.487
9200,0.276,0.092,0.632
9300,0.342,0.118,0.539
9400,0.224,0.263,0.513
9500,0.276,0.184,0.539
9600,0.289,0.224,0.487
9700,0.303,0.224,0.474
9800,0.263,0.224,0.513
9900,0.303,0.263,0.434
10000,0.224,0.145,0.632
10100,0.250,0.263,0.487
10200,0.276,0.303,0.421
10300,0.382,0.184,0.434
10400,0.329,0.184,0.487
10500,0.461,0.145,0.395
10600,0.500,0.039,0.461
10700,0.355,0.118,0.526
10800,0.579,0.053,0.368
10900,0.579,0.092,0.329
11000,0.566,0.026,0.408
