time,n_A+p,n_B,n_AB
100,0.030,0.965,0.005
200,0.030,0.964,0.006
300,0.030,0.958,0.012
400,0.032,0.952,0.016
500,0.031,0.950,0.019
600,0.031,0.944,0.025
700,0.031,0.939,0.030
800,0.031,0.934,0.035
900,0.031,0.929,0.040
1000,0.031,0.924,0.045
1100,0.031,0.925,0.044
1200,0.031,0.923,0.046
1300,0.034,0.916,0.050
1400,0.034,0.912,0.054
1500,0.033,0.911,0.056
1600,0.031,0.905,0.064
1700,0.031,0.903,0.066
1800,0.031,0.896,0.073
1900,0.030,0.889,0.081
2000,0.030,0.887,0.083
2100,0.030,0.884,0.086
2200,0.030,0.874,0.096
2300,0.030,0.871,0.099
2400,0.030,0.868,0.102
2500,0.030,0.857,0.113
2600,0.036,0.839,0.125
2700,0.036,0.830,0.134
2800,0.036,0.814,0.150
2900,0.035,0.814,0.151
3000,0.034,0.800,0.166
3100,0.032,0.794,0.174
3200,0.031,0.793,0.176
3300,0.036,0.796,0.168
3400,0.036,0.797,0.167
3500,0.039,0.796,0.165
3600,0.039,0.798,0.163
3700,0.039,0.789,0.172
3800,0.039,0.784,0.177
3900,0.038,0.779,0.183
4000,0.037,0.774,0.189
4100,0.040,0.761,0.199
4200,0.040,0.757,0.203
4300,0.045,0.755,0.200
4400,0.050,0.735,0.215
4500,0.049,0.723,0.228
4600,0.049,0.709,0.242
4700,0.050,0.705,0.245
4800,0.053,0.703,0.244
4900,0.051,0.690,0.259
5000,0.050,0.691,0.259
5100,0.054,0.680,0.266
5200,0.054,0.669,0.277
5300,0.054,0.674,0.272
5400,0.055,0.667,0.278
5500,0.062,0.670,0.268
5600,0.059,0.661,0.280
5700,0.059,0.663,0.278
5800,0.063,0.648,0.289
5900,0.067,0.643,0.290
6000,0.066,0.634,0.300
6100,0.066,0.616,0.318
6200,0.064,0.610,0.326
6300,0.063,0.602,0.335
6400,0.058,0.597,0.345
6500,0.061,0.596,0.343
6600,0.067,0.589,0.344
6700,0.066,0.593,0.341
6800,0.079,0.580,0.341
6900,0.075,0.568,0.357
7000,0.084,0.565,0.351
7100,0.081,0.552,0.367
7200,0.079,0.551,0.370
7300,0.079,0.544,0.377
7400,0.074,0.543,0.383
7500,0.074,0.547,0.379
7600,0.077,0.533,0.390
7700,0.082,0.515,0.403
7800,0.091,0.517,0.392
7900,0.094,0.523,0.383
8000,0.095,0.519,0.386
8100,0.100,0.515,0.385
8200,0.102,0.518,0.380
8300,0.099,0.503,0.398
8400,0.106,0.489,0.405
8500,0.109,0.476,0.415
8600,0.105,0.462,0.433
8700,0.104,0.463,0.433
8800,0.110,0.458,0.432
8900,0.113,0.459,0.428
9000,0.120,0.462,0.418
9100,0.132,0.443,0.425
9200,0.129,0.439,0.432
9300,0.145,0.435,0.420
9400,0.150,0.433,0.417
9500,0.149,0.440,0.411
9600,0.156,0.413,0.431
9700,0.157,0.403,0.440
9800,0.164,0.399,0.437
9900,0.175,0.386,0.439
10000,0.170,0.383,0.447
10100,0.173,0.384,0.443
10200,0.169,0.367,0.464
10300,0.174,0.364,0.462
10400,0.168,0.363,0.469
10500,0.162,0.363,0.475
10600,0.160,0.368,0.472
10700,0.151,0.381,0.468
10800,0.164,0.361,0.475
10900,0.164,0.358,0.478
11000,0.167,0.371,0.462
11100,0.176,0.364,0.460
11200,0.162,0.357,0.481
11300,0.161,0.370,0.469
11400,0.167,0.365,0.468
11500,0.176,0.359,0.465
11600,0.180,0.351,0.469
11700,0.172,0.348,0.480
11800,0.177,0.344,0.479
11900,0.183,0.346,0.471
12000,0.182,0.352,0.466
12100,0.187,0.347,0.466
12200,0.188,0.341,0.471
12300,0.189,0.333,0.478
12400,0.188,0.323,0.489
12500,0.202,0.316,0.482
12600,0.197,0.320,0.483
12700,0.201,0.315,0.484
12800,0.210,0.293,0.497
12900,0.209,0.284,0.507
13000,0.220,0.279,0.501
13100,0.219,0.285,0.496
13200,0.219,0.282,0.499
13300,0.217,0.279,0.504
13400,0.217,0.273,0.510
13500,0.223,0.271,0.506
13600,0.218,0.275,0.507
13700,0.228,0.269,0.503
13800,0.214,0.277,0.509
13900,0.218,0.281,0.501
14000,0.217,0.272,0.511
14100,0.221,0.273,0.506
14200,0.218,0.270,0.512
14300,0.222,0.261,0.517
14400,0.222,0.255,0.523
14500,0.230,0.237,0.533
14600,0.223,0.241,0.536
14700,0.220,0.250,0.530
14800,0.232,0.242,0.526
14900,0.237,0.239,0.524
15000,0.240,0.233,0.527
15100,0.232,0.230,0.538
15200,0.243,0.235,0.522
15300,0.249,0.234,0.517
15400,0.248,0.225,0.527
15500,0.253,0.226,0.521
15600,0.251,0.232,0.517
15700,0.252,0.236,0.512
15800,0.246,0.247,0.507
15900,0.249,0.244,0.507
16000,0.252,0.235,0.513
16100,0.251,0.233,0.516
16200,0.263,0.237,0.500
16300,0.262,0.244,0.494
16400,0.263,0.243,0.494
16500,0.260,0.247,0.493
16600,0.273,0.252,0.475
16700,0.263,0.251,0.486
16800,0.267,0.255,0.478
16900,0.264,0.259,0.477
17000,0.264,0.263,0.473
17100,0.267,0.261,0.472
17200,0.274,0.274,0.452
17300,0.269,0.278,0.453
17400,0.266,0.268,0.466
17500,0.260,0.257,0.483
17600,0.264,0.252,0.484
17700,0.256,0.252,0.492
17800,0.273,0.248,0.479
17900,0.266,0.250,0.484
18000,0.265,0.238,0.497
18100,0.262,0.239,0.499
18200,0.266,0.237,0.497
18300,0.259,0.242,0.499
18400,0.263,0.256,0.481
18500,0.270,0.260,0.470
18600,0.281,0.252,0.467
18700,0.280,0.246,0.474
18800,0.278,0.242,0.480
18900,0.286,0.240,0.474
19000,0.291,0.234,0.475
19100,0.297,0.248,0.455
19200,0.310,0.233,0.457
19300,0.298,0.234,0.468
19400,0.307,0.233,0.460
19500,0.298,0.242,0.460
19600,0.302,0.235,0.463
19700,0.298,0.226,0.476
19800,0.299,0.219,0.482
19900,0.299,0.219,0.482
20000,0.303,0.219,0.478
20100,0.305,0.208,0.487
20200,0.318,0.204,0.478
20300,0.313,0.202,0.485
20400,0.321,0.198,0.481
20500,0.326,0.198,0.476
20600,0.318,0.200,0.482
20700,0.327,0.187,0.486
20800,0.339,0.173,0.488
20900,0.352,0.162,0.486
21000,0.363,0.168,0.469
21100,0.365,0.178,0.457
21200,0.360,0.177,0.463
21300,0.345,0.173,0.482
21400,0.347,0.160,0.493
21500,0.342,0.165,0.493
21600,0.336,0.164,0.500
21700,0.347,0.157,0.496
21800,0.339,0.154,0.507
21900,0.346,0.155,0.499
22000,0.346,0.151,0.503
22100,0.352,0.147,0.501
22200,0.353,0.154,0.493
22300,0.355,0.156,0.489
22400,0.351,0.160,0.489
22500,0.357,0.158,0.485
22600,0.368,0.146,0.486
22700,0.368,0.140,0.492
22800,0.364,0.148,0.488
22900,0.374,0.159,0.467
23000,0.378,0.168,0.454
23100,0.372,0.164,0.464
23200,0.371,0.163,0.466
23300,0.372,0.153,0.475
23400,0.382,0.150,0.468
23500,0.375,0.153,0.472
23600,0.380,0.146,0.474
23700,0.385,0.145,0.470
23800,0.382,0.150,0.468
23900,0.385,0.153,0.462
24000,0.391,0.148,0.461
24100,0.390,0.148,0.462
24200,0.396,0.132,0.472
24300,0.404,0.122,0.474
24400,0.406,0.136,0.458
24500,0.406,0.132,0.462
24600,0.397,0.129,0.474
24700,0.396,0.135,0.469
24800,0.383,0.134,0.483
24900,0.394,0.144,0.462
25000,0.394,0.141,0.465
25100,0.391,0.136,0.473
25200,0.376,0.138,0.486
25300,0.380,0.144,0.476
25400,0.394,0.153,0.453
25500,0.383,0.151,0.466
25600,0.384,0.151,0.465
25700,0.381,0.153,0.466
25800,0.392,0.154,0.454
25900,0.387,0.158,0.455
26000,0.385,0.167,0.448
26100,0.381,0.166,0.453
26200,0.385,0.153,0.462
26300,0.381,0.143,0.476
26400,0.386,0.146,0.468
26500,0.398,0.145,0.457
26600,0.393,0.142,0.465
26700,0.399,0.152,0.449
26800,0.391,0.147,0.462
26900,0.392,0.144,0.464
27000,0.380,0.135,0.485
27100,0.381,0.125,0.494
27200,0.370,0.135,0.495
27300,0.369,0.147,0.484
27400,0.371,0.132,0.497
27500,0.369,0.135,0.496
27600,0.375,0.130,0.495
27700,0.367,0.126,0.507
27800,0.374,0.132,0.494
27900,0.376,0.135,0.489
28000,0.373,0.146,0.481
28100,0.375,0.149,0.476
28200,0.378,0.152,0.470
28300,0.376,0.144,0.480
28400,0.373,0.140,0.487
28500,0.363,0.158,0.479
28600,0.368,0.172,0.460
28700,0.360,0.170,0.470
28800,0.361,0.162,0.477
28900,0.342,0.163,0.495
29000,0.334,0.165,0.501
29100,0.340,0.168,0.492
29200,0.344,0.161,0.495
29300,0.345,0.168,0.487
29400,0.346,0.168,0.486
29500,0.353,0.163,0.484
29600,0.354,0.174,0.472
29700,0.358,0.174,0.468
29800,0.350,0.172,0.478
29900,0.357,0.177,0.466
30000,0.357,0.177,0.466
30100,0.360,0.177,0.463
30200,0.367,0.165,0.468
30300,0.365,0.165,0.470
30400,0.378,0.166,0.456
30500,0.375,0.172,0.453
