time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.965,0.005,0.040126
1000,0.037,0.938,0.025,0.105486
1500,0.035,0.918,0.047,0.131987
2000,0.030,0.940,0.030,0.074559
2500,0.035,0.931,0.035,0.092601
3000,0.032,0.916,0.052,0.112940
3500,0.030,0.935,0.035,0.085321
4000,0.030,0.931,0.040,0.086810
4500,0.032,0.933,0.035,0.081550
5000,0.040,0.923,0.037,0.109357
5500,0.035,0.918,0.047,0.111249
6000,0.035,0.926,0.040,0.102996
6500,0.050,0.864,0.087,0.210074
7000,0.035,0.906,0.060,0.126959
7500,0.030,0.953,0.017,0.058689
8000,0.030,0.950,0.020,0.058830
8500,0.032,0.935,0.032,0.090111
9000,0.040,0.945,0.015,0.076666
9500,0.045,0.931,0.025,0.095950
10000,0.040,0.896,0.065,0.150568
10500,0.032,0.913,0.055,0.118198
11000,0.040,0.926,0.035,0.092728
11500,0.037,0.911,0.052,0.110486
12000,0.035,0.918,0.047,0.095607
12500,0.035,0.913,0.052,0.121722
13000,0.035,0.911,0.055,0.113386
13500,0.037,0.921,0.042,0.102133
14000,0.042,0.916,0.042,0.118400
14500,0.035,0.906,0.060,0.125947
15000,0.042,0.913,0.045,0.109587
15500,0.045,0.923,0.032,0.088903
16000,0.042,0.923,0.035,0.101145
16500,0.032,0.921,0.047,0.091732
17000,0.037,0.931,0.032,0.082957
17500,0.040,0.896,0.065,0.145296
18000,0.035,0.940,0.025,0.066353
18500,0.032,0.935,0.032,0.085445
19000,0.032,0.931,0.037,0.087614
19500,0.035,0.903,0.062,0.124987
20000,0.032,0.928,0.040,0.076226
20500,0.030,0.943,0.027,0.068183
21000,0.042,0.864,0.094,0.218183
21500,0.052,0.888,0.060,0.153543
22000,0.047,0.893,0.060,0.158493
22500,0.037,0.908,0.055,0.135386
23000,0.042,0.916,0.042,0.104712
23500,0.037,0.898,0.065,0.135890
24000,0.032,0.916,0.052,0.101390
24500,0.035,0.898,0.067,0.121496
25000,0.040,0.928,0.032,0.084545
25500,0.032,0.921,0.047,0.094356
26000,0.032,0.933,0.035,0.070257
26500,0.032,0.933,0.035,0.077364
27000,0.045,0.903,0.052,0.134439
27500,0.042,0.898,0.060,0.125579
28000,0.047,0.898,0.055,0.123088
28500,0.040,0.908,0.052,0.116021
29000,0.042,0.916,0.042,0.108762
29500,0.047,0.916,0.037,0.109536
30000,0.045,0.918,0.037,0.087284
30500,0.050,0.893,0.057,0.114194
31000,0.040,0.928,0.032,0.074390
31500,0.037,0.926,0.037,0.073418
32000,0.042,0.908,0.050,0.130196
32500,0.040,0.935,0.025,0.070530
33000,0.035,0.931,0.035,0.090824
33500,0.037,0.948,0.015,0.055877
34000,0.037,0.955,0.007,0.048446
34500,0.040,0.943,0.017,0.077563
35000,0.037,0.945,0.017,0.066753
35500,0.040,0.943,0.017,0.066521
36000,0.037,0.933,0.030,0.068487
36500,0.037,0.911,0.052,0.100421
37000,0.040,0.923,0.037,0.084952
37500,0.045,0.908,0.047,0.115728
38000,0.040,0.931,0.030,0.086746
38500,0.040,0.918,0.042,0.110845
39000,0.050,0.906,0.045,0.132636
39500,0.045,0.916,0.040,0.100038
40000,0.035,0.943,0.022,0.053449
40500,0.037,0.948,0.015,0.061937
41000,0.032,0.933,0.035,0.081735
41500,0.035,0.948,0.017,0.049869
42000,0.035,0.931,0.035,0.078008
42500,0.035,0.938,0.027,0.078741
43000,0.035,0.950,0.015,0.061497
43500,0.035,0.943,0.022,0.066226
44000,0.037,0.926,0.037,0.104976
44500,0.035,0.938,0.027,0.074856
45000,0.032,0.938,0.030,0.073994
45500,0.032,0.931,0.037,0.091799
46000,0.032,0.931,0.037,0.085282
46500,0.045,0.908,0.047,0.121379
47000,0.040,0.903,0.057,0.130042
47500,0.035,0.931,0.035,0.086799
48000,0.037,0.913,0.050,0.115272
48500,0.050,0.911,0.040,0.128723
49000,0.042,0.908,0.050,0.111674
49500,0.035,0.921,0.045,0.108684
50000,0.032,0.933,0.035,0.089591
50500,0.035,0.916,0.050,0.114620
51000,0.030,0.923,0.047,0.093314
51500,0.032,0.935,0.032,0.074213
52000,0.030,0.943,0.027,0.083231
52500,0.037,0.921,0.042,0.120474
53000,0.035,0.931,0.035,0.096055
53500,0.032,0.938,0.030,0.074700
54000,0.030,0.923,0.047,0.107615
54500,0.030,0.908,0.062,0.134079
55000,0.042,0.893,0.065,0.154316
55500,0.032,0.926,0.042,0.085761
56000,0.035,0.913,0.052,0.117827
56500,0.037,0.926,0.037,0.091136
57000,0.032,0.913,0.055,0.110702
57500,0.040,0.926,0.035,0.095184
58000,0.040,0.926,0.035,0.101054
58500,0.040,0.903,0.057,0.122958
59000,0.035,0.938,0.027,0.072501
59500,0.035,0.926,0.040,0.092020
60000,0.047,0.903,0.050,0.140472
60500,0.055,0.871,0.074,0.153523
61000,0.047,0.901,0.052,0.125129
61500,0.045,0.926,0.030,0.091807
62000,0.040,0.898,0.062,0.130333
62500,0.040,0.931,0.030,0.089526
63000,0.035,0.938,0.027,0.069225
63500,0.042,0.928,0.030,0.092546
64000,0.042,0.928,0.030,0.089171
64500,0.045,0.891,0.065,0.164052
65000,0.037,0.898,0.065,0.139884
65500,0.035,0.883,0.082,0.157701
66000,0.035,0.913,0.052,0.094454
66500,0.037,0.921,0.042,0.086344
67000,0.040,0.901,0.060,0.122957
67500,0.037,0.903,0.060,0.119657
68000,0.045,0.916,0.040,0.113506
68500,0.052,0.901,0.047,0.125455
69000,0.042,0.898,0.060,0.120124
69500,0.045,0.883,0.072,0.156255
70000,0.030,0.931,0.040,0.072736
70500,0.035,0.906,0.060,0.129929
71000,0.032,0.913,0.055,0.112551
71500,0.030,0.935,0.035,0.071243
72000,0.032,0.918,0.050,0.108983
72500,0.030,0.938,0.032,0.066028
73000,0.030,0.923,0.047,0.102102
73500,0.030,0.938,0.032,0.077078
74000,0.037,0.933,0.030,0.092052
74500,0.032,0.898,0.069,0.158070
75000,0.030,0.933,0.037,0.079380
75500,0.032,0.931,0.037,0.089797
76000,0.030,0.945,0.025,0.065552
76500,0.030,0.945,0.025,0.080862
77000,0.030,0.948,0.022,0.069205
77500,0.030,0.933,0.037,0.100134
78000,0.035,0.931,0.035,0.089392
78500,0.037,0.916,0.047,0.101953
79000,0.032,0.913,0.055,0.115157
79500,0.035,0.928,0.037,0.093473
80000,0.040,0.918,0.042,0.120810
80500,0.040,0.931,0.030,0.092859
81000,0.040,0.938,0.022,0.073090
81500,0.042,0.901,0.057,0.129085
82000,0.035,0.903,0.062,0.114223
82500,0.032,0.926,0.042,0.080728
83000,0.030,0.893,0.077,0.138399
83500,0.035,0.903,0.062,0.117934
84000,0.035,0.916,0.050,0.106907
84500,0.037,0.921,0.042,0.099200
85000,0.030,0.928,0.042,0.072580
85500,0.037,0.893,0.069,0.131160
86000,0.035,0.913,0.052,0.101584
86500,0.037,0.918,0.045,0.090058
87000,0.047,0.908,0.045,0.115729
87500,0.040,0.931,0.030,0.085508
88000,0.037,0.928,0.035,0.109388
88500,0.035,0.928,0.037,0.082737
89000,0.035,0.928,0.037,0.084254
89500,0.037,0.923,0.040,0.108256
90000,0.035,0.933,0.032,0.081388
90500,0.030,0.931,0.040,0.086153
91000,0.030,0.926,0.045,0.108180
91500,0.035,0.921,0.045,0.117992
92000,0.032,0.923,0.045,0.107692
92500,0.042,0.913,0.045,0.113840
93000,0.040,0.921,0.040,0.109540
93500,0.047,0.911,0.042,0.135893
94000,0.032,0.926,0.042,0.093116
94500,0.032,0.943,0.025,0.075190
95000,0.035,0.950,0.015,0.070577
95500,0.030,0.950,0.020,0.066696
96000,0.032,0.938,0.030,0.084620
96500,0.045,0.908,0.047,0.152198
97000,0.040,0.891,0.069,0.133812
97500,0.040,0.923,0.037,0.111279
98000,0.032,0.945,0.022,0.068363
98500,0.032,0.948,0.020,0.065460
99000,0.032,0.950,0.017,0.059420
99500,0.032,0.963,0.005,0.040315
100000,0.032,0.955,0.012,0.070875
