time,n_A+p,n_B,n_AB
100,0.392,0.484,0.124
200,0.350,0.496,0.154
300,0.333,0.486,0.181
400,0.295,0.471,0.233
500,0.270,0.481,0.248
600,0.248,0.504,0.248
700,0.238,0.504,0.258
800,0.226,0.531,0.243
900,0.201,0.526,0.273
1000,0.228,0.521,0.251
1100,0.238,0.526,0.236
1200,0.228,0.524,0.248
1300,0.206,0.546,0.248
1400,0.179,0.563,0.258
1500,0.156,0.583,0.261
1600,0.146,0.593,0.261
1700,0.134,0.608,0.258
1800,0.144,0.603,0.253
1900,0.136,0.605,0.258
2000,0.122,0.620,0.258
2100,0.127,0.650,0.223
2200,0.122,0.680,0.199
2300,0.107,0.700,0.194
2400,0.092,0.705,0.203
2500,0.069,0.732,0.199
2600,0.047,0.754,0.199
2700,0.045,0.767,0.189
2800,0.042,0.782,0.176
2900,0.045,0.797,0.159
3000,0.040,0.811,0.149
3100,0.030,0.819,0.151
3200,0.027,0.841,0.132
3300,0.027,0.846,0.127
3400,0.025,0.849,0.127
3500,0.025,0.849,0.127
3600,0.020,0.856,0.124
3700,0.022,0.871,0.107
3800,0.015,0.873,0.112
3900,0.015,0.878,0.107
4000,0.012,0.886,0.102
4100,0.012,0.888,0.099
4200,0.010,0.891,0.099
4300,0.020,0.861,0.119
4400,0.015,0.866,0.119
4500,0.010,0.878,0.112
4600,0.020,0.886,0.094
4700,0.015,0.883,0.102
4800,0.022,0.883,0.094
4900,0.027,0.873,0.099
5000,0.035,0.851,0.114
5100,0.017,0.861,0.122
5200,0.017,0.881,0.102
5300,0.015,0.888,0.097
5400,0.012,0.901,0.087
5500,0.012,0.903,0.084
5600,0.010,0.906,0.084
5700,0.005,0.918,0.077
5800,0.002,0.928,0.069
5900,0.002,0.931,0.067
6000,0.002,0.931,0.067
6100,0.002,0.938,0.060
6200,0.002,0.935,0.062
6300,0.005,0.938,0.057
6400,0.005,0.943,0.052
6500,0.005,0.931,0.065
6600,0.005,0.923,0.072
6700,0.005,0.933,0.062
6800,0.005,0.938,0.057
6900,0.002,0.940,0.057
7000,0.002,0.943,0.055
7100,0.002,0.945,0.052
7200,0.002,0.948,0.050
7300,0.002,0.940,0.057
7400,0.002,0.963,0.035
7500,0.007,0.963,0.030
7600,0.007,0.968,0.025
7700,0.005,0.975,0.020
7800,0.005,0.975,0.020
7900,0.002,0.978,0.020
8000,0.002,0.978,0.020
8100,0.002,0.980,0.017
8200,0.002,0.980,0.017
8300,0.002,0.983,0.015
8400,0.002,0.983,0.015
8500,0.002,0.980,0.017
8600,0.002,0.980,0.017
8700,0.002,0.980,0.017
8800,0.002,0.983,0.015
8900,0.002,0.978,0.020
9000,0.002,0.983,0.015
9100,0.002,0.988,0.010
9200,0.002,0.988,0.010
9300,0.002,0.988,0.010
9400,0.002,0.983,0.015
9500,0.002,0.985,0.012
9600,0.002,0.985,0.012
9700,0.002,0.988,0.010
9800,0.002,0.988,0.010
9900,0.002,0.990,0.007
10000,0.002,0.993,0.005
10100,0.002,0.993,0.005
10200,0.002,0.993,0.005
10300,0.002,0.993,0.005
10400,0.002,0.993,0.005
10500,0.002,0.993,0.005
10600,0.002,0.993,0.005
10700,0.002,0.993,0.005
10800,0.002,0.993,0.005
10900,0.002,0.993,0.005
11000,0.002,0.993,0.005
11100,0.002,0.993,0.005
11200,0.002,0.993,0.005
11300,0.002,0.993,0.005
11400,0.002,0.993,0.005
11500,0.002,0.993,0.005
11600,0.002,0.993,0.005
11700,0.002,0.990,0.007
11800,0.002,0.993,0.005
11900,0.002,0.993,0.005
12000,0.002,0.993,0.005
12100,0.002,0.993,0.005
12200,0.002,0.993,0.005
12300,0.002,0.993,0.005
12400,0.002,0.993,0.005
12500,0.002,0.993,0.005
12600,0.002,0.993,0.005
12700,0.002,0.993,0.005
12800,0.002,0.993,0.005
12900,0.002,0.993,0.005
13000,0.002,0.993,0.005
13100,0.002,0.993,0.005
13200,0.002,0.993,0.005
13300,0.002,0.993,0.005
13400,0.002,0.993,0.005
13500,0.002,0.993,0.005
13600,0.002,0.993,0.005
13700,0.002,0.993,0.005
13800,0.002,0.993,0.005
13900,0.000,0.993,0.007
14000,0.000,0.993,0.007
14100,0.000,0.993,0.007
14200,0.000,0.993,0.007
14300,0.000,0.993,0.007
14400,0.000,0.993,0.007
14500,0.000,0.993,0.007
14600,0.000,0.993,0.007
14700,0.000,0.993,0.007
14800,0.000,0.993,0.007
14900,0.000,0.993,0.007
15000,0.000,0.993,0.007
15100,0.000,0.993,0.007
15200,0.000,0.993,0.007
15300,0.000,0.993,0.007
15400,0.000,0.993,0.007
15500,0.000,0.993,0.007
15600,0.000,0.993,0.007
15700,0.000,0.993,0.007
15800,0.000,0.993,0.007
15900,0.000,0.993,0.007
16000,0.000,0.993,0.007
16100,0.000,0.993,0.007
16200,0.000,0.993,0.007
16300,0.000,0.993,0.007
16400,0.000,0.993,0.007
16500,0.000,0.993,0.007
16600,0.000,0.993,0.007
16700,0.000,0.993,0.007
16800,0.000,0.993,0.007
16900,0.000,0.993,0.007
17000,0.000,0.993,0.007
17100,0.000,0.993,0.007
17200,0.000,0.993,0.007
17300,0.000,0.993,0.007
17400,0.000,0.993,0.007
17500,0.000,0.993,0.007
17600,0.000,0.993,0.007
17700,0.000,0.993,0.007
17800,0.000,0.993,0.007
17900,0.000,0.993,0.007
18000,0.000,0.993,0.007
18100,0.000,0.993,0.007
18200,0.000,0.993,0.007
18300,0.000,0.993,0.007
18400,0.000,0.993,0.007
18500,0.000,0.995,0.005
18600,0.000,0.998,0.002
18700,0.000,0.998,0.002
18800,0.000,0.998,0.002
18900,0.000,0.998,0.002
19000,0.000,0.998,0.002
19100,0.000,0.998,0.002
19200,0.000,0.998,0.002
19300,0.000,0.998,0.002
19400,0.000,0.998,0.002
19500,0.000,0.998,0.002
19600,0.000,0.998,0.002
19700,0.000,0.998,0.002
19800,0.000,0.998,0.002
19900,0.000,0.998,0.002
20000,0.000,0.998,0.002
20100,0.000,0.998,0.002
20200,0.000,0.998,0.002
20300,0.000,0.998,0.002
20400,0.000,0.998,0.002
20500,0.000,0.998,0.002
20600,0.000,0.998,0.002
20700,0.000,0.998,0.002
20800,0.000,0.998,0.002
20900,0.000,0.998,0.002
21000,0.000,0.998,0.002
21100,0.000,0.998,0.002
21200,0.000,0.998,0.002
21300,0.000,0.998,0.002
21400,0.000,0.998,0.002
21500,0.000,0.998,0.002
21600,0.000,0.998,0.002
21700,0.000,0.998,0.002
21800,0.000,0.998,0.002
21900,0.000,0.998,0.002
22000,0.000,0.998,0.002
22100,0.000,0.998,0.002
22200,0.000,0.998,0.002
22300,0.000,0.998,0.002
22400,0.000,0.998,0.002
22500,0.000,0.998,0.002
22600,0.000,0.998,0.002
22700,0.000,0.998,0.002
22800,0.000,0.998,0.002
22900,0.000,0.998,0.002
23000,0.000,0.998,0.002
23100,0.000,0.998,0.002
23200,0.000,0.998,0.002
23300,0.000,0.998,0.002
23400,0.000,0.998,0.002
23500,0.000,0.998,0.002
23600,0.000,0.998,0.002
23700,0.000,0.998,0.002
23800,0.000,0.998,0.002
23900,0.000,0.998,0.002
24000,0.000,0.998,0.002
24100,0.000,0.998,0.002
24200,0.000,0.998,0.002
24300,0.000,0.998,0.002
24400,0.000,0.998,0.002
24500,0.000,0.998,0.002
24600,0.000,0.998,0.002
24700,0.000,0.995,0.005
24800,0.000,0.998,0.002
24900,0.000,0.998,0.002
25000,0.000,0.998,0.002
25100,0.000,0.998,0.002
25200,0.000,0.998,0.002
25300,0.000,0.998,0.002
25400,0.000,0.998,0.002
25500,0.000,0.998,0.002
25600,0.000,0.998,0.002
25700,0.000,0.998,0.002
25800,0.000,0.998,0.002
25900,0.000,0.998,0.002
26000,0.000,0.998,0.002
26100,0.000,0.998,0.002
26200,0.000,0.998,0.002
26300,0.000,0.998,0.002
26400,0.000,0.998,0.002
26500,0.000,0.998,0.002
26600,0.000,0.998,0.002
26700,0.000,0.998,0.002
26800,0.000,0.998,0.002
26900,0.000,0.998,0.002
27000,0.000,0.998,0.002
27100,0.000,0.998,0.002
27200,0.000,0.998,0.002
27300,0.000,0.998,0.002
27400,0.000,0.998,0.002
27500,0.000,0.998,0.002
27600,0.000,0.998,0.002
27700,0.000,0.998,0.002
27800,0.000,0.998,0.002
27900,0.000,0.998,0.002
28000,0.000,0.998,0.002
28100,0.000,0.998,0.002
28200,0.000,0.998,0.002
28300,0.000,0.998,0.002
28400,0.000,0.998,0.002
28500,0.000,0.998,0.002
28600,0.000,0.998,0.002
28700,0.000,0.998,0.002
28800,0.000,0.998,0.002
28900,0.000,0.998,0.002
29000,0.000,0.998,0.002
29100,0.000,0.998,0.002
29200,0.000,0.998,0.002
29300,0.000,0.998,0.002
29400,0.000,0.998,0.002
29500,0.000,0.998,0.002
29600,0.000,0.998,0.002
29700,0.000,0.998,0.002
29800,0.000,0.998,0.002
29900,0.000,0.998,0.002
30000,0.000,0.998,0.002
30100,0.000,0.998,0.002
30200,0.000,0.998,0.002
30300,0.000,0.998,0.002
30400,0.000,0.998,0.002
30500,0.000,0.998,0.002
30600,0.000,0.998,0.002
30700,0.000,0.998,0.002
30800,0.000,0.998,0.002
30900,0.000,0.998,0.002
31000,0.000,0.998,0.002
31100,0.000,0.998,0.002
31200,0.000,0.998,0.002
31300,0.000,0.998,0.002
31400,0.000,0.998,0.002
31500,0.000,0.998,0.002
31600,0.000,0.998,0.002
31700,0.000,0.998,0.002
31800,0.000,0.998,0.002
31900,0.000,0.998,0.002
32000,0.000,0.998,0.002
32100,0.000,0.998,0.002
32200,0.000,0.998,0.002
32300,0.000,0.998,0.002
32400,0.000,0.998,0.002
32500,0.000,0.998,0.002
32600,0.000,0.998,0.002
32700,0.000,0.998,0.002
32800,0.000,0.998,0.002
32900,0.000,0.998,0.002
33000,0.000,0.998,0.002
33100,0.000,0.998,0.002
33200,0.000,0.998,0.002
33300,0.000,0.998,0.002
33400,0.000,0.998,0.002
33500,0.000,0.998,0.002
33600,0.000,0.998,0.002
33700,0.000,0.998,0.002
33800,0.000,0.998,0.002
33900,0.000,0.998,0.002
34000,0.000,0.998,0.002
34100,0.000,0.998,0.002
34200,0.000,0.998,0.002
34300,0.000,0.998,0.002
34400,0.000,0.998,0.002
34500,0.000,0.998,0.002
34600,0.000,0.998,0.002
34700,0.000,0.998,0.002
34800,0.000,0.998,0.002
34900,0.000,0.998,0.002
35000,0.000,0.998,0.002
35100,0.000,0.998,0.002
35200,0.000,0.998,0.002
35300,0.000,0.998,0.002
35400,0.000,0.998,0.002
35500,0.000,0.998,0.002
35600,0.000,0.998,0.002
35700,0.000,0.998,0.002
35800,0.000,0.998,0.002
35900,0.000,0.998,0.002
36000,0.000,0.998,0.002
36100,0.000,0.998,0.002
36200,0.000,0.998,0.002
36300,0.000,0.998,0.002
36400,0.000,0.998,0.002
36500,0.000,0.998,0.002
36600,0.000,0.998,0.002
36700,0.000,0.998,0.002
36800,0.000,0.998,0.002
36900,0.000,1.000,0.000
