time,n_A+p,n_B,n_AB
500,0.030,0.883,0.087
1000,0.030,0.806,0.164
1500,0.032,0.742,0.226
2000,0.036,0.696,0.268
2500,0.030,0.675,0.295
3000,0.037,0.633,0.330
3500,0.048,0.568,0.384
4000,0.038,0.520,0.442
4500,0.045,0.460,0.495
5000,0.039,0.509,0.452
5500,0.044,0.570,0.386
6000,0.039,0.517,0.444
6500,0.042,0.517,0.441
7000,0.036,0.552,0.412
7500,0.035,0.546,0.419
8000,0.035,0.579,0.386
8500,0.035,0.620,0.345
9000,0.041,0.578,0.381
9500,0.035,0.614,0.351
10000,0.035,0.625,0.340
10500,0.041,0.609,0.350
11000,0.037,0.615,0.348
11500,0.037,0.575,0.388
12000,0.041,0.508,0.451
12500,0.040,0.508,0.452
13000,0.037,0.576,0.387
13500,0.036,0.532,0.432
14000,0.030,0.555,0.415
14500,0.043,0.528,0.429
15000,0.058,0.480,0.462
15500,0.055,0.447,0.498
16000,0.036,0.496,0.468
16500,0.044,0.539,0.417
17000,0.050,0.493,0.457
17500,0.043,0.480,0.477
18000,0.042,0.490,0.468
18500,0.044,0.501,0.455
19000,0.040,0.509,0.451
19500,0.043,0.550,0.407
20000,0.043,0.505,0.452
20500,0.041,0.514,0.445
21000,0.044,0.504,0.452
21500,0.048,0.483,0.469
22000,0.044,0.544,0.412
22500,0.038,0.547,0.415
23000,0.036,0.545,0.419
23500,0.050,0.524,0.426
24000,0.058,0.431,0.511
24500,0.060,0.382,0.558
25000,0.057,0.432,0.511
25500,0.058,0.478,0.464
26000,0.054,0.463,0.483
26500,0.058,0.490,0.452
27000,0.041,0.448,0.511
27500,0.049,0.451,0.500
28000,0.044,0.503,0.453
28500,0.037,0.509,0.454
29000,0.040,0.474,0.486
29500,0.038,0.485,0.477
30000,0.050,0.408,0.542
30500,0.056,0.389,0.555
31000,0.049,0.454,0.497
31500,0.040,0.554,0.406
32000,0.045,0.574,0.381
32500,0.035,0.536,0.429
33000,0.037,0.565,0.398
33500,0.037,0.571,0.392
34000,0.041,0.515,0.444
34500,0.046,0.515,0.439
35000,0.038,0.511,0.451
35500,0.049,0.480,0.471
36000,0.044,0.480,0.476
36500,0.033,0.524,0.443
37000,0.038,0.576,0.386
37500,0.042,0.580,0.378
38000,0.038,0.539,0.423
38500,0.036,0.534,0.430
39000,0.051,0.529,0.420
39500,0.041,0.523,0.436
40000,0.055,0.458,0.487
40500,0.062,0.358,0.580
41000,0.061,0.367,0.572
41500,0.070,0.401,0.529
42000,0.049,0.468,0.483
42500,0.042,0.460,0.498
43000,0.049,0.485,0.466
43500,0.052,0.474,0.474
44000,0.046,0.552,0.402
44500,0.039,0.440,0.521
45000,0.053,0.411,0.536
45500,0.050,0.483,0.467
46000,0.042,0.558,0.400
46500,0.040,0.579,0.381
47000,0.051,0.574,0.375
47500,0.037,0.559,0.404
48000,0.037,0.523,0.440
48500,0.045,0.474,0.481
49000,0.041,0.525,0.434
49500,0.037,0.504,0.459
50000,0.038,0.591,0.371
50500,0.035,0.608,0.357
51000,0.042,0.537,0.421
51500,0.040,0.503,0.457
52000,0.042,0.507,0.451
52500,0.035,0.560,0.405
53000,0.035,0.577,0.388
53500,0.041,0.493,0.466
54000,0.046,0.481,0.473
54500,0.043,0.442,0.515
55000,0.046,0.527,0.427
55500,0.051,0.497,0.452
56000,0.045,0.505,0.450
56500,0.041,0.494,0.465
57000,0.038,0.554,0.408
57500,0.047,0.561,0.392
58000,0.049,0.451,0.500
58500,0.036,0.432,0.532
59000,0.047,0.423,0.530
59500,0.047,0.395,0.558
60000,0.062,0.361,0.577
60500,0.051,0.440,0.509
61000,0.053,0.405,0.542
61500,0.062,0.428,0.510
62000,0.054,0.441,0.505
62500,0.055,0.460,0.485
63000,0.052,0.483,0.465
63500,0.041,0.509,0.450
64000,0.038,0.564,0.398
64500,0.044,0.478,0.478
65000,0.041,0.483,0.476
65500,0.042,0.496,0.462
66000,0.035,0.520,0.445
66500,0.042,0.495,0.463
67000,0.037,0.460,0.503
67500,0.044,0.495,0.461
68000,0.045,0.526,0.429
68500,0.058,0.386,0.556
69000,0.042,0.455,0.503
69500,0.044,0.518,0.438
70000,0.033,0.573,0.394
70500,0.034,0.514,0.452
71000,0.033,0.497,0.470
71500,0.042,0.621,0.337
72000,0.037,0.632,0.331
72500,0.035,0.591,0.374
73000,0.037,0.566,0.397
73500,0.033,0.593,0.374
74000,0.043,0.558,0.399
74500,0.038,0.519,0.443
75000,0.036,0.587,0.377
75500,0.044,0.539,0.417
76000,0.035,0.534,0.431
76500,0.038,0.507,0.455
77000,0.035,0.535,0.430
77500,0.034,0.637,0.329
78000,0.034,0.630,0.336
78500,0.037,0.593,0.370
79000,0.038,0.480,0.482
79500,0.044,0.499,0.457
80000,0.044,0.471,0.485
80500,0.037,0.552,0.411
81000,0.038,0.539,0.423
81500,0.035,0.509,0.456
82000,0.039,0.539,0.422
82500,0.040,0.580,0.380
83000,0.049,0.545,0.406
83500,0.040,0.547,0.413
84000,0.039,0.492,0.469
84500,0.040,0.465,0.495
85000,0.045,0.559,0.396
85500,0.048,0.526,0.426
86000,0.046,0.511,0.443
86500,0.048,0.458,0.494
87000,0.041,0.546,0.413
87500,0.044,0.548,0.408
88000,0.037,0.565,0.398
88500,0.037,0.516,0.447
89000,0.040,0.514,0.446
89500,0.043,0.493,0.464
90000,0.055,0.499,0.446
90500,0.035,0.521,0.444
91000,0.041,0.507,0.452
91500,0.037,0.583,0.380
92000,0.033,0.583,0.384
92500,0.047,0.529,0.424
93000,0.041,0.528,0.431
93500,0.053,0.486,0.461
94000,0.052,0.483,0.465
94500,0.051,0.426,0.523
95000,0.055,0.475,0.470
95500,0.043,0.474,0.483
96000,0.053,0.463,0.484
96500,0.045,0.484,0.471
97000,0.042,0.480,0.478
97500,0.038,0.510,0.452
98000,0.038,0.561,0.401
98500,0.037,0.596,0.367
99000,0.042,0.595,0.363
99500,0.039,0.538,0.423
100000,0.034,0.601,0.365
100500,0.034,0.539,0.427
101000,0.037,0.635,0.328
101500,0.038,0.565,0.397
102000,0.039,0.613,0.348
102500,0.041,0.602,0.357
103000,0.034,0.598,0.368
103500,0.037,0.620,0.343
104000,0.047,0.532,0.421
104500,0.052,0.496,0.452
105000,0.033,0.489,0.478
105500,0.041,0.436,0.523
106000,0.050,0.406,0.544
106500,0.058,0.380,0.562
107000,0.060,0.412,0.528
107500,0.060,0.476,0.464
108000,0.046,0.468,0.486
108500,0.043,0.493,0.464
109000,0.044,0.552,0.404
109500,0.040,0.572,0.388
110000,0.040,0.581,0.379
110500,0.036,0.558,0.406
111000,0.037,0.549,0.414
111500,0.038,0.560,0.402
112000,0.035,0.593,0.372
112500,0.046,0.547,0.407
113000,0.035,0.557,0.408
113500,0.041,0.580,0.379
114000,0.038,0.550,0.412
114500,0.035,0.626,0.339
115000,0.032,0.547,0.421
115500,0.036,0.548,0.416
116000,0.040,0.544,0.416
116500,0.034,0.563,0.403
117000,0.031,0.625,0.344
117500,0.033,0.564,0.403
118000,0.033,0.604,0.363
118500,0.036,0.636,0.328
119000,0.038,0.587,0.375
119500,0.044,0.504,0.452
120000,0.045,0.473,0.482
120500,0.046,0.467,0.487
121000,0.043,0.448,0.509
121500,0.039,0.444,0.517
122000,0.041,0.588,0.371
122500,0.033,0.542,0.425
123000,0.050,0.513,0.437
123500,0.050,0.391,0.559
124000,0.046,0.471,0.483
124500,0.048,0.503,0.449
125000,0.041,0.548,0.411
125500,0.040,0.581,0.379
126000,0.038,0.542,0.420
126500,0.040,0.591,0.369
127000,0.038,0.558,0.404
127500,0.056,0.474,0.470
128000,0.048,0.479,0.473
128500,0.045,0.506,0.449
129000,0.038,0.586,0.376
129500,0.038,0.525,0.437
130000,0.035,0.508,0.457
130500,0.034,0.576,0.390
131000,0.034,0.630,0.336
131500,0.036,0.572,0.392
132000,0.041,0.583,0.376
132500,0.040,0.557,0.403
133000,0.040,0.542,0.418
133500,0.038,0.540,0.422
134000,0.039,0.522,0.439
134500,0.032,0.465,0.503
135000,0.033,0.520,0.447
135500,0.035,0.523,0.442
136000,0.038,0.463,0.499
136500,0.041,0.485,0.474
137000,0.043,0.492,0.465
137500,0.044,0.490,0.466
138000,0.038,0.567,0.395
138500,0.039,0.631,0.330
139000,0.036,0.681,0.283
139500,0.034,0.625,0.341
140000,0.036,0.624,0.340
140500,0.032,0.593,0.375
141000,0.038,0.592,0.370
141500,0.031,0.574,0.395
142000,0.036,0.638,0.326
142500,0.034,0.684,0.282
143000,0.034,0.617,0.349
143500,0.039,0.639,0.322
144000,0.038,0.630,0.332
144500,0.034,0.662,0.304
145000,0.034,0.620,0.346
145500,0.039,0.513,0.448
146000,0.041,0.535,0.424
146500,0.031,0.568,0.401
147000,0.033,0.643,0.324
147500,0.033,0.629,0.338
148000,0.035,0.678,0.287
148500,0.041,0.635,0.324
149000,0.040,0.531,0.429
149500,0.047,0.495,0.458
150000,0.046,0.450,0.504
150500,0.040,0.559,0.401
151000,0.037,0.631,0.332
151500,0.038,0.617,0.345
152000,0.034,0.544,0.422
152500,0.046,0.573,0.381
153000,0.046,0.480,0.474
153500,0.042,0.503,0.455
154000,0.038,0.526,0.436
154500,0.040,0.583,0.377
155000,0.044,0.562,0.394
155500,0.048,0.488,0.464
156000,0.039,0.489,0.472
156500,0.041,0.464,0.495
157000,0.047,0.415,0.538
157500,0.042,0.431,0.527
158000,0.054,0.431,0.515
158500,0.038,0.518,0.444
159000,0.041,0.517,0.442
159500,0.043,0.523,0.434
160000,0.048,0.481,0.471
160500,0.045,0.550,0.405
161000,0.040,0.543,0.417
161500,0.033,0.605,0.362
162000,0.034,0.641,0.325
162500,0.037,0.577,0.386
163000,0.041,0.540,0.419
163500,0.034,0.646,0.320
164000,0.038,0.612,0.350
164500,0.035,0.600,0.365
165000,0.037,0.537,0.426
165500,0.033,0.516,0.451
166000,0.043,0.506,0.451
166500,0.037,0.527,0.436
167000,0.047,0.521,0.432
167500,0.036,0.567,0.397
168000,0.036,0.568,0.396
168500,0.039,0.569,0.392
169000,0.034,0.618,0.348
169500,0.033,0.652,0.315
170000,0.043,0.522,0.435
170500,0.039,0.572,0.389
171000,0.035,0.529,0.436
171500,0.049,0.430,0.521
172000,0.039,0.453,0.508
172500,0.035,0.444,0.521
173000,0.035,0.523,0.442
173500,0.043,0.581,0.376
174000,0.044,0.510,0.446
174500,0.049,0.484,0.467
175000,0.050,0.502,0.448
175500,0.043,0.531,0.426
176000,0.048,0.507,0.445
176500,0.045,0.522,0.433
177000,0.039,0.497,0.464
177500,0.043,0.530,0.427
178000,0.039,0.563,0.398
178500,0.037,0.567,0.396
179000,0.036,0.526,0.438
179500,0.052,0.469,0.479
180000,0.055,0.452,0.493
180500,0.053,0.479,0.468
181000,0.043,0.534,0.423
181500,0.039,0.532,0.429
182000,0.032,0.567,0.401
182500,0.043,0.603,0.354
183000,0.034,0.619,0.347
183500,0.033,0.655,0.312
184000,0.035,0.636,0.329
184500,0.034,0.640,0.326
185000,0.035,0.627,0.338
185500,0.034,0.588,0.378
186000,0.036,0.602,0.362
186500,0.032,0.652,0.316
187000,0.035,0.667,0.298
187500,0.033,0.618,0.349
188000,0.033,0.525,0.442
188500,0.034,0.545,0.421
189000,0.043,0.529,0.428
189500,0.045,0.456,0.499
190000,0.039,0.403,0.558
190500,0.045,0.457,0.498
191000,0.053,0.438,0.509
191500,0.063,0.411,0.526
192000,0.051,0.435,0.514
192500,0.040,0.467,0.493
193000,0.038,0.501,0.461
193500,0.043,0.518,0.439
194000,0.041,0.455,0.504
194500,0.039,0.469,0.492
195000,0.043,0.537,0.420
195500,0.034,0.515,0.451
196000,0.038,0.573,0.389
196500,0.036,0.619,0.345
197000,0.034,0.600,0.366
197500,0.048,0.546,0.406
198000,0.035,0.575,0.390
198500,0.038,0.614,0.348
199000,0.036,0.573,0.391
199500,0.032,0.558,0.410
200000,0.032,0.598,0.370
200500,0.035,0.556,0.409
201000,0.035,0.596,0.369
201500,0.037,0.593,0.370
202000,0.042,0.628,0.330
202500,0.032,0.626,0.342
203000,0.038,0.643,0.319
203500,0.035,0.525,0.440
204000,0.037,0.465,0.498
204500,0.051,0.439,0.510
205000,0.053,0.461,0.486
205500,0.039,0.406,0.555
206000,0.041,0.546,0.413
206500,0.042,0.520,0.438
207000,0.038,0.508,0.454
207500,0.052,0.432,0.516
208000,0.046,0.508,0.446
208500,0.041,0.580,0.379
209000,0.039,0.544,0.417
209500,0.035,0.609,0.356
210000,0.034,0.618,0.348
210500,0.044,0.584,0.372
211000,0.036,0.604,0.360
211500,0.035,0.610,0.355
212000,0.035,0.655,0.310
212500,0.039,0.560,0.401
213000,0.039,0.518,0.443
213500,0.040,0.522,0.438
214000,0.038,0.553,0.409
214500,0.032,0.530,0.438
