time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.920,0.052,0.118351
1000,0.028,0.795,0.177,0.267973
1500,0.037,0.590,0.373,0.396053
2000,0.058,0.419,0.523,0.420016
2500,0.089,0.327,0.584,0.407326
3000,0.098,0.251,0.651,0.360482
3500,0.156,0.177,0.667,0.378546
4000,0.138,0.131,0.731,0.339454
4500,0.122,0.086,0.792,0.256179
5000,0.180,0.086,0.734,0.330020
5500,0.153,0.089,0.758,0.289050
6000,0.211,0.101,0.688,0.361653
6500,0.168,0.125,0.706,0.345126
7000,0.153,0.107,0.740,0.349160
7500,0.168,0.113,0.719,0.345498
8000,0.202,0.076,0.722,0.344370
8500,0.190,0.076,0.734,0.337006
9000,0.211,0.080,0.709,0.343391
9500,0.138,0.098,0.765,0.298605
10000,0.193,0.116,0.691,0.364203
10500,0.202,0.110,0.688,0.358184
11000,0.214,0.095,0.691,0.376036
11500,0.199,0.125,0.676,0.360871
12000,0.196,0.089,0.716,0.322688
12500,0.159,0.101,0.740,0.317012
13000,0.147,0.098,0.755,0.312318
13500,0.159,0.098,0.743,0.316056
14000,0.141,0.089,0.771,0.278494
14500,0.171,0.138,0.691,0.365814
15000,0.144,0.141,0.716,0.345386
15500,0.153,0.153,0.694,0.386971
16000,0.165,0.141,0.694,0.367975
16500,0.153,0.125,0.722,0.330737
17000,0.162,0.122,0.716,0.331468
17500,0.159,0.138,0.703,0.354379
18000,0.128,0.156,0.716,0.332857
18500,0.153,0.150,0.697,0.345807
19000,0.138,0.156,0.706,0.348542
19500,0.144,0.119,0.737,0.306148
20000,0.171,0.098,0.731,0.338209
20500,0.165,0.086,0.749,0.311883
21000,0.171,0.119,0.709,0.358770
21500,0.174,0.131,0.694,0.371606
22000,0.159,0.113,0.728,0.316010
22500,0.153,0.150,0.697,0.356006
23000,0.131,0.141,0.728,0.327015
23500,0.095,0.153,0.752,0.315004
24000,0.119,0.141,0.740,0.325560
24500,0.205,0.104,0.691,0.362982
25000,0.150,0.125,0.725,0.360502
25500,0.153,0.119,0.728,0.336286
26000,0.156,0.095,0.749,0.312060
26500,0.171,0.171,0.657,0.398926
27000,0.153,0.153,0.694,0.374170
27500,0.150,0.119,0.731,0.335204
28000,0.144,0.095,0.761,0.288166
28500,0.180,0.086,0.734,0.347700
29000,0.147,0.125,0.728,0.354894
29500,0.122,0.141,0.737,0.314888
30000,0.135,0.150,0.716,0.351029
30500,0.144,0.116,0.740,0.326803
31000,0.144,0.128,0.728,0.344314
31500,0.183,0.080,0.737,0.344160
32000,0.177,0.092,0.731,0.348072
32500,0.165,0.101,0.734,0.355291
33000,0.128,0.110,0.761,0.313803
33500,0.171,0.128,0.700,0.371052
34000,0.168,0.125,0.706,0.356577
34500,0.153,0.095,0.752,0.310653
35000,0.171,0.131,0.697,0.365297
35500,0.208,0.101,0.691,0.365234
36000,0.187,0.067,0.746,0.323876
36500,0.116,0.086,0.798,0.280687
37000,0.165,0.086,0.749,0.333352
37500,0.171,0.076,0.752,0.319067
38000,0.141,0.110,0.749,0.301009
38500,0.119,0.125,0.755,0.311203
39000,0.119,0.110,0.771,0.299359
39500,0.135,0.086,0.780,0.276844
40000,0.150,0.128,0.722,0.341851
40500,0.147,0.119,0.734,0.334613
41000,0.183,0.110,0.706,0.375035
41500,0.128,0.095,0.777,0.305598
42000,0.205,0.086,0.709,0.335776
42500,0.159,0.107,0.734,0.323380
43000,0.147,0.141,0.713,0.369280
43500,0.180,0.107,0.713,0.360382
44000,0.159,0.104,0.737,0.337568
44500,0.156,0.116,0.728,0.333395
45000,0.138,0.156,0.706,0.380180
45500,0.116,0.156,0.728,0.347350
46000,0.177,0.144,0.679,0.399755
46500,0.122,0.086,0.792,0.259694
47000,0.144,0.067,0.789,0.264724
47500,0.162,0.095,0.743,0.317294
48000,0.138,0.113,0.749,0.312992
48500,0.098,0.110,0.792,0.264559
49000,0.159,0.122,0.719,0.346533
49500,0.150,0.125,0.725,0.338064
50000,0.122,0.150,0.728,0.341578
50500,0.208,0.095,0.697,0.352168
51000,0.165,0.135,0.700,0.372621
51500,0.171,0.086,0.743,0.320672
52000,0.150,0.092,0.758,0.321427
52500,0.183,0.089,0.728,0.350416
53000,0.156,0.076,0.768,0.310663
53500,0.171,0.067,0.761,0.308328
54000,0.193,0.070,0.737,0.329334
54500,0.183,0.119,0.697,0.352131
55000,0.202,0.107,0.691,0.383469
55500,0.187,0.076,0.737,0.299442
56000,0.159,0.110,0.731,0.338688
56500,0.232,0.083,0.685,0.385609
57000,0.214,0.080,0.706,0.347677
57500,0.214,0.055,0.731,0.319564
58000,0.187,0.110,0.703,0.359801
58500,0.187,0.098,0.716,0.341475
59000,0.128,0.131,0.740,0.336972
59500,0.113,0.144,0.743,0.315702
60000,0.159,0.147,0.694,0.375970
60500,0.162,0.104,0.734,0.335584
61000,0.162,0.110,0.728,0.332561
61500,0.196,0.086,0.719,0.342069
62000,0.180,0.089,0.731,0.310450
